Timepoint	Euryarchaeota	Acidobacteria	Actinobacteria	Armatimonadetes	Bacteroidetes	BRC1	Chloroflexi	Cyanobacteria	Firmicutes	Fusobacteria	Gemmatimonadetes	Lentisphaerae	Nitrospirae	Planctomycetes	Proteobacteria	SPAM	Spirochaetes	SR1	Synergistetes	Tenericutes	Thermi	TM7	Verrucomicrobia	WPS-2
122	0	0	0.00585208095378	0	0.415927670333	0	0	6.41675543178e-06	0.562524864927	0	0	0	0	0	5.7750798886e-05	0	0	0	0	0.00713543204014	0	0	0.00849578419168	0
123	0	0	0.00393866391343	0	0.432442354021	0	0	0	0.530503613629	0	0	0	0	0	0.000611831287523	0	0	0	0	0.0094833849566	0	0	0.023020152193	0
125	0	0	0.00516099984993	0	0.39848921943	0	0	2.50129233437e-05	0.574596875052	0	0	0	0	0	0.00507762343877	0	0	0	0	0.0083543163968	0	0	0.00829595290901	0
127	0	0	0.00168967615875	0	0.544700342741	0	0	0.00024023831641	0.419279925686	0	0	0	0	0	0.0212530830584	0	0	0	0	0.00619814856337	0	0	0.00663858547679	0
128	0	0	0.00208666415875	0	0.551449496849	0	0	0	0.431339932286	0	0	0	0	0	0.000717107119346	0	0	0	0	0.0059896078247	0	0	0.0084171917615	0
129	0	0	0.00341203351104	0	0.441980198019	0	0	0	0.54674790556	0	0	0	0	0	9.139375476e-05	0	0	0	0	0.00389946686976	0	0	0.00386900228484	0
130	0	0	0.00393188464606	0	0.38754949837	0	0	0	0.592343319294	0	0	0	0	0	8.39548323001e-05	0	0	0	0	0.00999062504372	0	0	0.00610071781382	0
131	0	0	0.00499433267215	0	0.371269009162	0	0	0	0.60092566355	0	0	0	0	0	0.000566732785492	0	1.18069330311e-05	0	0	0.0127632946066	0	0	0.00946916029092	0
136	0	0	0.00407818057535	0	0.41102730759	0	0	0	0.569856220963	0	0	0	0	0	0.00184213270307	0	0	0	0	0.00551481236894	0	0	0.00768134579959	0
137	0	0	0.00618122052308	0	0.379537658996	0	0	8.93239959983e-06	0.575514506217	0	0	0	0	0	0.00655638130627	0	0	0	0	0.0158550092897	0	0	0.0163462912677	0
138	0	0	0.000826645180868	0	0.697071164733	0	0	0	0.286626136637	0	0	0	0	0	0.00624692624023	0	0	0	0	0.00306591187334	0	0	0.00616321533584	0
139	0	0	0.00198276633173	0	0.542115149528	0	0	0	0.436775097648	0	0	0	0	0	0.00143116968305	0	0	0	0	0.00898953457169	0	0	0.00870628223859	0
140	0	0	0.0118905146122	0	0.293621073492	0	0	0	0.647942966709	0	0	0	0	0	0.00235493958229	0	0	0	0	0.0196759706083	0	0	0.0245145349959	0
141	0	0	0.00895673816204	0	0.304640065947	0	0	0	0.618141754252	0	0	0	0	0	0.00149014758802	0	0	0	0	0.0184049079754	0	0	0.048366386075	0
142	0	0	0.00760672465194	0	0.433122291545	0	0	0	0.538279497188	0	0	0	0	0.000461013615269	0.00185942158158	0	0	0	0	0.00958908319759	0	0	0.0090819682208	0
143	0	0	0.00727925412574	0	0.535199680909	0	0	0	0.432342822955	0	0	0	0	0	0.00416313506506	0	0	0	0	0.00583337488159	0	0	0.0151817320636	0
144	0	0	0.00224372049653	0	0.630048371118	0	0	0	0.344294539309	0	0	0	0	0	0.00763447753366	0	0	0	0	0.00670202226236	0	0	0.00907686928143	0
147	0	0	0.00222518914108	0	0.582400465577	0	0	0	0.403803361747	0	0	0	0	0	0.00272157748793	0	0	0	0	0.00460442983808	0	0	0.0042449762076	0
148	0	0	0.00248188509157	0	0.440406230387	0	0	0	0.526359331318	0	0	0	0	0	0.00288126889941	0	0	0	0	0.0112112740343	0	0	0.0166600102699	0
149	0	0	0.00362813511327	0	0.3084167678	0	0	0	0.668853661003	0	0	0	0	0	0.000568871359224	0	0	0	0	0.0141585760518	0	0	0.00437398867314	0
150	0	0	0.00513488372093	0	0.386995348837	0	0	0.000446511627907	0.566604651163	0.000595348837209	0	0	0	0	0.0221767441861	0	0	0	0	0.00948837209302	0	0	0.00855813953489	0
151	0	0	0.00191885964912	0	0.335896381579	0	0	0	0.640063048246	0	0	0	0	0	0.00194627192983	0	0	0	0	0.0170093201755	0	0	0.00316611842105	0
153	0	0	0.00032567437055	0	0.404375266716	0	0	0	0.420310850572	5.61507535431e-05	0	0	0	0	0.158345124992	0	0	0	1.12301507086e-05	0.0159805044584	0	0	0.000595197987557	0
155	0	0	0.00222470966839	0	0.0738491674829	0	0	0.000377780887085	0.440492514342	4.19756541206e-05	0	0	0	0	0.476437666153	0	0	0	0	0.0059045753463	0	0	0.00067161046593	0
156	0	0	5.24807657995e-05	0	0.493256221595	0	0	0	0.268313163226	4.19846126395e-05	0	0	0	0	0.230159646489	0	0	0	0	0.00815551100522	0	0	2.09923063197e-05	0
157	0	0	5.72237879288e-05	0	0.700619447505	0	0	0	0.204374758587	0.000615155720233	0	0	0	0	0.0939328478849	0	0	0	0	0.0004005665155	0	0	0	0
158	0	0	0.00010558851197	0	0.627474130815	0	0	0	0.257885542053	0.0064504981858	0	0	0	0	0.106404423199	0	0	0	0	0.00167021828025	0	0	9.59895563363e-06	0
159	0	0	0.000703102348506	0	0.437728327052	0	0	0	0.25658161786	0.000130472600754	0	0	0	0	0.296426500435	0	0	0	0	0.00841548274862	0	0	1.44969556393e-05	0
160	0	0	0.000645181845698	0	0.455203670368	0	0	0	0.4609306549	5.57564558011e-05	0	0	0	0	0.0686839883389	0	0	0	7.96520797158e-06	0.0144727828844	0	0	0	0
161	0	0	0.00131197277657	0	0.398296485348	0	0	0	0.566485245431	6.14987239015e-05	0	0	0	0	0.0205610733577	0	0	0	0	0.0132837243627	0	0	0	0
162	0	0	0.0012213633905	0	0.414120705599	0	0	8.72402421789e-06	0.554359394901	0	0	0	0	0	0.0176923211139	0	0	0	0	0.0125974909707	0	0	0	0
163	0	0	0.0036012755663	0	0.477265229822	0	0	1.3745326589e-05	0.488082801848	0	0	0	0	0	0.018624917528	0	0	0	0	0.0124120299099	0	0	0	0
164	0	0	0.0012468152003	0	0.534566208985	0	0	0	0.440319370552	0	0	0	0.000185860650977	0	0.0108573596946	0	0	0	0	0.0128088965298	0	0	1.54883875814e-05	0
165	0	0	0.000577959513936	0	0.585342946727	0	0	0	0.396407981621	0	0	0	0	0	0.0134086607233	0	0	0	0	0.00426245141528	0	0	0	0
166	0	0	0.000981695724032	0	0.570750438035	0	0	1.24265281523e-05	0.416089868652	0	0	0	0	0	0.0016403017161	0	0	0	0	0.0105004162887	0	0	2.48530563046e-05	0
167	0	0	0.00117937171652	0	0.490028948215	0	0	0	0.411145062721	0	0	0	0	0	0.0338533290448	0	0	0	0	0.0637128765948	0	0	8.04117079447e-05	0
168	0	0	0.0224925590779	0	0.12954195881	0	0	1.99756297317e-05	0.433910629033	0	0	0	0	0	0.284333113601	0	0	0	0	0.129282275624	0	0	0.000419488224366	0
169	0	0	0.0104086162953	0	0.101389459837	0	0	0.000131546493464	0.719756638987	0	0	0	0	0	0.016492641618	0	0	0	0	0.151738880211	0	0	8.22165584149e-05	0
171	0	0.000589767533297	0.00358775249422	0	0.418521977032	0	0	0	0.531069281302	0	0	0	0	0	0.0192493569896	0	0	0	0	0.0224603135598	0	0	0.00452155108861	0
