Timepoint	Euryarchaeota	Acidobacteria	Actinobacteria	Armatimonadetes	Bacteroidetes	BRC1	Chloroflexi	Cyanobacteria	Firmicutes	Fusobacteria	Gemmatimonadetes	Lentisphaerae	Nitrospirae	Planctomycetes	Proteobacteria	SPAM	Spirochaetes	SR1	Synergistetes	Tenericutes	Thermi	TM7	Verrucomicrobia
115	0.0	0.0	0.036387124556	0.0	0.272939318908	0.0	0.0	0.0	0.489539598809	0.00330139591632	0.0	0.0	0.0	0.0	0.186815947178	0.0	0.0	0.0	0.0	0.0110166146338	0.0	0.0	0.0
116	0.0	0.0	0.0323832139697	0.0	0.26149331841	0.0	0.0	0.000234441763909	0.593795612158	0.00233685500155	0.0	0.0	0.0	0.0	0.0865316987953	0.0	0.0	0.0	0.0	0.0232097346271	0.0	1.51252750909e-05	0.0
117	0.0	0.0	0.00617020964022	0.0	0.442954942779	0.0	0.0	0.0	0.464491912618	0.0036433618828	0.0	0.0	0.0	0.0	0.0596012869294	0.0	0.0	0.0	0.0	0.0231382861508	0.0	0.0	0.0
118	0.0	0.0	0.0171703439257	0.0	0.278575728014	0.0	0.0	0.0	0.647460511842	0.000383984723634	0.0	0.0	0.0	0.0	0.0177618879595	0.0	0.0	0.0	5.18898275182e-06	0.0386267876046	0.0	1.55669482555e-05	0.0
119	0.0	0.0	0.00637853185323	0.0	0.331614645977	0.0	0.0	1.97172545695e-05	0.494814362049	0.000236607054834	0.0	0.0	0.0	0.0	0.113566457006	0.0	0.0	0.0	4.92931364237e-06	0.0533647494923	0.0	0.0	0.0
120	0.0	0.0	0.0253401069779	0.0	0.329401037214	0.0	0.0	1.22120997484e-05	0.556151234643	0.000118050297568	0.0	0.0	0.0	0.0	0.0325696700291	0.0	0.0	0.0	4.07069991614e-06	0.0563914059383	0.0	1.22120997484e-05	0.0
120	0.0	0.0	0.0204658007596	0.0	0.248356135232	0.0	0.0	1.08208322663e-05	0.586204160249	0.00026330691848	0.0	0.0	0.0	0.0	0.0641747492272	0.0	0.0	0.0	0.0	0.0805178128934	0.0	7.21388817752e-06	0.0
122	0.0	0.0	0.00351381992005	0.0	0.339872574303	0.0	0.0	0.0	0.464719259048	0.000397790934345	0.0	0.0	0.0	0.0	0.164718596063	0.0	0.0	0.0	0.0	0.0267647000325	0.0	1.32596978115e-05	0.0
123	0.0	0.0	0.0225021550673	0.0	0.285347169136	0.0	0.0	8.13232926174e-06	0.553685571622	2.84631524162e-05	0.0	0.0	0.0	0.0	0.0961566611909	0.0	0.0	0.0	2.43969877853e-05	0.0422393181855	0.0	8.13232926175e-06	0.0
124	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
125	0.0	0.0	0.0256019167835	0.0	0.412289621318	0.0	0.0	0.00018115942029	0.496406030856	5.84385226741e-06	0.0	0.0	0.0	0.0	0.0337540906965	0.0	0.0	0.0	1.16877045348e-05	0.0317496493688	0.0	0.0	0.0
126	0.0	0.0	0.0160967823238	0.0	0.181147609846	0.0	0.0	2.10031084601e-05	0.703431907923	9.66142989162e-05	0.0	0.0	0.0	0.0	0.0530622532134	0.0	0.0	0.0	1.2601865076e-05	0.0461312274216	0.0	0.0	0.0
127	3.63006711994e-06	0.0	0.0958991131746	0.0	0.212195573496	0.0	0.0	3.63006711994e-06	0.642082642108	2.17804027197e-05	0.0	0.0	0.0	0.0	0.0215299280884	0.0	0.0	0.0	0.000130682416318	0.0281257600453	0.0	7.26013423988e-06	0.0
128	0.0	0.0	0.112546209102	0.0	0.213796173041	0.0	0.0	3.29697049624e-05	0.64773518733	2.06060656015e-05	0.0	0.0	0.0	0.0	0.0131878819849	0.0	0.0	0.0	2.06060656015e-05	0.0126521242793	0.0	8.24242624059e-06	0.0
129	0.0	0.0	0.0565894757427	0.0	0.312044717501	0.0	0.0	0.000240372863126	0.608681127064	2.03705816208e-05	0.0	0.0	0.0	0.0	0.0110734481691	0.0	0.0	0.0	2.85188142692e-05	0.0113219692649	0.0	0.0	0.0
134	0.0	0.0	0.0146570161553	0.0	0.455672494834	0.0	0.0	0.0	0.463937456953	1.20832779516e-05	0.0	0.0	0.0	0.0	0.038219408161	0.0	0.0	0.0	0.0	0.027501540618	0.0	0.0	0.0
135	0.0	0.0	0.00940433578713	0.0	0.403812386034	0.0	0.0	8.44195313028e-06	0.541483757682	0.0	0.0	0.0	0.0	0.0	0.023392652124	0.0	0.0	0.0	3.37678125211e-05	0.0218646586074	0.0	0.0	0.0
136	0.0	0.0	0.0495969430486	0.0	0.186697375768	0.0	0.0	2.61725293132e-05	0.700690954774	0.0	0.0	0.0	0.0	0.0	0.016820212172	0.0	0.0	0.0	0.0	0.0461683417085	0.0	0.0	0.0
138	0.0	0.0	0.0676746784225	0.0	0.359449544055	0.0	0.0	1.50975300441e-05	0.550380457757	0.0	0.0	0.0	0.0	0.0	0.00370644362583	0.0	0.0	0.0	0.0	0.0187737786098	0.0	0.0	0.0
139	0.0	0.0	0.0750350950989	0.0	0.237552009163	0.0	0.0	0.0	0.641908362515	0.0	0.0	0.0	0.0	0.0	0.0128014757679	0.0	0.0	0.0	5.06788431034e-06	0.0326827859174	0.0	1.5203652931e-05	0.0
140	0.0	0.0	0.062113275047	0.0	0.170557492349	0.0	0.0	0.0	0.721186899569	6.08416838544e-06	0.0	0.0	0.0	0.0	0.00228156314454	0.0	0.0	0.0	0.0	0.0438425173855	0.0	1.21683367709e-05	0.0
141	0.0	0.0	0.0609451415477	0.0	0.337573708185	0.0	0.0	1.67677388704e-05	0.556722465975	5.58924629014e-06	0.0	0.0	0.0	0.0	0.0019282899701	0.0	0.0	0.0	0.0	0.0427912695973	0.0	1.67677388704e-05	0.0
142	0.0	0.0	0.0414325183407	0.0	0.412179289441	0.0	0.0	0.0	0.52586137525	0.0	0.0	0.0	0.0	0.0	0.00740333418275	0.0	0.0	0.0	0.0	0.0131201298265	0.0	3.3529593219e-06	0.0
143	0.0	0.0	0.0820334162815	0.0	0.169086384643	0.0	0.0	4.26590828297e-05	0.685915392819	0.0	0.0	0.0	0.0	0.0	0.00720938499822	0.0	0.0	0.0	0.0	0.0557127621756	0.0	0.0	0.0
144	0.0	0.0	0.046836956986	0.0	0.318888556661	0.0	0.0	1.06787407629e-05	0.573373627782	1.06787407629e-05	0.0	0.0	0.0	0.0	0.00921575327837	0.0	0.0	0.0	0.0	0.0516530690701	0.0	1.06787407629e-05	0.0
146	0.0	0.0	0.0524167226883	0.0	0.213447130233	0.0	0.0	9.74288525804e-06	0.670554077884	0.0	0.0	0.0	0.0	0.0	0.00190960551058	0.0	0.0	0.0	0.0	0.0616529779129	0.0	9.74288525804e-06	0.0
147	0.0	0.0	0.0583831947574	0.0	0.273732742767	0.0	0.0	2.59020384904e-05	0.629419535318	0.0	0.0	0.0	0.0	0.0	0.00471417100526	0.0	0.0	0.0	0.0	0.0337244541145	0.0	0.0	0.0
148	0.0	0.0	0.0212544761465	0.0	0.000346540371954	0.0	0.0	0.0	0.0271456624697	0.0	0.0	0.0	0.0	0.0	0.951022294097	0.0	0.0	0.0	0.0	0.000231026914636	0.0	0.0	0.0
149	0.0	0.0	0.0155573881828	0.0	0.396468419521	0.0	0.0	5.82128650432e-05	0.539250024255	4.85107208693e-06	0.0	0.0	0.0	0.0	0.0194139904919	0.0	0.0	0.0	0.0	0.02924226254	0.0	4.85107208693e-06	0.0
150	0.0	0.0	0.0206743138175	0.0	0.48960954046	0.0	0.0	0.000497491222833	0.455588247836	0.0	0.0	0.0	0.0	0.0	0.0143135331827	0.0	0.0	0.0	4.97491222833e-05	0.0192671243586	0.0	0.0	0.0
151	0.0	0.0	0.0482885156109	0.0	0.362917774128	0.0	0.0	7.69292904427e-06	0.559114390009	0.0	0.0	0.0	0.0	0.0	0.00768908257975	0.0	0.0	0.0	0.0	0.0219671588859	0.0	1.53858580885e-05	0.0
152	0.0	0.0	0.0996160409556	0.0	0.319112627986	0.0	0.0	9.78488900022e-06	0.549374549895	1.95697780004e-06	0.0	0.0	0.0	0.0	0.00354800075147	0.0	0.0	0.0	1.95697780004e-06	0.0283292106335	0.0	5.87093340013e-06	0.0
153	0.0	0.0	0.0506851934476	0.0	0.195127159156	0.0	0.0	0.000213525399961	0.699961756644	3.18694626809e-06	0.0	0.0	0.0	0.0	0.023098986551	0.0	0.0	0.0	0.0	0.0309070049079	0.0	3.18694626809e-06	0.0
154	0.0	2.53715022213e-06	0.0606810218626	0.0	0.195337732752	0.0	0.0	3.04458026656e-05	0.637321987198	0.0	0.0	0.0	0.0	2.53715022213e-06	0.0146571168333	0.0	0.0	2.53715022213e-06	0.0	0.0919437868996	0.0	2.0297201777e-05	0.0
155	0.0	0.0	0.0127314364304	0.0	0.383120548052	0.0	0.0	0.0	0.549702879089	3.24367807144e-06	0.0	0.0	0.0	0.0	0.0264067831796	0.0	0.0	0.0	0.0	0.0280351095715	0.0	0.0	0.0
156	0.0	0.0	0.0103833034399	0.0	0.407551165845	0.0	0.0	0.000244218820063	0.541226939337	2.40215232849e-05	0.0	0.0	0.0	0.0	0.017311511114	0.0	0.0	0.0	3.20286977132e-05	0.0232268112228	0.0	0.0	0.0
157	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
158	0.0	0.0	0.0232045545169	0.0	0.413242656506	0.0	0.0	1.10761596739e-05	0.529369544992	4.43046386957e-06	0.0	0.0	0.0	0.0	0.0102808914093	0.0	0.0	0.0	0.0	0.0238802002569	0.0	6.64569580435e-06	0.0
159	0.0	0.0	0.0231111875874	0.0	0.378504339131	0.0	0.0	0.000178565051248	0.558699202302	0.0	0.0	0.0	0.0	0.0	0.00394466431394	0.0	0.0	0.0	0.0	0.0355587949781	0.0	3.24663729542e-06	0.0
160	0.0	0.0	0.0405136152313	0.0	0.300750356808	0.0	0.0	0.0	0.608241206977	0.0	0.0	0.0	0.0	0.0	0.0201366940023	0.0	0.0	0.0	0.0	0.0303487063057	0.0	9.42067555664e-06	0.0
161	0.0	0.0	0.018790436282	0.0	0.508368498877	0.0	0.0	4.91253236131e-06	0.440295537947	0.0	0.0	0.0	0.0	0.0	0.0138631663236	0.0	0.0	0.0	0.0	0.0186774480377	0.0	0.0	0.0
162	0.0	0.0	0.0323954980973	0.0	0.409361961344	0.0	0.0	0.0	0.532720260397	0.0	0.0	0.0	0.0	0.0	0.0055338028014	0.0	0.0	0.0	1.10088915147e-05	0.0199774684687	0.0	0.0	0.0
162	0.0	0.0	0.0883793002274	0.0	0.197535392063	0.0	0.0	0.000311743563412	0.682535025306	0.0	0.0	0.0	0.0	0.0	0.0139642778552	0.0	0.0	0.0	0.0	0.0172742609844	0.0	0.0	0.0
163	0.0	0.0	0.0900343166827	0.0	0.194917768526	0.0	0.0	4.94476695313e-06	0.673185517766	1.48343008594e-05	0.0	0.0	0.0	0.0	0.0152298822157	0.0	0.0	0.0	0.0	0.0266028462078	0.0	9.88953390626e-06	0.0
164	0.0	0.0	0.0539399945325	0.0	0.40308570257	0.0	0.0	0.0	0.494289912521	3.41716785128e-06	0.0	0.0	0.0	0.0	0.00735032804812	0.0	0.0	0.0	0.0	0.0413272279934	0.0	3.41716785128e-06	0.0
165	0.0	0.0	0.0174567212734	0.0	0.405803415824	0.0	0.0	0.0	0.515516440107	0.0	0.0	0.0	0.0	0.0	0.0351109561985	0.0	0.0	0.0	5.80922504938e-06	0.0261066573719	0.0	0.0	0.0
166	0.0	0.0	0.0274845761421	0.0	0.410001931533	0.0	0.0	5.6809789463e-06	0.528632133889	0.000113619578926	0.0	0.0	0.0	0.0	0.0103706270665	0.0	0.0	0.0	5.68097894629e-06	0.0233687068956	0.0	1.70429368389e-05	0.0
167	0.0	0.0	0.0238701649889	0.0	0.382142744844	0.0	0.0	4.49193921508e-06	0.551726926032	0.0	0.0	0.0	0.0	0.0	0.0197330889719	0.0	0.0	0.0	0.0	0.0225180912852	0.0	4.49193921508e-06	0.0
168	0.0	0.0	0.0156504677768	0.0	0.417539969241	0.0	0.0	0.000255476130866	0.524747972797	0.0	0.0	0.0	0.0	0.0	0.0197023192123	0.0	0.0	0.0	0.0	0.0220986853198	0.0	5.1095226173e-06	0.0
169	0.0	2.96298930065e-06	0.0264209755939	0.0	0.353967590823	0.0	0.0	1.48149465032e-05	0.53870404774	5.92597860129e-06	0.0	0.0	0.0	0.0	0.0267380154491	0.0	0.0	0.0	0.0	0.0541427034907	0.0	2.96298930065e-06	0.0
170	0.0	0.0	0.0403617870648	0.0	0.232684681361	0.0	0.0	1.31750569821e-05	0.619543879527	6.58752849106e-06	0.0	0.0	0.0	0.0	0.0366793586383	0.0	0.0	0.0	0.0	0.070710530823	0.0	0.0	0.0
171	0.0	0.0	0.089833867515	0.0	0.289554266106	0.0	0.0	3.97161092511e-06	0.57519252384	3.17728874009e-05	0.0	0.0	0.0	0.0	0.0112277440853	0.0	0.0	0.0	3.97161092511e-06	0.034147910734	0.0	3.97161092511e-06	0.0
172	2.84005384742e-06	0.0	0.0888908453703	0.0	0.3267510352	0.0	0.0	0.0	0.545704986567	0.0	0.0	0.0	0.0	0.0	0.0070603738647	0.0	0.0	0.0	0.0	0.0315842388372	0.0	5.68010769484e-06	0.0
173	0.0	0.0	0.064937623361	0.0	0.253340455598	0.0	0.0	3.78843844356e-06	0.633938346953	0.0	0.0	0.0	0.0	0.0	0.00732305151139	0.0	0.0	0.0	0.0	0.0404340035081	0.0	2.27306306614e-05	0.0
174	0.0	0.0	0.00374219403991	0.0	0.712752335589	0.0	0.0	8.75025886182e-06	0.238389135679	1.16670118158e-05	0.0	0.0	0.0	0.0	0.0389619859588	0.0	2.91675295394e-06	0.0	8.75025886182e-06	0.00611934769737	0.0	2.91675295394e-06	0.0
175	0.0	0.0	0.0120406988618	0.0	0.445603334633	0.0	0.0	0.0	0.488859800591	0.0	0.0	0.0	0.0	0.0	0.0161904231419	0.0	0.0	0.0	0.0	0.037301101023	0.0	4.64174975399e-06	0.0
176	0.0	0.0	0.13058314945	0.0	0.0586184550518	0.0	0.0	8.20297439852e-06	0.76522266974	0.0	0.0	0.0	0.0	0.0	0.014388017095	0.0	0.0	0.0	0.0	0.0311795056888	0.0	0.0	0.0
177	0.0	0.0	0.0402063968944	0.0	0.36151806133	0.0	0.0	3.20293132275e-06	0.540600357447	0.0	0.0	0.0	0.0	0.0	0.0118028019243	0.0	0.0	0.0	0.0	0.0458659765417	0.0	3.20293132275e-06	0.0
178	0.0	0.0	0.0881908777868	0.0	0.196863692074	0.0	0.0	0.0	0.613433086261	0.0	0.0	0.0	0.0	0.0	0.0168634002568	0.0	0.0	0.0	0.0	0.0846489436209	0.0	0.0	0.0
179	0.0	0.0	0.141099691231	0.0	0.192764450586	0.0	0.0	0.0	0.620495325287	0.0	0.0	0.0	0.0	0.0	0.00444799516334	0.0	0.0	0.0	0.0	0.0411925377324	0.0	0.0	0.0
180	0.0	0.0	0.0535191496931	0.0	0.340310260121	0.0	0.0	0.0	0.541628408943	0.0	0.0	0.0	0.0	0.0	0.00574947480759	0.0	0.0	0.0	0.0	0.0587927064355	0.0	0.0	0.0
181	0.0	0.0	0.0502597184986	0.0	0.259194872654	0.0	0.0	8.3780160858e-06	0.575821045577	0.0	0.0	0.0	0.0	0.0	0.0139745308311	0.0	0.0	0.0	0.0	0.100737265416	0.0	0.0	4.1890080429e-06
182	0.0	0.0	0.0475452134506	0.0	0.220966708772	0.0	0.0	0.0	0.630396130291	0.0	0.0	0.0	0.0	0.0	0.00947671529744	0.0	0.0	0.0	2.99327709963e-06	0.0916122389114	0.0	0.0	0.0
183	0.0	0.0	0.072109867369	0.0	0.144896999342	0.0	0.0	0.0	0.670680086539	1.25419371022e-05	0.0	0.0	0.0	0.0	0.003743768225	0.0	0.0	0.0	0.0	0.108550465619	0.0	6.27096855109e-06	0.0
184	0.0	0.0	0.0625537968089	0.0	0.160153666337	0.0	0.0	0.0	0.737208817694	0.0	0.0	0.0	0.0	0.0	0.0102746242151	0.0	0.0	0.0	0.0	0.0298090949451	0.0	0.0	0.0
185	0.0	0.0	0.0409565366187	0.0	0.27859770705	0.0	0.0	4.27789185489e-06	0.583684120465	0.0	0.0	0.0	0.0	0.0	0.00516341546886	0.0	0.0	0.0	0.0	0.0915725530458	0.0	2.13894592745e-05	0.0
186	1.21900180006e-05	0.0	0.0761144723957	0.0	0.290622219152	0.0	0.0	0.0	0.52548729597	4.06333933353e-06	0.0	0.0	0.0	0.0	0.00830952893707	0.0	0.0	0.0	7.72034473371e-05	0.0993567733835	0.0	1.62533573341e-05	0.0
187	1.31800927879e-05	0.0	0.0636203078869	0.0	0.269084774357	0.0	0.0	5.27203711515e-05	0.605809784901	1.31800927879e-05	0.0	0.0	0.0	0.0	0.0291675453395	0.0	0.0	0.0	5.27203711514e-05	0.0321857865879	0.0	0.0	0.0
189	0.0	0.0	0.0882931345841	0.0	0.23773377001	0.0	0.0	3.82602307857e-06	0.606646567293	0.0	0.0	0.0	0.0	0.0	0.0104144348199	0.0	0.0	0.0	0.0	0.0569006152245	0.0	7.65204615714e-06	0.0
190	4.10864911726e-06	0.0	0.0857269638316	0.0	0.284260997827	0.0	0.0	0.0	0.531885171474	0.0	0.0	4.10864911726e-06	0.0	0.0	0.0105551195822	0.0	0.0	0.0	4.93037894071e-05	0.0875101175484	0.0	4.10864911726e-06	0.0
191	0.0	0.0	0.144627460825	0.0	0.146230195128	0.0	0.0	0.0	0.620094039952	0.0	0.0	0.0	0.0	0.0	0.0026213395383	0.0	0.0	0.0	0.0	0.0864269645564	0.0	0.0	0.0
192	0.0	0.0	0.177408412483	0.0	0.0324620465426	0.0	0.0	1.28004915389e-05	0.669056091754	6.40024576944e-06	0.0	0.0	0.0	0.0	0.0077698983641	0.0	0.0	0.0	0.0	0.113265149382	0.0	1.92007373083e-05	0.0
193	0.0	0.0	0.158837354822	0.0	0.206477114906	0.0	0.0	0.0	0.61618820872	0.0	0.0	0.0	0.0	0.0	0.00193061978237	0.0	0.0	0.0	0.0	0.0165667017688	0.0	0.0	0.0
194	0.0	0.0	0.166326892661	0.0	0.108396928202	0.0	0.0	0.000114260284929	0.650219199336	0.0	0.0	0.0	0.0	0.0	0.00728860343864	0.0	0.0	0.0	0.0	0.067642088678	0.0	1.20273984136e-05	0.0
195	0.0	0.0	0.107867585359	0.0	0.174476735253	0.0	0.0	1.18185148854e-05	0.621967073617	0.0	0.0	0.0	0.0	0.0	0.00639972581046	0.0	0.0	0.0	0.0	0.0892770614444	0.0	0.0	0.0
196	0.0	0.0	0.0783456778764	0.0	0.21578623796	0.0	0.0	0.0	0.656676717955	0.0	0.0	0.0	0.0	0.0	0.0025302479643	0.0	0.0	0.0	0.0	0.0466611182441	0.0	0.0	0.0
197	0.0	0.0	0.217839471405	0.0	0.00138083904141	0.0	0.0	0.0	0.688863048626	0.0	0.0	0.0	0.0	0.0	0.00883615860269	0.0	0.0	0.0	0.0	0.0830804823247	0.0	0.0	0.0
198	0.0	0.0	0.129856767027	0.0	0.135796550716	0.0	0.0	0.0	0.663770827243	0.0	0.0	0.0	0.0	0.0	0.00603916983338	0.0	0.0	0.0	5.84624378837e-06	0.064530838936	0.0	0.0	0.0
199	0.0	0.0	0.238784162002	0.0	0.0906733618703	0.0	0.0	0.0	0.631852979914	0.0	0.0	0.0	0.0	0.0	0.00561820875865	0.0	0.0	0.0	0.0	0.0330712874547	0.0	0.0	0.0
200	0.0	0.0	0.200552595224	0.0	0.192500493388	0.0	0.0	0.0	0.570317742254	0.0	0.0	0.0	0.0	0.0	0.0155121373594	0.0	0.0	0.0	0.0	0.0211170317743	0.0	0.0	0.0
201	0.0	0.0	0.154425461706	0.0	0.163659588057	0.0	0.0	0.0	0.622864441961	0.0	0.0	0.0	0.0	0.0	0.00463036883283	0.0	0.0	0.0	0.0	0.0544201394433	0.0	0.0	0.0
202	0.0	0.0	0.0474473443224	0.0	0.0398542429792	0.0	0.0	0.0	0.867406898657	0.0	0.0	0.0	0.0	0.0	0.00246108058608	0.0	0.0	0.0	0.0	0.0428304334554	0.0	0.0	0.0
203	0.0	0.0	0.0671795390897	0.0	0.247342848466	0.0	0.0	0.0	0.647973816513	0.0	0.0	0.0	0.0	0.0	0.00337416067753	0.0	0.0	0.0	0.0	0.0341296352532	0.0	0.0	0.0
204	0.0	0.0	0.0265688524836	0.0	0.674692830461	0.0	0.0	0.0011701696746	0.277405223758	0.0	0.0	0.0	0.0	0.0	0.0154672427502	0.0	0.0	0.0	0.0	0.00469568087373	0.0	0.0	0.0
205	0.0	0.0	0.0587925451982	0.0	0.622039071093	0.0	0.0	0.0	0.29670482889	0.0	0.0	0.0	0.0	0.0	0.0132302591829	0.0	0.0	0.0	0.0	0.00923329563587	0.0	0.0	0.0
206	0.0	0.0	0.019064733169	0.0	0.738359312968	0.0	0.0	0.00129549918509	0.223084959672	2.50741777759e-05	0.0	0.0	0.0	0.0	0.0137072171842	0.0	0.0	0.0	2.50741777759e-05	0.00443812946634	0.0	0.0	0.0
207	0.0	0.0	0.08514456265	0.0	0.258656363869	0.0	0.0	0.0	0.630893743248	1.83106586344e-05	0.0	0.0	0.0	0.0	0.00155640598392	0.0	0.0	0.0	0.0	0.0237306135902	0.0	0.0	0.0
209	0.0	0.0	0.0541819971409	0.0	0.264746549178	0.0	0.0	2.34351198706e-05	0.629982892362	0.0	0.0	0.0	0.0	0.0	0.00531977221064	0.0	0.0	0.0	7.03053596119e-05	0.045651613508	0.0	2.34351198706e-05	0.0
210	0.0	0.0	0.0526496808276	0.0	0.388248404138	0.0	0.0	0.0	0.518366167731	0.0	0.0	0.0	0.0	0.0	0.0041272287035	0.0	0.0	0.0	0.0	0.0366085186	0.0	0.0	0.0
211	0.0	0.0	0.0936872848309	0.0	0.195271582176	0.0	0.0	1.63161415588e-05	0.668243893684	0.0	0.0	0.0	0.0	0.0	0.00411166767283	0.0	0.0	0.0	0.0	0.0386692554945	0.0	0.0	0.0
212	0.0	0.0	0.0506465791011	0.0	0.318106755418	0.0	0.0	0.000368384949569	0.606450547496	0.0	0.0	0.0	0.0	0.0	0.00406493737456	0.0	0.0	0.0	0.0	0.0203627956607	0.0	0.0	0.0
213	0.0	0.0	0.0588689939456	0.0	0.266182532526	0.0	0.0	0.0	0.645884323071	0.0	0.0	0.0	0.0	0.0	0.0100959680536	0.0	0.0	0.0	0.0	0.0189681824037	0.0	0.0	0.0
214	0.0	0.0	0.093183849216	0.0	0.306783654237	0.0	0.0	0.0	0.583897960842	0.0	0.0	0.0	0.0	0.0	0.00112113087984	0.0	0.0	0.0	0.0	0.0150134048258	0.0	0.0	0.0
215	0.0	0.0	0.0676041980399	0.0	0.353219192363	0.0	0.0	0.000254847902138	0.557433449946	0.0	0.0	0.0	0.0	0.0	0.00639436554456	0.0	0.0	0.0	0.0	0.0150939462039	0.0	0.0	0.0
216	0.0	0.0	0.0	0.0	0.027027027027	0.0	0.0	0.0	0.432432432432	0.027027027027	0.0	0.0	0.0	0.0	0.486486486486	0.0	0.0	0.0	0.0	0.027027027027	0.0	0.0	0.0
217	0.0	0.0	0.126733217328	0.0	0.0898617089477	0.0	0.0	0.0	0.737686601337	0.0	0.0	0.0	0.0	0.0	0.0225295356718	0.0	0.0	0.0	0.0	0.0231889367158	0.0	0.0	0.0
218	0.0	0.0	0.180379058568	0.0	0.127854590648	0.0	0.0	0.0	0.641121640516	0.0	0.0	0.0	0.0	0.0	0.000869970483144	0.0	0.0	0.0	0.0	0.0497747397856	0.0	0.0	0.0
219	0.0	0.0	0.140429701169	0.0	0.146434320106	0.0	0.0	0.0	0.688571628526	0.0	0.0	0.0	0.0	0.0	0.00375113723843	0.0	0.0	0.0	0.0	0.020813212961	0.0	0.0	0.0
220	0.0	0.0	0.085842644087	0.0	0.143961788333	0.0	0.0	0.0	0.72396746664	0.0	0.0	0.0	0.0	0.0	0.00639644604774	0.0	0.0	0.0	0.0	0.0398316548925	0.0	0.0	0.0
221	0.0	0.0	0.113195780963	0.0	0.140086230069	0.0	0.0	3.22556366725e-05	0.71752663778	0.0	0.0	0.0	0.0	0.0	0.00419323276743	0.0	0.0	0.0	2.15037577817e-05	0.0249443590267	0.0	0.0	0.0
222	0.0	0.0	0.171863576857	0.0	0.090331026744	0.0	0.0	0.0	0.679735450635	0.0	0.0	0.0	0.0	0.0	0.00101161228896	0.0	0.0	0.0	0.0	0.057058333475	0.0	0.0	0.0
223	0.0	0.0	0.0647079637937	0.0	0.286774189866	0.0	0.0	0.0	0.597415790615	1.14143524067e-05	0.0	0.0	0.0	0.0	0.00840096337134	0.0	0.0	0.0	0.000159800933694	0.0425298770674	0.0	0.0	0.0
224	0.0	0.0	0.144473097511	0.0	0.0560241644663	0.0	0.0	0.0	0.740108699002	0.0	0.0	0.0	0.0	0.0	0.00199315751081	0.0	0.0	0.0	2.05480155754e-05	0.0573803334943	0.0	0.0	0.0
225	0.0	0.0	0.111731648818	0.0	0.108580153949	0.0	0.0	0.0	0.731823125837	2.78893351183e-05	0.0	0.0	0.0	0.0	0.00979612896028	0.0	0.0	0.0	0.0	0.0380340807675	0.0	6.97233377956e-06	0.0
226	0.0	0.0	0.140429451988	0.0	0.19336573821	0.0	0.0	0.0	0.639062605322	0.0	0.0	0.0	0.0	0.0	0.011960844524	0.0	0.0	0.0	0.0	0.0151813599563	0.0	0.0	0.0
227	0.0	0.0	0.174486166825	0.0	0.272962243083	0.0	0.0	0.0	0.518609652207	0.0	0.0	0.0	0.0	0.0	0.0214734709069	0.0	0.0	0.0	0.0	0.0124684669783	0.0	0.0	0.0
228	0.0	0.0	0.134761237935	0.0	0.407516705356	0.0	0.0	0.0	0.432008496001	0.0	0.0	0.0	0.0	0.0	0.017095382649	0.0	0.0	0.0	0.0	0.00861817805889	0.0	0.0	0.0
232	0.0	0.0	0.097062395784	0.0	0.131420219445	0.0	0.0	0.0	0.714583719319	0.0	0.0	0.0	0.0	5.48956639287e-05	0.0241815399606	0.0	0.0	0.0	0.0	0.0326835059115	0.0	1.37239159822e-05	0.0
233	0.0	0.0	0.0558458523841	0.0	0.198841430116	0.0	0.0	0.0	0.634654302878	0.0	0.0	0.0	0.0	0.0	0.0602413508795	0.0	0.0	0.0	0.0	0.0504117099078	0.0	5.35383495198e-06	0.0
234	0.0	0.0	0.0576834664673	0.0	0.185786736394	0.0	0.0	0.0	0.552496982932	0.0	0.0	0.0	0.0	0.0	0.169379633354	0.0	0.0	0.0	0.0	0.034631630366	0.0	2.15504856043e-05	0.0
235	0.0	0.0	0.028488372093	0.0	0.00810533515733	0.0	0.0	0.0	0.869357045144	0.0	0.0	0.0	0.0	0.0	0.00646374829002	0.0	0.0	0.0	0.0	0.087585499316	0.0	0.0	0.0
236	0.0	0.0	0.0356269426781	0.0	0.0119913536029	0.0	0.0	0.0	0.837075371968	0.0	0.0	0.0	0.0	0.0	0.0205430820935	0.0	0.0	0.0	0.0	0.0947632496569	0.0	0.0	0.0
237	0.0	0.0	0.0207879525925	0.0	0.225906042571	0.0	0.0	0.0	0.688197862889	0.0	0.0	0.0	0.0	0.0	0.00528274702845	0.0	0.0	0.0	0.0	0.0598253949196	0.0	0.0	0.0
238	0.0	0.0	0.0578616054525	0.0	0.273617947747	0.0	0.0	0.0	0.625828284741	0.0	0.0	0.0	0.0	0.0	0.00468572510413	0.0	0.0	0.0	0.0	0.0380064369557	0.0	0.0	0.0
