Timepoint	Acidobacteria1	Chloracidobacteria	Solibacteres	unknown1226	Actinobacteria1	Bacteroidia	Flavobacteria	Sphingobacteria	4C0d-2	Chloroplast	Nostocophycideae	Bacilli	Clostridia	Fusobacteria1	Gemmatimonadetes1	Nitrospira	Planctomycea	Alphaproteobacteria	Betaproteobacteria	Deltaproteobacteria	Epsilonproteobacteria	Gammaproteobacteria	0319-6G9	Spirochaetes1	Synergistia	Erysipelotrichi	Mollicutes	TM7-3	Spartobacteria	Verrucomicrobiae	unknown3507
62	0.0	0.0	0.0	0.0	0.00593635839262	0.425687367814	0.0	0.0	0.0	0.0	0.0	0.000985387425495	0.539319361661	0.0	0.0	0.0	0.0	0.0	0.00420592193809	0.0	0.0	0.00377331282446	0.0	0.0	0.0	0.00975773889637	0.0082676408383	0.0	0.0	0.00206691020957	0.0
63	0.0	0.0	0.0	0.0	0.00572043010752	0.403849462366	0.0	0.0	0.0	2.15053763441e-05	0.0	0.000645161290324	0.564258064516	0.0	0.0	0.0	0.0	0.0	0.0012688172043	0.0	2.15053763441e-05	0.00191397849463	0.0	0.0	0.0	0.0117419354839	0.00389247311828	0.0	0.0	0.00666666666667	0.0
64	0.0	0.0	0.0	0.0	0.00286885245902	0.527846083789	0.0	0.0	0.0	0.0	0.0	0.000409836065574	0.44480874317	0.0	0.0	0.0	0.0	0.0	4.55373406193e-05	0.0	0.0	0.000569216757741	0.0	0.0	0.0	0.00623861566484	0.0116347905282	0.0	0.0	0.00557832422586	0.0
65	0.0	0.0	0.0	0.0	0.00767494356659	0.489541008276	0.000150489089541	0.0	0.0	0.0	0.0	0.00051166290444	0.487012791573	0.0	0.0	0.0	0.0	0.0	0.000842738901429	0.0	0.0	0.000180586907449	0.0	0.0	0.0	0.00559819413093	0.00349134687735	0.0	0.0	0.00499623777277	0.0
66	0.0	0.0	0.0	0.0	0.00584220268394	0.545869967608	0.0	0.0	0.0	0.0	0.0	0.000404905136511	0.411730680241	0.0	0.0	0.0	0.0	0.000896575659417	0.00199560388709	0.0	0.0	0.00153285515965	0.0	0.0	0.0	0.00321031929662	0.0232531235539	0.0	0.0	0.00526376677465	0.0
67	0.0	0.0	0.0	0.0	0.00674041677387	0.455955749936	0.0	0.0	0.0	0.0	0.0	0.00128633907898	0.518549009519	0.0	0.0	0.0	0.0	0.0016465140211	0.00342166195009	0.0	0.0	0.000257267815796	0.0	0.0	0.0	0.00432209930537	0.00496526884487	0.0	0.0	0.00285567275534	0.0
68	0.0	0.0	0.0	0.0	0.00407670583948	0.358294616016	0.0	0.0	0.0	0.0	0.0	0.000478272752118	0.619226564635	0.0	0.0	0.0	0.0	0.0	0.00232303908172	0.0	0.0	0.00091099571832	0.0	0.0	0.0	0.00951990525645	0.00291518629862	0.0	0.0	0.00225471440285	0.0
69	0.0	0.0	0.0	0.0	0.00486459487046	0.393402393207	0.0	0.0	0.0	0.0	0.0	0.000586357417422	0.585727626121	0.0	0.0	0.0	0.0	0.0	0.000825243772667	2.1716941386e-05	0.0	0.000173735531088	0.0	0.0	0.0	0.00729689230569	0.00453884074967	0.0	0.0	0.00256259908354	0.0
70	0.0	0.0	0.0	0.0	0.00194860723648	0.558745601614	0.0	0.0	0.0	0.0	0.0	0.000168225085164	0.42848331067	0.0	0.0	0.0	0.0	0.0	0.000630844069365	0.0	0.0	4.2056271291e-05	0.0	0.0	0.0	0.00264954509134	0.00660283459269	0.0	0.0	0.000728975369044	0.0
71	0.0	0.0	0.0	0.0	0.00500095681571	0.528468456975	0.0	0.0	0.0	0.0	0.0	0.000331696115328	0.458110607897	0.0	0.0	0.0	0.0	0.0	0.000803725202526	0.0	0.0	5.10301715889e-05	0.0	0.0	0.0	0.00353383938253	0.00149263251898	0.0	0.0	0.00220705492122	0.0
72	0.0	0.0	0.0	0.0	0.00539123083957	0.470986552114	0.0	0.0	0.0	0.0	0.0	0.000414046528479	0.502065919658	8.6259693433e-06	0.0	0.0	0.0	0.0	0.00169931596063	0.0	0.0	0.00140603300296	0.0	0.0	0.0	0.00421809900888	0.00440787033443	0.0	0.0	0.0094023065842	0.0
73	0.0	0.0	0.0	0.0	0.00362357293388	0.474475794836	0.0	0.0	0.0	0.0	0.0	0.000545810149037	0.511424109647	0.0	0.0	0.0	0.0	0.0	1.51613930288e-05	0.0	0.0	4.54841790864e-05	0.0	0.0	0.0	0.0048971299483	0.00184968994951	0.0	0.0	0.00312324696393	0.0
75	0.0	0.0	0.0	0.0	0.000699391691877	0.606535246088	0.0	0.0	0.0	0.0	0.0	0.000731921538011	0.383347971764	0.0	0.0	0.0	0.0	0.0	0.000650596922677	0.0	0.0	0.000341563384405	0.0	0.0	0.0	0.00117107446082	0.00330177938258	0.0	0.0	0.00322045476725	0.0
76	0.0	0.0	0.0	0.0	0.00144536519561	0.546556818911	0.0	0.0	0.0	0.0	0.0	0.00014453651956	0.433866512494	0.0	0.0	0.0	0.0	0.000289073039121	0.000706622984519	0.0	0.0	3.2119226569e-05	0.0	0.0	0.0	0.00244106121924	0.00894520459947	0.0	0.0	0.00557268580973	0.0
77	0.0	0.0	0.0	0.0	0.000647351385489	0.580705770901	0.0	0.0	0.0	0.0	0.0	0.000189468698192	0.408226099313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.31562327308e-05	0.0	0.0	0.0	0.00119996842188	0.00786295097498	0.0	0.0	0.00110523407279	0.0
78	0.0	0.0	0.0	0.0	0.000788506360231	0.75505281833	0.0	0.0	0.0	0.0	0.0	4.63827270724e-05	0.237178074885	0.0	0.0	0.0	0.0	0.0	0.00157701272046	0.0	0.0	1.15956817681e-05	0.0	0.0	0.0	0.000800102042	0.00398891452823	0.0	0.0	0.000556592724869	0.0
89	0.0	0.0	0.0	0.0	0.00189953804134	0.592655868899	0.0	0.0	0.0	2.24797401342e-05	0.0	0.000236037271409	0.333779181513	0.0	0.0	0.0	0.0	0.0	0.000561993503355	0.0	0.0	0.00077555103463	0.0	0.0	0.0	0.00245029167463	0.0346525194168	0.0	0.0	0.0329665389068	0.0
92	0.0	0.0	0.0	0.0	0.0022241762789	0.663476956498	0.0	0.0	0.0	0.0	0.0	0.000186210107071	0.31584337661	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.03450059484e-05	2.06900118968e-05	0.0	0.0	0.0	0.00197589613614	0.0048311177779	0.0	0.0	0.011431231573	0.0
93	0.0	0.0	0.0	0.0	0.00258818064174	0.568794173276	0.0	0.0	0.0	8.2954507748e-06	0.0	0.000323522580217	0.409662541062	0.0	0.0	0.0	0.0	0.0	0.00101204499452	0.0	0.0	0.000887613232903	0.0	0.0	0.0	0.00320204399907	0.00764011016359	0.0	0.0	0.00588147459933	0.0
94	0.0	0.0	0.0	0.0	0.00757716106562	0.515728630183	0.0	0.0	0.0	0.0	0.0	0.000833672977879	0.443940123754	0.0	0.0	0.0	0.0	0.000555781985253	0.00109303790433	0.0	0.0	0.00120419430138	0.0	0.0	0.0	0.00500203786728	0.0107080662492	0.0	0.0	0.0133572937123	0.0
95	0.0	0.0015535187199	0.0	0.0	0.00277044171716	0.68212417793	0.0	0.0	0.0	0.0	0.0	0.00111335508259	0.263761586661	0.0	0.0	0.0	0.0	0.000129459893325	0.0179172492362	0.0	0.0	0.00792294547149	0.0	0.0	0.0	0.00235617005852	0.0136968567138	0.0	0.0	0.00665423851691	0.0
96	0.0	0.0	0.0	0.0	0.00542988238594	0.487367007954	0.0	0.0	0.0	0.0	0.0	0.000440802260113	0.477408884169	0.0	0.0	0.0	0.0	0.000100182331844	0.00316576168627	0.0	0.0	0.00348634514817	0.0	0.0	0.0	0.00420765793745	0.00843535234126	0.0	0.0	0.00995812378529	0.0
97	0.0	0.0	0.0	0.0	0.00881459532994	0.369094873372	0.0	0.0	0.0	0.0	0.0	0.00052179422672	0.587950280464	0.0	0.0	0.0	0.0	0.003261213917	0.00354074653845	0.0	0.0	0.00149084064777	0.0	0.0	0.0	0.0045470639757	0.0143866122509	0.0	0.0	0.00639197927731	0.0
98	0.0	0.0	0.0	0.0	0.001059574008	0.657519731863	0.0	0.0	0.0	2.1623959347e-05	0.0	0.000410855227593	0.330543842578	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00112444588604	0.0	0.0	0.0	0.000908206292572	0.00557898151152	0.0	0.0	0.00283273867445	0.0
99	0.0	0.0	0.0	0.0	0.00185543467919	0.548003425418	0.0	0.0	0.0	1.58584160614e-05	0.0	0.00137968219734	0.428240667322	0.0	0.0	0.0	0.0	0.000856354467316	0.000808779219132	0.0	0.0	0.00182371784706	0.0	0.0	0.0	0.00843667734466	0.00388531193505	0.0	0.0	0.00469409115418	0.0
100	0.0	0.0	0.0	0.0	0.0	0.000326264274062	0.0	0.0	0.0	0.0	0.0	0.0531810766721	0.0918433931485	0.0	0.0	0.0	0.0	0.205546492659	0.449755301794	0.0	0.0	0.199347471452	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
101	0.0	0.0	0.0	0.0	0.000527281547255	0.71490941303	0.0	0.0	0.0	0.0	0.0	8.43650475608e-05	0.281652711282	0.0	0.0	0.0	0.0	0.0	0.0014974795942	0.0	0.0	2.10912618902e-05	0.0	0.0	0.0	0.000569464071035	8.43650475608e-05	0.0	0.0	0.000653829118596	0.0
102	0.0	0.0	0.0	0.0	0.000287120590648	0.818949958983	0.0	0.0	0.0	0.0	0.0	8.20344544708e-05	0.17551271534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000369155045119	0.0	0.0	0.0	0.000984413453649	0.00188679245283	0.0	0.0	0.00192780968007	0.0
103	0.0	0.0	0.0	0.0	0.00151679306609	0.769577464788	0.0	0.0	0.0	0.0	0.0	8.66738894908e-05	0.221581798483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.33369447454e-05	0.0	0.0	0.0	0.000953412784399	0.00221018418202	0.0	0.0	0.00403033586132	0.0
104	0.0	0.0	0.0	0.0	0.00398799941461	0.629866091029	0.0	5.48807258891e-05	0.0	0.0	0.0	0.000420752231816	0.336272501098	0.0	1.82935752964e-05	0.0	0.0	0.00184765110493	0.00294526562271	0.0	0.0	3.65871505928e-05	0.0	0.0	0.0	0.00239645836383	0.00541489828772	0.0	0.0	0.0167386213962	0.0
105	0.0	0.0	0.0	0.0	0.00233397445594	0.915501480345	2.16108745921e-05	0.0	0.0	0.0	0.0	0.00397640092494	0.065956389255	0.0	0.0	0.0	0.0	0.00646165150303	0.00149115034685	0.0	0.0	0.0	0.0	0.0	0.0	8.64434983684e-05	0.00170725909278	0.0	0.0	0.0024636397035	0.0
106	0.0	0.0	0.0	0.0	0.000116385643831	0.736473805956	0.0	0.0	0.0	0.0	0.0	2.90964109577e-05	0.249719947045	0.0	0.0	0.0	0.0	0.00183307389033	0.0061247945066	0.0	0.0	0.00203674876704	0.0	0.0	0.0	0.000116385643831	0.00110566361639	0.0	0.0	0.00244409852045	0.0
108	0.0	0.0	0.0	0.0	0.002700825681	0.752666100779	0.0	0.0	0.0059726830774	0.0	0.0	0.00526275175553	0.154147696581	0.0	0.0	0.0	0.0	0.0208658075469	0.0463770352651	0.0	0.0	0.00867350875839	0.0	0.0	0.0	0.000154332896057	0.00118836329964	0.0	0.0	0.00199089435913	0.0
109	0.0	0.0	0.0	0.0	0.00430975437561	0.556179597686	0.0	0.0	0.0	0.0	0.0	0.000347730793142	0.419226351672	0.0	0.0	0.0	0.0	0.0	0.000979968598856	0.0	0.0	0.0014646842499	0.0	0.0	0.0	0.00241304095847	0.00599572185751	0.0	0.0	0.00908314980875	0.0
110	0.0	0.0	0.0	0.0	0.00188368259948	0.548112393061	0.0	0.0	0.0	3.92433874892e-05	0.0	0.000274703712425	0.431127854956	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00227611647438	0.00922219605996	0.0	0.0	0.00706380974806	0.0
111	0.0	0.0	0.0	0.0	0.0	0.0138787436085	0.0	0.0	0.0	0.0	0.0	0.0262965668371	0.0116873630387	0.0	0.0	0.0	0.0	0.0	0.628926223521	0.0	0.0	0.318480642805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00073046018992	0.0
112	0.0	0.0	0.0	0.0	0.0	0.00126422250316	0.0	0.0	0.0	0.0	0.0	0.142857142857	0.0	0.0	0.0	0.0	0.0	0.0	0.398230088496	0.0	0.0	0.457648546143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
113	0.0	0.0	0.0	0.0	0.0288054221971	0.00536571589947	0.0	0.170573284383	0.0	0.0115786500988	0.0	0.0	0.00367127929964	0.0	0.0	0.0	0.0	0.0	0.579214911042	0.0	0.0	0.20050833098	0.0	0.0	0.0	0.0	0.000282406099972	0.0	0.0	0.0	0.0
114	0.0	0.0	0.0	0.0	0.00419111483655	0.339340597932	0.0	0.0	0.0	0.0	0.0	0.00027940765577	0.465353450685	0.0	0.0	0.0	0.0	0.0164850516904	0.0839620005589	0.0	0.0	0.0758591785415	0.0	0.0	0.0	0.00321318804135	0.000419111483655	0.0	0.0	0.010896898575	0.0
115	0.0	0.0	0.0	0.0	0.000379971291058	0.803343747361	0.0	0.0	0.0	0.0	0.0	8.44380646796e-05	0.193869796504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.22190323398e-05	0.0	0.0	0.0	0.000253314194039	0.000422190323398	0.0	0.0	0.00160432322891	0.0
116	0.0	0.0	0.0	0.0	0.00229879665032	0.560624897375	0.0	0.0	0.0	0.0	0.0	0.000258028195445	0.394665853487	0.0	0.0	0.0	0.0	0.0019234829115	0.0237855081983	0.0	0.0	0.0104853275785	0.00143088362928	0.0	0.0	0.00129014097722	0.00072717036898	0.0	0.0	0.00250991062842	0.0
118	0.0	0.0	0.0	0.0	9.95941538232e-05	0.771767547244	0.0	0.0	0.0	2.48985384558e-05	0.0	7.46956153674e-05	0.21783731295	0.0	0.0	0.0	0.0	0.0	0.00623708388318	0.0	0.0	0.00140676742276	0.0	0.0	0.0	0.000186739038418	0.000485521499888	0.0	0.0	0.00187983965341	0.0
119	0.0	0.0	0.0	0.0	0.000131082743461	0.659618448384	0.0	0.0	0.0	3.02498638756e-05	0.0	5.04164397926e-05	0.335723072579	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00020166575917	0.00127049428278	0.0	0.0	0.00297456994776	0.0
120	0.0	0.0	0.0	0.0	0.00115501519757	0.782145028224	0.0	0.0	0.0	0.0	0.0	0.000121580547112	0.212036474164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000356057316544	0.0	0.0	0.0	0.000564481111594	0.000642640034737	0.0	0.0	0.00297872340426	0.0
121	0.0	0.0	0.0	0.0	0.00120162253771	0.711193843247	0.0	0.0	0.0	6.9457950157e-06	0.0	7.64037451727e-05	0.271698663629	0.0	0.0	0.0	0.0	0.00213235906982	0.00323674047732	0.0	0.0	0.000472314061067	0.0	0.0	0.0	0.00129191787292	0.00100019448226	0.0	0.0	0.00768899508238	0.0
122	0.0	0.0	0.0	0.0	0.00585208095378	0.415927670333	0.0	0.0	0.0	6.41675543178e-06	0.0	0.000455589635657	0.562069275292	0.0	0.0	0.0	0.0	0.0	6.41675543178e-06	0.0	0.0	5.13340434542e-05	0.0	0.0	0.0	0.0064616727198	0.000673759320337	0.0	0.0	0.00849578419168	0.0
123	0.0	0.0	0.0	0.0	0.00393866391343	0.432442354021	0.0	0.0	0.0	0.0	0.0	0.000711253871745	0.529792359757	0.0	0.0	0.0	0.0	7.64789109403e-06	0.000313563534855	0.0	7.64789109403e-06	0.000282971970479	0.0	0.0	0.0	0.0071660739551	0.00231731100149	0.0	0.0	0.023020152193	0.0
125	0.0	0.0	0.0	0.0	0.00516099984993	0.39848921943	0.0	0.0	0.0	2.50129233437e-05	0.0	0.00100885457486	0.573588020477	0.0	0.0	0.0	0.0	0.0	0.00282646033784	0.0	0.0	0.00225116310093	0.0	0.0	0.0	0.00712868315296	0.00122563324384	0.0	0.0	0.00829595290901	0.0
127	0.0	0.0	0.0	0.0	0.00168967615875	0.544668310965	3.20317755213e-05	0.0	0.0	0.00024023831641	0.0	0.000528524296101	0.41875140139	0.0	0.0	0.0	0.0	0.00232230372529	0.0128687658157	0.0	0.0	0.00606201351741	0.0	0.0	0.0	0.0010170088728	0.00518113969057	0.0	0.0	0.00663858547679	0.0
128	0.0	0.0	0.0	0.0	0.00208666415875	0.551449496849	0.0	0.0	0.0	0.0	0.0	0.000246872942725	0.431093059344	0.0	0.0	0.0	0.0	4.11454904542e-05	0.000464356249412	0.0	0.0	0.000211605379479	0.0	0.0	0.0	0.00119321922317	0.00479638860153	0.0	0.0	0.0084171917615	0.0
129	0.0	0.0	0.0	0.0	0.00341203351104	0.441980198019	0.0	0.0	0.0	0.0	0.0	0.00025894897182	0.546488956588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.139375476e-05	0.0	0.0	0.0	0.00332063975628	0.000578827113481	0.0	0.0	0.00386900228484	0.0
130	0.0	0.0	0.0	0.0	0.00393188464606	0.38754949837	0.0	0.0	0.0	0.0	0.0	0.000545706409952	0.591797612884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.39548323001e-05	0.0	0.0	0.0	0.00817160367722	0.0018190213665	0.0	0.0	0.00610071781382	0.0
131	0.0	0.0	0.0	0.0	0.00499433267215	0.371269009162	0.0	0.0	0.0	0.0	0.0	0.000566732785492	0.600358930764	0.0	0.0	0.0	0.0	0.000118069330311	0.000177103995466	0.0	0.0	0.000271559459715	0.0	1.18069330311e-05	0.0	0.00964626428639	0.0031170303202	0.0	0.0	0.00946916029092	0.0
136	0.0	0.0	0.0	0.0	0.00407818057535	0.41102730759	0.0	0.0	0.0	0.0	0.0	0.000567701273273	0.56928851969	0.0	0.0	0.0	0.0	0.0	0.0017494467809	0.0	0.0	9.26859221669e-05	0.0	0.0	0.0	0.00234031953472	0.00317449283422	0.0	0.0	0.00768134579959	0.0
137	0.0	0.0	0.0	0.0	0.00618122052308	0.379537658996	0.0	0.0	0.0	8.93239959983e-06	0.0	0.00109868515078	0.574415821066	0.0	0.0	0.0	0.0	0.00313527225954	0.00327819065313	0.0	0.0	0.000142918393598	0.0	0.0	0.0	0.0101382735458	0.00571673574389	0.0	0.0	0.0163462912677	0.0
138	0.0	0.0	0.0	0.0	0.000826645180868	0.697071164733	0.0	0.0	0.0	0.0	0.0	0.00417508135654	0.282451055281	0.0	0.0	0.0	0.0	0.00161143490954	0.00289849006457	0.0	0.0	0.00173700126613	0.0	0.0	0.0	0.000648759509036	0.00241715236431	0.0	0.0	0.00616321533584	0.0
139	0.0	0.0	0.0	0.0	0.00198276633173	0.542115149528	0.0	0.0	0.0	0.0	0.0	0.00110319329736	0.43567190435	0.0	0.0	0.0	0.0	0.0	0.000745400876591	0.0	0.0	0.000685768806464	0.0	0.0	0.0	0.00223620262977	0.00675333194192	0.0	0.0	0.00870628223859	0.0
140	0.0	0.0	0.0	0.0	0.0118905146122	0.293518125313	0.0	0.000102948178461	0.0	0.0	0.0	0.00566214981533	0.642280816894	0.0	0.0	0.0	0.0	0.000141553745383	0.00127398370845	0.000386055669228	1.28685223076e-05	0.000540477936919	0.0	0.0	0.0	0.0152878045014	0.00438816610689	0.0	0.0	0.0245145349959	0.0
141	0.0	0.0	0.0	0.0	0.00895673816204	0.304640065947	0.0	0.0	0.0	0.0	0.0	0.00434362169274	0.61379813256	0.0	0.0	0.0	0.0	4.75579017454e-05	0.000348757946133	0.0	0.0	0.00109383174014	0.0	0.0	0.0	0.0114614543206	0.00694345365482	0.0	0.0	0.048366386075	0.0
142	0.0	0.0	0.0	0.0	0.00760672465194	0.433122291545	0.0	0.0	0.0	0.0	0.0	0.000414912253743	0.537864584934	0.0	0.0	0.0	0.000461013615269	0.00015367120509	0.0010295970741	0.0	0.0	0.000676153302394	0.0	0.0	0.0	0.00477917447828	0.00480990871931	0.0	0.0	0.0090819682208	0.0
143	0.0	0.0	0.0	0.0	0.00727925412574	0.535174751957	0.0	2.49289524854e-05	0.0	0.0	0.0	0.000448721144737	0.43189410181	0.0	0.0	0.0	0.0	0.0	0.00209403200877	0.0	0.0	0.00206910305629	0.0	0.0	0.0	0.0030662611557	0.00276711372588	0.0	0.0	0.0151817320636	0.0
144	0.0	0.0	0.0	0.0	0.00224372049653	0.629028498165	0.000393379567574	0.000626493385395	0.0	0.0	0.0	0.000437088408415	0.343857450901	0.0	0.0	0.0	0.0	0.00387551722128	0.00303047963168	0.0	0.0	0.000728480680692	0.0	0.0	0.0	0.0016900751792	0.00501194708316	0.0	0.0	0.00907686928143	0.0
147	0.0	0.0	0.0	0.0	0.00222518914108	0.582229297182	0.0	0.000171168395467	0.0	0.0	0.0	0.000222518914107	0.403580842833	0.0	0.0	0.0	0.0	0.000547738865496	0.00215672178289	0.0	0.0	1.71168395467e-05	0.0	0.0	0.0	0.00301256376023	0.00159186607785	0.0	0.0	0.0042449762076	0.0
148	0.0	0.0	0.0	0.0	0.00248188509157	0.440406230387	0.0	0.0	0.0	0.0	0.0	0.00205397386889	0.524305357449	0.0	0.0	0.0	0.0	0.000627603126604	0.00136931591259	0.0	0.0	0.000884349860216	0.0	0.0	0.0	0.00972784846237	0.00148342557198	0.0	0.0	0.0166600102699	0.0
149	0.0	0.0	0.0	0.0	0.00362813511327	0.3084167678	0.0	0.0	0.0	0.0	0.0	0.00261680825242	0.666236852751	0.0	0.0	0.0	0.0	0.0	0.000442455501618	0.0	0.0	0.000126415857605	0.0	0.0	0.0	0.011402710356	0.00275586569579	0.0	0.0	0.00437398867314	0.0
150	0.0	0.0	0.0	0.0	0.00513488372093	0.384334883721	0.00266046511628	0.0	0.0	0.000446511627907	0.0	0.0027534883721	0.563851162791	0.000595348837209	0.0	0.0	0.0	0.00396279069769	0.0143255813954	0.0	0.0	0.00388837209302	0.0	0.0	0.0	0.00483720930233	0.00465116279069	0.0	0.0	0.00855813953489	0.0
151	0.0	0.0	0.0	0.0	0.00191885964912	0.33552631579	0.000370065789474	0.0	0.0	0.0	0.0	0.00180921052632	0.638253837719	0.0	0.0	0.0	0.0	0.0	0.00113760964912	0.0	0.0	0.000808662280703	0.0	0.0	0.0	0.0126644736843	0.00434484649123	0.0	0.0	0.00316611842105	0.0
153	0.0	0.0	0.0	0.0	0.00032567437055	0.404364036565	1.12301507086e-05	0.0	0.0	0.0	0.0	0.00818677986658	0.412124070705	5.61507535431e-05	0.0	0.0	0.0	0.000235833164881	0.00230218089526	0.000404285425511	7.86110549603e-05	0.155324214451	0.0	0.0	1.12301507086e-05	0.0157671315949	0.000213372863464	0.0	0.0	0.000595197987557	0.0
155	0.0	0.0	0.0	0.0	0.00222470966839	0.0718063523157	0.00177696935777	0.000265845809431	0.0	0.000377780887085	0.0	0.18879250035	0.251700013992	4.19756541206e-05	0.0	0.0	0.0	0.000895480621241	0.00478522456975	4.19756541206e-05	0.00191688820484	0.468798097104	0.0	0.0	0.0	0.00563872953687	0.000265845809431	0.0	0.0	0.00067161046593	0.0
156	0.0	0.0	0.0	0.0	5.24807657995e-05	0.493214236982	3.14884594796e-05	1.04961531599e-05	0.0	0.0	0.0	0.00562593809369	0.262687225132	4.19846126395e-05	0.0	0.0	0.0	0.0	0.0032433113264	0.0	1.04961531599e-05	0.22690583901	0.0	0.0	0.0	0.00815551100522	0.0	0.0	0.0	2.09923063197e-05	0.0
157	0.0	0.0	0.0	0.0	5.72237879288e-05	0.700619447505	0.0	0.0	0.0	0.0	0.0	0.000515014091358	0.203859744496	0.000615155720233	0.0	0.0	0.0	0.00114447575857	0.00256076450981	0.0	0.0	0.0902276076165	0.0	0.0	0.0	0.0004005665155	0.0	0.0	0.0	0.0	0.0
158	0.0	0.0	0.0	0.0	0.00010558851197	0.627474130815	0.0	0.0	0.0	0.0	0.0	0.000854307051393	0.257031235001	0.0064504981858	0.0	0.0	0.0	0.0	0.00106548407533	0.0	4.79947781681e-05	0.105290944345	0.0	0.0	0.0	0.00167021828025	0.0	0.0	0.0	9.59895563363e-06	0.0
159	0.0	0.0	0.0	0.0	0.000703102348506	0.437641345318	8.69817338359e-05	0.0	0.0	0.0	0.0	0.00780661061177	0.248775007249	0.000130472600754	0.0	0.0	0.0	2.89939112786e-05	0.000173963467672	0.0	0.000101478689475	0.296122064367	0.0	0.0	0.0	0.00841548274862	0.0	0.0	0.0	1.44969556393e-05	0.0
160	0.0	0.0	0.0	0.0	0.000645181845698	0.455203670368	0.0	0.0	0.0	0.0	0.0	0.00362416962707	0.457306485273	5.57564558011e-05	0.0	0.0	0.0	7.96520797158e-06	0.00172845012983	0.0	1.59304159432e-05	0.0669316425852	0.0	0.0	7.96520797158e-06	0.0144727828844	0.0	0.0	0.0	0.0	0.0
161	0.0	0.0	0.0	0.0	0.00131197277657	0.397722497258	0.000573988089747	0.0	0.0	0.0	0.0	0.00294168895995	0.563543556471	6.14987239015e-05	0.0	0.0	0.0	0.0	4.09991492676e-05	0.0	1.02497873169e-05	0.0205098244211	0.0	0.0	0.0	0.0132837243627	0.0	0.0	0.0	0.0	0.0
162	0.0	0.0	0.0	0.0	0.0012213633905	0.414111981575	0.0	8.72402421789e-06	0.0	8.72402421789e-06	0.0	0.00303596042783	0.551323434474	0.0	0.0	0.0	0.0	0.0	0.00169246069827	0.0	8.72402421789e-06	0.0159911363914	0.0	0.0	0.0	0.0125974909707	0.0	0.0	0.0	0.0	0.0
163	0.0	0.0	0.0	0.0	0.0036012755663	0.475313393446	0.00195183637563	0.0	0.0	1.3745326589e-05	0.0	0.00131955135254	0.486763250495	0.0	0.0	0.0	0.0	0.00203430833517	0.0123158126237	1.3745326589e-05	0.0	0.00426105124258	0.0	0.0	0.0	0.0124120299099	0.0	0.0	0.0	0.0	0.0
164	0.0	0.0	0.0	0.0	0.0012468152003	0.534558464791	7.74419379071e-06	0.0	0.0	0.0	0.0	0.00271821202054	0.437601158531	0.0	0.0	0.000185860650977	0.0	0.0	0.00123132681272	0.0	0.0	0.00962603288185	0.0	0.0	0.0	0.0128088965298	0.0	0.0	0.0	1.54883875814e-05	0.0
165	0.0	0.0	0.0	0.0	0.000577959513936	0.585342946727	0.0	0.0	0.0	0.0	0.0	0.00125706194281	0.395150919679	0.0	0.0	0.0	0.0	0.0	0.00447918623301	0.0	0.0	0.0089294744903	0.0	0.0	0.0	0.00426245141528	0.0	0.0	0.0	0.0	0.0
166	0.0	0.0	0.0	0.0	0.000981695724032	0.570750438035	0.0	0.0	0.0	1.24265281523e-05	0.0	0.00111838753371	0.414971481118	0.0	0.0	0.0	0.0	0.0	1.24265281523e-05	0.0	0.0	0.00162787518795	0.0	0.0	0.0	0.0105004162887	0.0	0.0	0.0	2.48530563046e-05	0.0
167	0.0	0.0	0.0	0.0	0.00117937171652	0.490028948215	0.0	0.0	0.0	0.0	0.0	0.00152782245095	0.40961724027	0.0	0.0	0.0	0.0	0.000348450734427	0.000482470247669	0.0	0.0	0.0330224080627	0.0	0.0	0.0	0.0637128765948	0.0	0.0	0.0	8.04117079447e-05	0.0
168	0.0	0.0	0.0	0.0	0.0224925590779	0.12954195881	0.0	0.0	0.0	1.99756297317e-05	0.0	0.00441461417071	0.429496014862	0.0	0.0	0.0	0.0	0.00105870837578	0.000639220151416	0.0	1.99756297317e-05	0.282615209445	0.0	0.0	0.0	0.129282275624	0.0	0.0	0.0	0.000419488224366	0.0
169	0.0	0.0	0.0	0.0	0.0104086162953	0.101389459837	0.0	0.0	0.0	0.000131546493464	0.0	0.00516319986846	0.714593439118	0.0	0.0	0.0	0.0	1.6443311683e-05	0.00182520759681	0.0	0.0	0.0146509907095	0.0	0.0	0.0	0.151738880211	0.0	0.0	0.0	8.22165584149e-05	0.0
