Timepoint	Acidobacteriales	unknown	Solibacterales	unknown1	Acidimicrobiales	Actinomycetales	Bifidobacteriales	Coriobacteriales	MC47	Solirubrobacterales	Bacteroidales	Flavobacteriales	Sphingobacteriales	mle1-12	YS2	Streptophyta	Nostocales	Bacillales	Gemellales	Lactobacillales	Turicibacterales	Clostridiales	Fusobacteriales	Gemmatimonadales	Nitrospirales	Gemmatales	Planctomycetales	Caulobacterales	Rhizobiales	Rhodobacterales	Rhodospirillales	Rickettsiales	Sphingomonadales	unknown2	Burkholderiales	Hydrogenophilales	Methylophilales	Neisseriales	Rhodocyclales	unknown3	Bdellovibrionales	Desulfovibrionales	MIZ46	Myxococcales	Syntrophobacterales	Campylobacterales	Aeromonadales	Alteromonadales	Chromatiales	Enterobacteriales	Oceanospirillales	Pasteurellales	Pseudomonadales	unknown4	Vibrionales	Xanthomonadales	unknown5	Spirochaetales	Synergistales	Erysipelotrichales	RF39	EW055	Spartobacteriales	Verrucomicrobiales	unknown6
97	0.0	0.0	0.0	0.0	0.0	0.000726784815788	0.0	0.00808781051415	0.0	0.0	0.369094873372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00052179422672	0.0	0.587950280464	0.0	0.0	0.0	0.0	0.0	0.0	0.003261213917	0.0	0.0	0.0	0.0	0.0	0.00354074653845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.86355080971e-05	0.0	0.0	0.00115540150202	0.0	0.0	0.000316803637651	0.0	0.0	0.0	0.0045470639757	0.0143866122509	0.0	0.0	0.00639197927731	0.0
98	0.0	0.0	0.0	0.0	0.0	0.000129743756082	0.0	0.000929830251919	0.0	0.0	0.657519731863	0.0	0.0	0.0	0.0	2.1623959347e-05	0.0	0.000237863552817	0.0	0.000129743756082	4.32479186939e-05	0.330543842578	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000843334414532	0.0	0.0	0.000281111471511	0.0	0.0	0.0	0.0	0.0	0.0	0.000908206292572	0.00557898151152	0.0	0.0	0.00283273867445	0.0
99	0.0	0.0	0.0	0.0	0.0	0.000269593073044	0.0	0.00158584160614	0.0	0.0	0.548003425418	0.0	0.0	0.0	0.0	1.58584160614e-05	0.0	0.0	0.0	0.00134796536522	3.17168321228e-05	0.428240667322	0.0	0.0	0.0	0.0	0.0	0.0	0.000856354467316	0.0	0.0	0.0	0.0	0.0	0.000808779219132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00158584160614	0.0	4.75752481842e-05	0.000190300992737	0.0	0.0	0.0	0.0	0.0	0.0	0.00843667734466	0.00388531193505	0.0	0.0	0.00469409115418	0.0
100	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000326264274062	0.0	0.0	0.0	0.0	0.0	0.0	0.0531810766721	0.0	0.0	0.0	0.0918433931485	0.0	0.0	0.0	0.0	0.0	0.0500815660685	0.155464926591	0.0	0.0	0.0	0.0	0.0	0.448939641109	0.0	0.0	0.0	0.000815660685155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0768352365416	0.0	0.0	0.12251223491	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
101	0.0	0.0	0.0	0.0	0.0	8.43650475608e-05	0.0	0.000442916499694	0.0	0.0	0.71490941303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.21825237804e-05	4.21825237804e-05	0.281652711282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014974795942	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10912618902e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000569464071035	8.43650475608e-05	0.0	0.0	0.000653829118596	0.0
102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000287120590648	0.0	0.0	0.818949958983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.10172272354e-05	4.10172272354e-05	0.17551271534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000287120590648	0.0	8.20344544709e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000984413453649	0.00188679245283	0.0	0.0	0.00192780968007	0.0
103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00151679306609	0.0	0.0	0.769577464788	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.33369447454e-05	4.33369447454e-05	0.221581798483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.33369447454e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000953412784399	0.00221018418202	0.0	0.0	0.00403033586132	0.0
104	0.0	0.0	0.0	0.0	0.0	3.65871505928e-05	0.0	0.00395141226402	0.0	0.0	0.629866091029	0.0	5.48807258891e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000420752231816	0.0	0.336272501098	0.0	1.82935752964e-05	0.0	0.0	0.0	0.0	0.00184765110493	0.0	0.0	0.0	0.0	0.0	0.00294526562271	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.82935752964e-05	0.0	0.0	1.82935752964e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00239645836383	0.00541489828772	0.0	0.0	0.0167386213962	0.0
105	0.0	0.0	0.0	0.0	0.0	0.00229075270676	0.0	4.32217491842e-05	0.0	0.0	0.915501480345	2.16108745921e-05	0.0	0.0	0.0	0.0	0.0	0.00395479005035	0.0	0.0	2.16108745921e-05	0.065956389255	0.0	0.0	0.0	0.0	0.0	0.00363062693147	0.00283102457156	0.0	0.0	0.0	0.0	0.0	0.00149115034685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.64434983684e-05	0.00170725909278	0.0	0.0	0.0024636397035	0.0
106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000116385643831	0.0	0.0	0.736473805956	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.90964109577e-05	0.0	0.249719947045	0.0	0.0	0.0	0.0	0.0	0.0	0.00183307389033	0.0	0.0	0.0	0.0	0.0	0.0061247945066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00203674876704	0.0	0.0	0.0	0.0	0.0	0.0	0.000116385643831	0.00110566361639	0.0	0.0	0.00244409852045	0.0
108	0.0	0.0	0.0	0.0	0.0	0.00219152712401	0.0	0.000509298556987	0.0	0.0	0.752666100779	0.0	0.0	0.0059726830774	0.0	0.0	0.0	0.00520101859711	0.0	6.17331584227e-05	0.0	0.154147696581	0.0	0.0	0.0	0.0	0.0	0.0104792036423	0.010371170615	0.0	0.0	0.0	1.54332896057e-05	0.0	0.0463616019755	0.0	0.0	0.0	1.54332896057e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.54332896057e-05	0.0	0.0	0.00865807546879	0.0	0.0	0.0	0.0	0.0	0.0	0.000154332896057	0.00118836329964	0.0	0.0	0.00199089435913	0.0
109	0.0	0.0	0.0	0.0	0.0	1.05372967619e-05	0.0	0.00429921707885	0.0	0.0	0.556179597686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000347730793142	0.0	0.419226351672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000969431302094	0.0	0.0	0.0	1.05372967619e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10745935238e-05	0.0	0.0	0.00141199776609	0.0	0.0	3.16118902857e-05	0.0	0.0	0.0	0.00241304095847	0.00599572185751	0.0	0.0	0.00908314980875	0.0
110	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00188368259948	0.0	0.0	0.548112393061	0.0	0.0	0.0	0.0	3.92433874892e-05	0.0	0.0	0.0	0.000274703712425	0.0	0.431127854956	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00227611647438	0.00922219605996	0.0	0.0	0.00706380974806	0.0
111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0138787436085	0.0	0.0	0.0	0.0	0.0	0.0	0.0262965668371	0.0	0.0	0.0	0.0116873630387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.628926223521	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.130752373995	0.0	0.0	0.18772826881	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00073046018992	0.0
112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00126422250316	0.0	0.0	0.0	0.0	0.0	0.0	0.142857142857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.398230088496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.345132743362	0.00126422250316	0.0	0.111251580278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
113	0.0	0.0	0.0	0.0	0.0	0.0285230160972	0.0	0.000282406099972	0.0	0.0	0.00536571589947	0.0	0.170573284383	0.0	0.0	0.0115786500988	0.0	0.0	0.0	0.0	0.0	0.00367127929964	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.573284382943	0.0	0.0	0.0	0.00593052809941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0643885907936	0.0	0.0	0.136119740187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000282406099972	0.0	0.0	0.0	0.0
114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00419111483655	0.0	0.0	0.339340597932	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00027940765577	0.0	0.465353450685	0.0	0.0	0.0	0.0	0.0	0.0	0.0164850516904	0.0	0.0	0.0	0.0	0.0	0.0839620005589	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00698519139424	0.0	0.0	0.012154233026	0.0	0.0	0.0567197541213	0.0	0.0	0.0	0.00321318804135	0.000419111483655	0.0	0.0	0.010896898575	0.0
115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000379971291058	0.0	0.0	0.803343747361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.44380646796e-05	0.193869796504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.22190323398e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000253314194039	0.000422190323398	0.0	0.0	0.00160432322891	0.0
116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00229879665032	0.0	0.0	0.560624897375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000117285543384	0.000140742652061	0.394665853487	0.0	0.0	0.0	0.0	0.0	0.0	0.0019234829115	0.0	0.0	0.0	0.0	0.0	0.0219793108302	0.0	0.0	0.0	0.00180619736811	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.69142173536e-05	0.0	0.0	0.00584082006053	0.0	0.0	0.00459759330065	0.00143088362928	0.0	0.0	0.00129014097722	0.00072717036898	0.0	0.0	0.00250991062842	0.0
118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.95941538232e-05	0.0	0.0	0.771767547244	0.0	0.0	0.0	0.0	2.48985384558e-05	0.0	0.0	0.0	7.46956153674e-05	0.0	0.21783731295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00622463461395	0.0	0.0	1.24492692279e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00136941961507	0.0	1.24492692279e-05	2.48985384558e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000186739038418	0.000485521499888	0.0	0.0	0.00187983965341	0.0
119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000131082743461	0.0	0.0	0.659618448384	0.0	0.0	0.0	0.0	3.02498638756e-05	0.0	0.0	0.0	4.03331518341e-05	1.00832879585e-05	0.335723072579	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00020166575917	0.00127049428278	0.0	0.0	0.00297456994776	0.0
120	0.0	0.0	0.0	0.0	0.0	8.68432479375e-06	0.0	0.00114633087277	0.0	0.0	0.782145028224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000121580547112	0.0	0.212036474164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00034737299175	0.0	8.68432479375e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000564481111594	0.000642640034737	0.0	0.0	0.00297872340426	0.0
121	0.0	0.0	0.0	0.0	0.0	6.9457950157e-06	0.0	0.0011946767427	0.0	0.0	0.711193843247	0.0	0.0	0.0	0.0	6.9457950157e-06	0.0	0.0	0.0	7.64037451727e-05	0.0	0.271698663629	0.0	0.0	0.0	0.0	0.0	0.0	0.00213235906982	0.0	0.0	0.0	0.0	0.0	0.00323674047732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000458422471036	0.0	6.9457950157e-06	0.0	0.0	0.0	6.9457950157e-06	0.0	0.0	0.0	0.00129191787292	0.00100019448226	0.0	0.0	0.00768899508238	0.0
122	0.0	0.0	0.0	0.0	0.0	1.92502662954e-05	0.0	0.00583283068749	0.0	0.0	0.415927670333	0.0	0.0	0.0	0.0	6.41675543178e-06	0.0	0.0	0.0	0.000449172880225	6.41675543178e-06	0.562069275292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.41675543178e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.49172880225e-05	0.0	0.0	6.41675543178e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0064616727198	0.000673759320337	0.0	0.0	0.00849578419168	0.0
123	0.0	0.0	0.0	0.0	0.0	2.29436732821e-05	0.0	0.00391572024014	0.0	0.0	0.432442354021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000703605980651	7.64789109403e-06	0.529792359757	0.0	0.0	0.0	0.0	0.0	0.0	7.64789109403e-06	0.0	0.0	0.0	0.0	0.0	0.000313563534855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.64789109403e-06	0.0	0.0	0.0	3.82394554701e-05	0.0	0.0	0.000244732515009	0.0	0.0	0.0	0.0	0.0	0.0	0.0071660739551	0.00231731100149	0.0	0.0	0.023020152193	0.0
125	0.0	0.0	0.0	0.0	0.0	2.50129233438e-05	0.0	0.00513598692658	0.0	0.0	0.39848921943	0.0	0.0	0.0	0.0	2.50129233437e-05	0.0	0.0	0.0	0.000992179292635	1.66752822292e-05	0.573588020477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00281812269672	0.0	0.0	0.0	8.33764111458e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.33764111458e-06	0.0	0.0	0.00223448781871	8.33764111458e-06	0.0	0.0	0.0	0.0	0.0	0.00712868315296	0.00122563324384	0.0	0.0	0.00829595290901	0.0
127	0.0	0.0	0.0	0.0	0.0	8.00794388033e-06	0.0	0.00168166821487	0.0	0.0	0.544668310965	3.20317755213e-05	0.0	0.0	0.0	0.00024023831641	0.0	0.000384381306255	0.0	0.000144142989846	0.0	0.41875140139	0.0	0.0	0.0	0.0	0.0	0.00121720746981	0.0	0.0	0.0	0.0	0.00110509625548	0.0	0.0128607578718	0.0	0.0	0.0	8.00794388033e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.00794388033e-06	0.0	0.0	0.00605400557353	0.0	0.0	0.0	0.0	0.0	0.0	0.0010170088728	0.00518113969057	0.0	0.0	0.00663858547679	0.0
128	0.0	0.0	0.0	0.0	0.0	5.87792720775e-06	5.87792720775e-06	0.00207490830433	0.0	0.0	0.551449496849	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000246872942725	0.0	0.431093059344	0.0	0.0	0.0	0.0	0.0	0.0	4.11454904542e-05	0.0	0.0	0.0	0.0	0.0	0.000458478322205	0.0	0.0	0.0	5.87792720775e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.99247625317e-05	0.0	0.0	0.000111680616947	0.0	0.0	0.0	0.0	0.0	0.0	0.00119321922317	0.00479638860153	0.0	0.0	0.0084171917615	0.0
129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00341203351104	0.0	0.0	0.441980198019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00025894897182	0.0	0.546488956588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.046458492e-05	0.0	0.0	6.092916984e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.00332063975628	0.000578827113481	0.0	0.0	0.00386900228484	0.0
130	0.0	0.0	0.0	0.0	0.0	2.79849441e-05	0.0	0.00390389970196	0.0	0.0	0.38754949837	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000545706409952	0.0	0.591797612884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.399247205e-05	0.0	4.19774161501e-05	0.0	0.0	2.79849441e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.00817160367722	0.0018190213665	0.0	0.0	0.00610071781382	0.0
131	0.0	0.0	0.0	0.0	0.0	2.36138660622e-05	0.0	0.00497071880609	0.0	0.0	0.371269009162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.54207990932e-05	0.000519505053368	1.18069330311e-05	0.600358930764	0.0	0.0	0.0	0.0	0.0	2.36138660622e-05	0.0	9.44554642486e-05	0.0	0.0	0.0	0.0	0.000177103995466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000236138660622	0.0	0.0	3.54207990933e-05	0.0	0.0	0.0	0.0	1.18069330311e-05	0.0	0.00964626428639	0.0031170303202	0.0	0.0	0.00946916029092	0.0
136	0.0	0.0	0.0	0.0	0.0	8.11001818961e-05	0.0	0.00399708039345	0.0	0.0	0.41102730759	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000556115533002	1.15857402709e-05	0.56928851969	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017494467809	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.31714805417e-05	0.0	0.0	6.95144416252e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.00234031953472	0.00317449283422	0.0	0.0	0.00768134579959	0.0
137	0.0	0.0	0.0	0.0	0.0	6.25267971989e-05	8.93239959983e-06	0.00610976132628	0.0	0.0	0.379537658996	0.0	0.0	0.0	0.0	8.93239959983e-06	0.0	0.0	8.93239959983e-06	0.00107188795198	1.78647991997e-05	0.574415821066	0.0	0.0	0.0	0.0	0.0	0.0	0.00312633985994	8.93239959983e-06	0.0	0.0	0.0	0.0	0.00327819065313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000133985993998	0.0	8.93239959983e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0101382735458	0.00571673574389	0.0	0.0	0.0163462912677	0.0
138	0.0	0.0	0.0	0.0	0.0	0.000784789728672	0.0	4.18554521959e-05	0.0	0.0	0.697071164733	0.0	0.0	0.0	0.0	0.0	0.0	0.00276245984493	1.0463863049e-05	0.00140215764856	0.0	0.282451055281	0.0	0.0	0.0	0.0	0.0	0.0	0.00161143490954	0.0	0.0	0.0	0.0	0.0	0.00289849006457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0463863049e-05	0.00172653740308	0.0	0.0	0.0	0.0	0.0	0.0	0.000648759509036	0.00241715236431	0.0	0.0	0.00616321533584	0.0
139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00198276633173	0.0	0.0	0.542115149528	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00101374519216	8.9448105191e-05	0.43567190435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000745400876591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000626136736337	0.0	1.49080175318e-05	4.47240525955e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.00223620262977	0.00675333194192	0.0	0.0	0.00870628223859	0.0
140	0.0	0.0	0.0	0.0	0.0	5.14740892304e-05	0.0	0.0118390405229	0.0	0.0	0.293518125313	0.0	0.000102948178461	0.0	0.0	0.0	0.0	0.000489003847688	2.57370446152e-05	0.00507019778919	7.72111338455e-05	0.642280816894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000141553745383	0.0	0.0	0.0	0.0	0.0011839040523	0.0	0.0	9.00796561531e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000386055669228	1.28685223076e-05	0.0	0.0	0.0	0.000141553745384	0.0	0.0	0.000398924191535	0.0	0.0	0.0	0.0	0.0	0.0	0.0152878045014	0.00438816610689	0.0	0.0	0.0245145349959	0.0
141	0.0	0.0	0.0	0.0	0.0	3.17052678302e-05	0.0	0.00892503289421	0.0	0.0	0.304640065947	0.0	0.0	0.0	0.0	0.0	0.0	1.58526339151e-05	0.0	0.00432776905883	0.0	0.61379813256	0.0	0.0	0.0	0.0	0.0	4.75579017454e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000348757946133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00109383174014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0114614543206	0.00694345365482	0.0	0.0	0.048366386075	0.0
142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00760672465194	0.0	0.0	0.433122291545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5367120509e-05	0.000384178012725	1.5367120509e-05	0.537864584934	0.0	0.0	0.0	0.000461013615269	0.0	0.0	0.000138304084581	0.0	0.0	0.0	1.5367120509e-05	0.0	0.00101422995359	0.0	0.0	1.5367120509e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5367120509e-05	0.0	0.0	1.5367120509e-05	0.0	0.0	0.000645419061376	0.0	0.0	0.0	0.00477917447828	0.00480990871931	0.0	0.0	0.0090819682208	0.0
143	0.0	0.0	0.0	0.0	0.0	0.000548436954678	0.0	0.00673081717106	0.0	0.0	0.535174751957	0.0	2.49289524854e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000423792192251	2.49289524854e-05	0.43189410181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00209403200877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00087251333699	0.0	2.49289524854e-05	0.000398863239766	0.0	0.0	0.000772797527047	0.0	0.0	0.0	0.0030662611557	0.00276711372588	0.0	0.0	0.0151817320636	0.0
144	0.0	0.0	0.0	0.0	0.0	1.45696136138e-05	0.0	0.00222915088292	0.0	0.0	0.629028498165	0.000393379567574	0.000626493385395	0.0	0.0	0.0	0.0	0.0	0.0	0.000349670726732	8.74176816831e-05	0.343857450901	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00387551722128	0.0	0.0	0.0	0.00268080890495	0.0	0.0	0.000349670726733	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000524506090098	0.0	0.00018940497698	1.45696136138e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0016900751792	0.00501194708316	0.0	0.0	0.00907686928143	0.0
147	0.0	0.0	0.0	0.0	0.0	0.000445037828215	0.0	0.00178015131286	0.0	0.0	0.582229297182	0.0	0.000171168395467	0.0	0.0	0.0	0.0	0.0	0.0	0.000222518914107	0.0	0.403580842833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000547738865496	0.0	0.00213960494334	1.71168395467e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.71168395467e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00301256376023	0.00159186607785	0.0	0.0	0.0042449762076	0.0
148	0.0	0.0	0.0	0.0	0.0	0.000171164489074	0.0	0.0023107206025	0.0	0.0	0.440406230387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00205397386889	0.0	0.524305357449	0.0	0.0	0.0	0.0	0.0	0.0	0.000627603126604	0.0	0.0	0.0	0.0	0.0	0.00136931591259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000884349860216	0.0	0.0	0.0	0.0	0.0	0.0	0.00972784846237	0.00148342557198	0.0	0.0	0.0166600102699	0.0
