Timepoint	Corynebacteriaceae	Micrococcaceae	unknown911	Bifidobacteriaceae	Coriobacteriaceae	unknown7576	Bacteroidaceae	Porphyromonadaceae	Rikenellaceae	unknown2246	unknown2958	Flavobacteriaceae	Sphingobacteriaceae	unknown7558	unknown5503	unknown1455	unknown588	Bacillaceae	Staphylococcaceae	Aerococcaceae	Enterococcaceae	Lactobacillaceae	Leuconostocaceae	Streptococcaceae	Turicibacteraceae	Catabacteriaceae	Clostridiaceae	ClostridialesFamilyXIII.IncertaeSedis	ClostridialesFamilyXI.IncertaeSedis	Lachnospiraceae	Ruminococcaceae	unknown2010	unknown3038	unknown3427	unknown3464	unknown3979	unknown4490	unknown4830	Veillonellaceae	Fusobacteriaceae	Caulobacteraceae	Bradyrhizobiaceae	Phyllobacteriaceae	Rhizobiaceae	Rhodospirillaceae	Sphingomonadaceae	Alcaligenaceae	Burkholderiaceae	Comamonadaceae	Oxalobacteraceae	unknown3491	unknown4277	unknown7161	unknown78	Neisseriaceae	Desulfovibrionaceae	unknown6463	unknown3424	Campylobacteraceae	Aeromonadaceae	Enterobacteriaceae	Pasteurellaceae	Moraxellaceae	Pseudomonadaceae	Xanthomonadaceae	Erysipelotrichaceae	unknown2221	unknown6436	Verrucomicrobiaceae	unknown1257
99	2.4601456406246e-05	3.28019418748944e-05	0	0.00808567867217014	0.000557633011874908	0	0.296767368628101	0.0124237354852143	0.00941415731810542	0.00544512235123509	0.0175900413304458	8.20048546873864e-06	0	0	0	0	0	8.20048546873864e-06	0	2.4601456406246e-05	3.28019418749946e-05	1.64009709374973e-05	0.000336219904217693	0.00161549563734149	0.000262415534999957	3.28019418749946e-05	0.000557633011873907	4.92029128124919e-05	0.00018041068031247	0.229843206717799	0.280144984583439	0.0035918126353039	0.00272256117562255	0	0	0.000533031555467661	5.74033982811404e-05	0	0.0205586170700807	0.000352620875155191	0	0	0	0	0	0.000205012136718716	0.00113166699468932	0	0.00101686019812083	0	0	0.000885652430622851	8.20048546873864e-06	0	8.20048546873864e-06	0.00143508495703101	9.84058256247835e-05	0	0	1.64009709374973e-05	0.0605359837301303	0.000295217476874952	0.000295217476874952	0	8.20048546873864e-06	0.0427901331758023	0	0	0	0
100	5.39589695995164e-06	5.39589695995164e-06	0	0.00825032645176315	0.000210439981438214	0	0.388321120620023	0.0223120339293365	0.0228300400375223	0.00745712959865497	0.0319491058998715	0	0	0	0	0	0	0	6.47507635194197e-05	5.39589695995164e-06	2.15835878398065e-05	0	0.000215835878398065	0.00241736183805353	4.85630726395648e-05	4.85630726395648e-05	0.000183460496637955	5.39589695995164e-05	8.63343513592263e-05	0.154074441794063	0.248750849854162	0.00323214227901113	0.00170510343934312	0	0	0.000275190744957433	5.39589695995164e-06	0	0.0202400094967935	0.00105759580415092	0	0.000140293320959143	0	0	0	0	0.00283284590397211	1.07917939199033e-05	0.000507214314236056	0.000118709733118736	0	0.00160797729406579	0	0	5.39589695995164e-06	0.00354510430269254	0.000474838932475945	2.15835878398065e-05	3.23753817597098e-05	5.39589695995164e-06	0.0430214864616671	0.00934569353463304	0.00023202356927762	0	0.0001672728057584	0.0241034717200873	0	0	0	0
101	2.933784484189e-05	1.46689224208948e-05	0	0.0208200905561429	0.000273819885191775	0	0.284865583773677	0.0125272597475934	0.03986035185851	0.00757894325082909	0.0252843326129098	0	0	0	0	0	0	0	0	4.88964080698166e-06	0.000127130660981824	9.77928161396331e-06	0.000523191566347388	0.00576977615224739	9.77928161396331e-06	0.000718777198626655	0.0011441759488314	0.000161358146630044	7.33446121046747e-05	0.209261957616377	0.21199526682803	0.00185806350665202	0.00290933628015885	0	0	0.0012175205609419	9.77928161396331e-06	0	0.0294845340660708	0.000352054138103281	0	0	0	0	0	0	0.000166247787437076	4.88964080698166e-06	4.88964080698166e-06	0	0	4.88964080698166e-06	0	0	9.77928161396331e-06	0.00280665382321219	0	0	4.88964080698166e-06	0.000107572097753696	0.109889787496637	0.00152067829097586	0.00471361373793453	0	0	0.0238810057013387	0	0	0	0
102	3.57221956290284e-05	0.000207188734648847	0	0.046067343483245	0.00138602119040759	0	0.166101065235432	0.0123884574441632	0.00608706213518266	0.0024505426201485	0.0116311468968431	2.85777565032026e-05	1.42888782516515e-05	0	0	0	0	0	7.14443912580567e-06	0	0.000142888782516515	0	0.000178610978145142	0.0271774464345693	0.000285777565032026	2.8577756503303e-05	0.00265773135479834	9.2877708635534e-05	0.000157177660767364	0.301088098079204	0.187777293543702	0.00253627588966363	0.00353649736727321	0	0	0.00365080839329003	0.000114311026012811	0	0.00815180504254319	0.000185755417271068	0	0	0	0	0	0	0.000185755417271068	0	2.85777565032026e-05	0	0	0	0	0	0	0.00120741021225944	0	0	2.14333173774773e-05	2.85777565032026e-05	0.130778958197729	0.000414377469296689	0.00350077517164358	0	0	0.0796676406919094	0	0	0	0
103	7.57788167895295e-06	3.78894083947147e-05	0	0.0162090889112927	0.000174291278615587	0	0.391299076256204	0.0132537150564679	0.00311450937004685	0.00777490660260126	0.0312436061622626	7.57788167895295e-06	0	9.85124618263584e-05	0	0	0	0	0.000143979751899615	0	0.000378894083948149	0	0.000689587232784108	0.0183612073081497	1.51557633578858e-05	7.57788167895295e-06	0.000674431469426622	2.27336450368288e-05	0.000189447041974074	0.193683077832523	0.15556633298709	0.00210665110674354	0.00146253116403789	0	0	0.000189447041974074	1.51557633578858e-05	0	0.020460280533156	3.03115267157718e-05	0	6.82009351105866e-05	0	0	0	9.85124618263584e-05	0.00113668225183644	7.57788167895295e-06	0.000151557633578858	0	0	0.000522873835847764	7.57788167895295e-06	0	7.57788167895295e-06	0.00678978198433968	0	7.57788167895295e-06	0.00103816979001227	3.03115267157718e-05	0.102998567780647	0.00138675234724546	0.00211422898842077	4.54672900736576e-05	0	0.0263710282427054	0	0	0	0
105	5.80679627435884e-05	0.000232271850974353	0	0.000232271850974353	0.000278726221169426	0	0.122430492648222	0.00291501172972389	0.000336794183913015	0.000882633033702341	0.00485448168536844	5.80679627435884e-05	0	0	0	0	0	8.12951478410237e-05	0.000487770887045738	0	8.12951478410237e-05	8.12951478410237e-05	0.00318212435834784	0.00478480013007128	0.212215176642449	0	0.0222284161382468	4.64543701948707e-05	9.29087403897413e-05	0.0711448679534755	0.0532018674657967	5.80679627435884e-05	4.64543701948707e-05	0	0	0.0447471720902065	0.00118458643997082	0	0.00325180591364498	0.00175365247485213	0.00118458643997082	0.000464543701948707	0	0	0	0.000150976703133734	0.000720042738020091	0.000290339813717941	0.00211367384386217	0	0	0.00555129723828947	1.16135925487177e-05	0	0.000185817480779281	0.00053422525724081	0	8.12951478410237e-05	0.0775555710402682	0	0.190811325575223	0.163414860753878	0.00277564861914978	0	0.000232271850974353	0.00297307969246647	0	0	0	0
106	1.22756218439208e-05	5.5240298297844e-05	0	0.0309055292834935	0.000233087138906928	0	0.25725288704456	0.00178834861551382	0.000178894746861996	0.00861793677632396	0.0250979600182203	3.37579600709324e-05	0	0.000104342785673427	0	0	3.06890546099021e-06	3.06890546099021e-06	3.06890546099021e-06	1.22756218439208e-05	8.69024210971751e-05	0.000273881140023562	0.000762959852641169	0.00544176838403477	0.000953306829284223	0	0.0279834029606063	3.06890546099021e-06	0.000123953850351343	0.202260126392174	0.231741236171947	0.00490186610667442	0.00112524052175776	0	0	0.00283042936233401	7.88933366255171e-05	0	0.0115838470815786	0.000288477113333241	0	6.7515920141865e-05	0	0	0	0	0.00138939085606316	0.000193341044042704	0.000285408207872611	0	0	0.00119994203525142	3.06890546099021e-06	0	1.72906636834082e-05	0.000281665660773617	9.51360692910374e-05	0	0.047555759023566	2.14823382269115e-05	0.0937626968762978	0.0104496983041864	0.00250377775349123	3.06890546099021e-06	9.51360692905366e-05	0.0273283804980597	6.1378109220105e-06	0	0	0
107	0.000155939339597354	5.19797798656506e-05	0	0.000175431757046772	0.000292386261745289	0	0.0944212701259857	0.00156589086845835	7.14721973152696e-05	0.00115655010201555	0.0131703767234825	0.000149441867113545	0	0	0	0	4.54823073824443e-05	1.29949449664127e-05	0	9.74620872481953e-05	0.0362493989837944	0	0.00725117929126388	0.0511740932777748	0.000448325601341638	0	0.132821332501088	5.19797798656506e-05	2.59898899328253e-05	0.00831676477851213	0.0101230621288483	0	6.49747248321637e-06	0	0	2.59898899328253e-05	0	0	0.00506153106442415	0.00042883318389222	6.49747248321637e-06	0	0	0	6.49747248321637e-06	0.000123451977181321	0.00195573921744671	0.00033786856912693	8.44671422816822e-05	1.9492417449619e-05	0	0.000292386261744285	0	0	5.19797798656506e-05	0.000149441867113545	0.000168934284563966	1.29949449664127e-05	0.0220199342455685	0.000259898899328253	0.564558886593397	0.00033786856912693	0.0455082972724437	2.59898899328253e-05	1.9492417449619e-05	0.000701727028186082	6.49747248321637e-06	0	0	0
108	3.58523905861145e-05	4.09741606698452e-05	0	0.00316013214166071	0.000133166022177198	0	0.254321493508614	0.00233552715818641	0.000291940894773551	0.00148019155419947	0.172280980306601	1.02435401674614e-05	0	0.000245844964019675	0	0	5.1217700837407e-06	1.02435401674614e-05	0.000138287792260627	5.63394709211377e-05	0.00489129042996629	1.53653102511919e-05	0.000681195421136277	0.0331020000511684	0.00305769673999212	0	0.0314988860149988	4.60959307536763e-05	1.53653102511919e-05	0.0494302030782018	0.119475530743713	2.04870803349226e-05	0.000491689928039348	0	0	0.000138287792260627	5.63394709211377e-05	0	0.0570462751927071	0.0528259366436721	0.000998745166328985	0.000414863376782886	0	0	0	2.04870803349226e-05	0.00718072165740384	0.000245844964019675	0.000563394709211377	1.02435401674614e-05	0	0.00175676713872273	1.02435401674614e-05	0	5.1217700837407e-06	0.00118825065942993	0	3.07306205024844e-05	0.00573638249378235	0.00109605879792217	0.163420318061505	0.00179774129938614	0.0151911700683473	0	0.000553151169043513	0.0124407795334012	0	0	0	0
112	3.26988663303545e-06	6.53977326607089e-06	0	0.00319140935384163	6.21278460276835e-05	0	0.223777961617826	0.00530048623215405	0.000160224445019448	0.00292327864993195	0.0311620196128465	1.63494331652273e-05	0	0	0	0	0	0	0	3.26988663303545e-06	0.000379306849431751	0	0.00029428979697329	0.0169903309451849	3.59687529633799e-05	0	0.00106271315573827	6.53977326607089e-06	1.30795465321018e-05	0.171750795399756	0.275844366476218	0	0.000160224445018446	0	0	0.000568960274147627	3.26988663303545e-06	0	0.138414301176021	0.0116931145997278	0	0	0	0	0	0	0.010339381533622	0	0	0	0	0	0	0	6.53977326607089e-06	0.00158916490365717	0	0	0.0140735920685568	0	0.0624417551444588	0.00490809983618499	0.00582366809343612	0	0	0.0169936008318618	0	0	0	0
113	4.10453427901877e-06	2.46272056741327e-05	0	0.00194144471398114	4.92544113481652e-05	0	0.221267233912919	0.00382542594805134	0.000102613356974969	0.00401012999059507	0.0707826936416506	8.20906855803755e-06	0	0	0	0	4.10453427901877e-06	4.10453427901877e-06	0	8.20906855803755e-06	0.00242577975890051	6.15680141852815e-05	0.000882474869988336	0.0189095894234038	0.00724450300247244	0	0.00152278221751999	4.10453427901877e-06	1.6418137116055e-05	0.102781642881139	0.0850254275898772	0	1.6418137116055e-05	0	0	0.00850869956040317	4.51498770692265e-05	0	0.0487988080432413	0.0450554727807828	0.000147763234044996	0	0	0	0	0	0.00555343487950325	9.44042884173917e-05	0.000381721687949407	9.85088226964305e-05	0	0.000488439579203013	8.20906855803755e-06	0	8.20906855803755e-06	0.00100971543263514	0.000119031494091525	0	0.0920113449327103	0	0.22418966232015	0.0189342166291457	0.024623101139809	4.10453427901877e-06	1.6418137116055e-05	0.00898072100249163	0	0	0	0
114	0	5.47330395993814e-05	0	0.00413234448975265	2.73665197996406e-05	0	0.425740948523518	0.00593853479652432	0.00109466079199163	0.00621219999452973	0.10908294792104	0	0	0	0	0	0	0	0.000246298678196866	0	0.00177882378698015	0	0.00240825374236557	0.0153526176076143	0	0	0.0145316220136682	2.73665197996406e-05	0.000519963876194273	0.110506006950921	0.127062751430605	0	0.000191565638597785	0	0	0	0	0	0.0313893982102171	0.0286801127500145	0.000355764757396029	0	0	0.00125885991079088	0	0	0.0030924167373641	0.00385867929175724	0.004707041405545	0	0	0.00799102378150988	5.47330395993814e-05	0	0	0.00314714977696719	0.000738896034591599	0.000191565638597785	0.00949618237049462	0	0.0639008237322475	0.000656796475192977	0.00717002818751365	0	0	0.00840152157850299	0	0	0	0
115	0.00496670865574419	7.19812848659639e-05	0	0.0307719992802731	0.000215943854597791	0	0.221198488392762	0.00241137304301286	0.000251934497030924	0.0011157099154261	0.0486593485694025	3.59906424329318e-05	0	0	0	0	0	0	0	0	0.00133165377001887	7.19812848658636e-05	0.000755803491091769	0.0379341371242869	0.000647831563793374	0	0.0154399856037045	0	3.59906424329318e-05	0.14198308439786	0.24811948893344	0	0.000755803491092772	0	0	0.00385099874032811	7.19812848659639e-05	0	0.0389058844700145	0.00331113910383614	0.00827784775958034	0	0	0.0113370523663214	0	0.00143962569731527	0.00125967248515462	0	0.0137484254094345	0	0.00100773798811969	0.0256253374122379	0.000179953212164659	0	0	0.000431887709196586	0.00467878351628715	0.00143962569731527	0.00118769120029036	3.59906424329318e-05	0.0933597264710701	0.00493071801331206	0.0170955551556627	0	0	0.0110491272269245	0	0	0	0
116	1.51549594604419e-05	2.27324391907129e-05	0	0.031961809502164	0.000280366750018525	0	0.191490490262346	0.00516026369628902	0.000697128135181929	0.00112904447981089	0.0634765477002264	7.57747973024098e-06	0	0.000227324391907129	0	0	7.57747973024098e-06	0	0	0	0.0010456922027784	6.06198378418677e-05	0.000886565128438204	0.0211487459270958	0.00129574903387585	7.57747973024098e-06	0.000969917405470685	2.27324391907129e-05	3.03099189208837e-05	0.18063196180957	0.348397363037401	0	0.00138667879063308	0	0	0.0011214670000761	3.03099189209839e-05	7.57747973024098e-06	0.0366295370160831	0.00234144123664423	0	0	0	0	0	0	0.00199287716905477	0	0.00045464878381526	0.000166704554064961	0	0.000947184966280372	0	0	0	0.00139425627036787	0	0	0.00162158066227099	0	0.0734182011063461	0.0041524588921745	0.00178828521633595	0.00031825414866938	0	0.0232552852921622	0	0	0	0
117	7.35699834467378e-06	1.47139966893876e-05	0	0.00592974066581149	0.000102997976825413	0	0.354850101158615	0.0046569799521718	0.000846054809637534	0.00254552142725935	0.0806547728526049	1.47139966893876e-05	0	0	0	0	0	0	0	0	2.9427993378675e-05	0	0.000470847894058601	0.00627551958800544	0.00448041199190596	0	0.0122788302372543	1.47139966893876e-05	7.35699834467378e-06	0.124840904910634	0.283229722273781	7.35699834467378e-06	0.000735699834467378	0	0	0.00189074857458014	8.09269817913815e-05	0	0.0299724112562282	0.00364907117896092	0.000147139966893876	0	0	0	0	0	0.00875482803015508	0	0.00033106492551047	0	0	0.000404634908956907	0	0	0	0.00345778922199958	4.41419900680626e-05	0	0.00577524370056887	0	0.00801177119735298	0.032039727790974	0.00027220893875352	0	0	0.0231745447856928	0	0	0	0
118	5.19980240750682e-06	0	0	0.0165197722486169	0.000410784390193259	0	0.187832462366375	0.00507500714973034	0.0022879130593022	0.00400384785377885	0.0798949639913281	5.19980240750682e-06	0	0	0	0	0	0	5.19980240750682e-06	5.19980240750682e-06	6.23976288900418e-05	2.07992096299471e-05	0.000410784390192257	0.00649455320697284	2.59990120375342e-05	1.55994072224604e-05	0.00096716324779675	2.07992096300473e-05	1.55994072224604e-05	0.161193874632291	0.455674284377805	0	0.0024855055507883	0	0	0.00488261446064993	3.63986168525077e-05	0	0.0152458206587737	0.000384785378154824	0	0	0	0	0	0	0.000649975300938854	0	0.000525180043158369	0	0	0.000759171151496277	1.55994072225606e-05	0	1.55994072225606e-05	0.000675974312975286	0	1.03996048149736e-05	0.000103996048149736	0	0.0135350856667528	0.000540779450381431	0.000478381821490187	0	0	0.0387073291215328	0	0	0	0
119	1.48070639566339e-05	9.87137597109591e-06	0	0.0059771181504985	0.000182620455465585	0	0.287094163055632	0.00325261838247427	0.00382515818880292	0.00422001322764716	0.0335429355497373	1.97427519422118e-05	0	0	0	0	0	0	0	0	0.000103649447696737	4.93568798554796e-06	0.000715674757903803	0.0103057165138556	0.000123392199638448	4.44211918699016e-05	0.00320819719060567	2.46784399276897e-05	7.89710077687473e-05	0.277913783402321	0.188025033809364	4.93568798554796e-06	0.00164358409918826	0	0	0.00142147813983525	1.48070639566339e-05	0	0.0110756838394912	0.000236913023306542	0.000261591463234432	0	0	0	0	4.93568798554796e-06	0.00160409859530284	0	0.000404726414814592	0	0	0.000853874021499786	0	0	4.93568798554796e-06	0.00329703957434287	0	4.44211918699016e-05	0.0201326712930229	4.93568798554796e-06	0.0844742998725907	0.000710739069918625	0.00168306960307369	0	0	0.0534337581315446	0	0	0	0
120	6.3754168913423e-05	3.03640370718154e-05	0	0.0221995817211353	0.000352445297616106	0	0.223737441028176	0.00406479861349751	0.00174363096418512	0.00496816923210234	0.0552770891014965	9.28508212934192e-06	0	0	0	0	6.12971292732366e-06	5.66415988587818e-06	2.04323764244457e-06	4.08647528489918e-06	7.73067518039654e-05	5.03308604548859e-05	0.00135332082344064	0.0194499003330738	0.000773998211409573	1.54147950566455e-05	0.00128387589687324	2.87863524708163e-05	0.000137000217776414	0.251520429751923	0.267588536784658	0	0.00393796221381614	0	0	0.00940620818968376	0.000193797069767793	0	0.0145611109899006	0.000191417553516451	0.000253361467663448	4.6994465776215e-05	0	0	0	0	0.00324155590083564	0	0.000299890380397986	0	0	0.000367549999119385	4.08647528489918e-06	0	1.33715574141708e-05	0.00154062592296653	0.000431123142556034	3.67782775640423e-05	0.00123822778366215	2.04323764244457e-06	0.0338153349135576	0.00611993486895175	0.000639429260931478	7.12805409649726e-05	0.000124637496189852	0.0687198946808303	0	0	0	0
122	2.65724231393075e-05	1.32862115696538e-05	0	0.00279010442962229	0.000418515664442841	0	0.286995456114877	0.00582600377329043	0.00255095262136551	0.00245130603459937	0.0425557356575665	1.99293173544306e-05	0	0	0	0	0	0	0	1.99293173544306e-05	0.000445088087583151	0	0.00070416921319115	0.00245130603459937	1.32862115696538e-05	6.64310578481687e-06	0.00243137671724213	2.65724231392073e-05	9.30034809874763e-05	0.210234368772146	0.233026864720259	0	0.0019265006776023	0	0	0.000352084606595074	0	0	0.01288098211673	0.000398586347089613	0	0	0	0	0	6.64310578481687e-06	0.000524805357001074	0	6.64310578481687e-06	0	0	0	0	0	1.99293173544306e-05	0.00199957484123214	0	0	2.65724231393075e-05	1.99293173544306e-05	0.151748465442753	0.000225865596683613	0.00994472935987809	0	0	0.0268182180533334	0	0	0	0
123	3.2601165491579e-05	2.03757284323245e-05	0	0.0219365092302135	0.000203757284323245	0	0.235404865723917	0.00142630099026472	0.0024287868291286	0.0153510738008883	0.0310974367333684	8.15029137290977e-06	0	0	0	0	0	0	4.07514568645489e-06	8.15029137291979e-06	8.15029137291979e-05	1.22254370593546e-05	0.00587228493418784	0.00257141692815406	0.000297485635111698	1.22254370593546e-05	0.00600268959614653	6.11271852968734e-05	0.00033416194628896	0.284143608133712	0.227625412608806	4.07514568645489e-06	0.0029707812054314	0	0	0.00443783365255195	0.000118179224906962	0	0.0188597742369469	2.85260198052944e-05	0	0	0	0	0	0	0.000289335343738527	0	8.15029137291979e-06	0	0	0	0	0	8.15029137290977e-06	0.00073352622356228	0	0	3.26011654916792e-05	0	0.0861159786462199	0.00219650352500026	0.00692774766698433	0	0	0.0423326133909159	0	0	0	0
124	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
125	0.000140558015320896	0.000819921756037226	0	0.0236723124135293	0.000304542366527941	0	0.358452221987907	0.00271745496286933	0.000714503244548057	0.0219153372221433	0.0293122027783581	5.85658397169734e-06	0	0	0	0	5.27092557452861e-05	0	5.85658397169734e-06	0	2.34263358867493e-05	1.17131679433747e-05	0.000187410687095196	0.00236605992456208	0.00011127509546246	5.85658397169734e-06	0.000743786164406494	3.51395038302242e-05	7.61355916320353e-05	0.22106261859603	0.241086279194989	5.85658397169734e-06	0.00120645629817319	0	0	0.00072621641249063	2.34263358868495e-05	0	0.0291306486752253	5.85658397169734e-06	0.00039824771007554	0.000204980439009056	0	0	0	0	0.000743786164406494	0.000825778340009515	0.00169255276781904	5.85658397169734e-06	0	0.0018506805350548	1.75697519150619e-05	2.34263358868495e-05	5.85658397169734e-06	0.000527092557452861	0.000210837022981344	0.000187410687094194	1.17131679433747e-05	0	0.0161934546817545	0.00975121231287842	0.000609084733056884	0	0	0.0318129641342889	0	5.85658397169734e-06	0	0
126	3.78942581777765e-05	3.78942581777765e-05	0	0.0153598059813354	0.000328416904206527	0	0.157985372816641	0.003578902161235	0.00521256573600995	0.00162524262851725	0.0130103619743555	1.26314193925587e-05	0	0	0	0	0	0	0.000113682774533029	0	3.36837850469236e-05	1.68418925234117e-05	0.000168418925234117	0.0125766832418536	0.00010105135514047	4.21047313086294e-05	0.00400837042057799	3.78942581777765e-05	0.000168418925234117	0.225058209790567	0.436916586317332	0	0.000993671658883293	0	0	0.00060209765771297	0	0	0.0231660231659688	9.68408820098176e-05	0	0	0	0	0	0.000176839871495823	0.00095998787383647	0	0.000715780432245999	4.21047313086294e-06	0	0.00157471695094099	0	0	1.26314193925587e-05	0.000555782453273587	0.0003578902161235	0	2.52628387852178e-05	0	0.022412348475514	0.024622846869312	0.00105261828271323	0	0	0.0462394159230829	0	0	0	0
127	6.18002035770073e-05	2.5447142649409e-05	0	0.0950923367747833	0.000643449178420884	0	0.184757161553132	0.000319906936164027	0.000897920604913971	0.00784862585428964	0.0184237312782017	1.09059182782895e-05	0	0	0	0	3.63530609276985e-06	0	3.63530609276985e-06	0	3.63530609276985e-06	3.27177548349686e-05	0.000352624690999496	0.00355169405263476	7.27061218553969e-06	3.63530609276985e-06	0.000287189181328558	3.63530609276985e-06	0.000167224080267172	0.256449033008309	0.375185400610878	0	0.00174494692452832	0	0	0.00022538897775145	7.27061218553969e-06	0	0.0041769667005915	2.18118365566791e-05	3.63530609276985e-06	0	0	3.63530609276985e-06	0	0	0.000341718772720006	1.09059182782895e-05	7.27061218553969e-06	0	0	3.63530609276985e-06	0	0	2.90824487421388e-05	0.000341718772721007	0	0	2.1811836556579e-05	0	0.0100007270612149	0.0105569288933978	9.81532645048059e-05	0.000105423876690065	0	0.0281663516067857	0	0	0	0
128	2.47614645581355e-05	4.12691075967925e-06	0	0.111909439070319	0.000495229291162711	0	0.1783857175866	0.00016507643038757	0.000152695698108403	0.00817128330417071	0.0269899963683057	0	0	0	0	0	2.47614645581355e-05	0	0.000243487734821967	0	4.12691075967925e-06	1.23807322790678e-05	0.000433325629766871	0.0035285086995278	4.12691075967925e-06	4.12691075967925e-06	0.000206345537984463	0	7.01574829147174e-05	0.282350853445094	0.347444616858181	8.2538215193685e-06	0.00105648915448366	0	0	0.00152283007032463	6.19036613952387e-05	0	0.0109321866024422	2.06345537984463e-05	0.000185710984185516	0.000181584073426128	0	0	0	0.00022285318102302	7.84113044339958e-05	0	2.06345537984463e-05	0	0	0.00120918485259106	4.12691075967925e-06	0	0	0.00016094951962718	0	0	3.71421968372033e-05	0	0.00617798540724571	0.00471293208755252	7.01574829146173e-05	0	4.95229291161709e-05	0.0126613622107463	0	0	0	0
129	3.26245646659251e-05	8.15614116649628e-06	0	0.0563181547546691	0.00017535703507936	0	0.253117684960461	0.000212059670329063	0.000456743905323752	0.0208470968216075	0.0376120449892777	0	0	0.000212059670329063	0	0	2.8546494082747e-05	0	0	0	1.63122823330126e-05	0.000342557928992564	0.000240606164410609	0.0136493022421346	8.15614116649628e-06	0	0.000281386870244392	4.07807058324814e-06	8.9717552831419e-05	0.22906114659016	0.349445790208147	4.07807058324814e-06	0.000889019387148034	0	0	0.00742208846151221	0.00028546494082747	0	0.00685115857986128	2.03903529161906e-05	0	0	0	0	0	0	0.000256918446743922	5.7092988165494e-05	1.22342117497344e-05	0	0	0.000403728987741736	0	0	8.15614116649628e-06	0.000179435105663439	0	4.07807058324814e-06	1.22342117497344e-05	0	0.00590504620454515	0.00413924164200432	5.7092988165494e-05	0	0	0.0113329581508782	0	0	0	0
134	0	1.21019956190259e-05	0	0.0142440488436603	0.00020573392552424	0	0.35576236521332	0.0115695078118592	0.0113879778775478	0.01960523290293	0.0579927630066051	0	0	0	0	0	0	0	0	0	1.21019956190259e-05	9.68159649525074e-05	0.000375161864191204	0.00302549890476648	7.26119737144556e-05	1.21019956190259e-05	0.000992363640762926	1.21019956190259e-05	4.84079824762036e-05	0.218114267043018	0.188307051833148	0.008495600924583	0.00127070953999972	0	0	0.000822935702096964	4.84079824763038e-05	0	0.041679272912115	1.21019956190259e-05	0	0	0	0	0	0	0.00079873171085811	0	0	0	0	0	0	0	0	0.00960898452153618	0	0	0	0	0.0255231087606013	0.000665609759048426	0.0016821773910522	0	0	0.0275441420290615	0	0	0	0
135	0	8.45651659168722e-06	0	0.00813516896120374	0.000828738625984907	0	0.342784900044142	0.00346717180258696	0.00626627879444276	0.0240926157697492	0.0278726786861981	8.45651659168722e-06	0	0	0	0	8.45651659168722e-06	0	0	0	2.53695497750215e-05	0.000380543246625324	0.000211412914792181	0.0119236883942842	7.61086493251649e-05	1.69130331834145e-05	0.000414369312992955	1.69130331834145e-05	8.45651659168722e-06	0.226211818827644	0.261348645265789	0.00769543009843056	0.0011754558062456	0	0	0.00259615059364201	0.000109934715692294	0	0.028988938876304	0	0	0	0	0	0	0	0.00397456279809139	0	1.69130331834145e-05	0	0	0	0	0	8.45651659168722e-06	0.0029259547407269	0	0	8.45651659168722e-06	0	0.0108919933700925	0.00520921422047684	0.000372086730033917	1.69130331834145e-05	0	0.0219023779724447	0	0	0	0
136	1.7482517482532e-05	0	0	0.0490472027972283	0.000340909090909124	0	0.162631118880914	0.000533216783216475	0.000192307692308353	0.0131031468531705	0.0104720279720121	0	0	0	0	0	1.7482517482532e-05	0	0	0	1.7482517482532e-05	0.00105769230769544	0.000358391608392157	0.00687062937063358	9.61538461538761e-05	0	0.00048076923076938	1.7482517482532e-05	0.000139860139860256	0.409685314685187	0.263583916084222	0.0057867132867176	0.0024038461538469	0	0	3.49650349650641e-05	0	0	0.0100087412587458	0	0	0	0	0	0	0	0.00193181818181704	0	0	0	0	0	0	0	8.74125874125599e-06	8.74125874125599e-05	0	0	8.74125874125599e-06	0	0.0124562937063103	0.00190559440558647	0.000437062937063801	8.74125874125599e-06	0	0.0462587412587066	0	0	0	0
138	0	0	0	0.0668612123318711	0.000627485371274602	0	0.307997036454794	0.00117937009541005	0.00204877753753335	0.0167682235360126	0.0319488334820811	0	0	0	0	0	1.51201294283314e-05	0	2.2680194142447e-05	0	7.5600647141557e-06	6.80405824273412e-05	0.000249482135567819	0.00114156977183947	1.51201294283314e-05	3.78003235707785e-05	0.000415803559279364	7.5600647141557e-06	2.2680194142447e-05	0.223226030815101	0.289021274021583	0.0191572039857212	0.00210925805525028	0	0	0.000332642847423091	0	0	0.0142204817273697	0	0	9.82808412841042e-05	0	0	0	0	5.29204529991099e-05	0	7.5600647141557e-06	0	0	5.29204529991099e-05	0	0	0	0	0	0	2.2680194142447e-05	0	0.00186733598440258	0.0014439723604041	5.29204529991099e-05	9.82808412841042e-05	0	0.0188018809440917	0	0	0	0
