Timepoint	Corynebacteriaceae	Micrococcaceae	unknown911	Bifidobacteriaceae	Coriobacteriaceae	unknown7576	Bacteroidaceae	Porphyromonadaceae	Rikenellaceae	unknown2246	unknown2958	Flavobacteriaceae	Sphingobacteriaceae	unknown7558	unknown5503	unknown1455	unknown588	Bacillaceae	Staphylococcaceae	Aerococcaceae	Enterococcaceae	Lactobacillaceae	Leuconostocaceae	Streptococcaceae	Turicibacteraceae	Catabacteriaceae	Clostridiaceae	ClostridialesFamilyXIII.IncertaeSedis	ClostridialesFamilyXI.IncertaeSedis	Lachnospiraceae	Ruminococcaceae	unknown2010	unknown3038	unknown3427	unknown3464	unknown3979	unknown4490	unknown4830	Veillonellaceae	Fusobacteriaceae	Caulobacteraceae	Bradyrhizobiaceae	Phyllobacteriaceae	Rhizobiaceae	Rhodospirillaceae	Sphingomonadaceae	Alcaligenaceae	Burkholderiaceae	Comamonadaceae	Oxalobacteraceae	unknown3491	unknown4277	unknown7161	unknown78	Neisseriaceae	Desulfovibrionaceae	unknown6463	unknown3424	Campylobacteraceae	Aeromonadaceae	Enterobacteriaceae	Pasteurellaceae	Moraxellaceae	Pseudomonadaceae	Xanthomonadaceae	Erysipelotrichaceae	unknown2221	unknown6436	Verrucomicrobiaceae	unknown1257
183	4.39878090930083e-05	6.28397272756259e-06	0	0.0709523360669522	0.000716372890941874	0	0.134740943223924	0.000295346718195211	0.000251358909102904	0.00409715021837012	0.00574983504572243	6.28397272756259e-06	0	0	0	0	0	0	0	6.28397272756259e-06	2.51358909102904e-05	1.25679454551453e-05	0.00214911867282362	0.00319854211833456	3.77038363654357e-05	0	0.00170295660917408	1.88519181827178e-05	9.42595909135893e-05	0.375825556917296	0.273346529676381	0.00602004587301076	0.00198573538191535	0	0	0.00338706130015874	0.000157099318188815	0	0.00263298457285202	1.25679454551453e-05	0	0	0	0	0	0	0.000377038363653355	0	0	0	0	0	0	0	6.28397272756259e-06	6.91237000031986e-05	0	0	2.51358909102904e-05	0	0.000150815345461342	0.00297231910014154	0.000138247400006397	6.28397272756259e-06	6.28397272756259e-06	0.10877556791374	0	0	0	0
184	9.08768709274402e-06	0	0	0.060887503521422	0.000781541089976447	0	0.114486681994537	0.00120866238333659	0.000245367551504058	0.00764274484499923	0.037032324902905	0	0	0	0	0	0	0	0.000327156735339748	0	1.81753741855081e-05	9.08768709274402e-05	0.000281718299875476	0.00665218695188714	0	0	0.0010087332672958	9.08768709274402e-06	9.08768709275405e-05	0.353192958860209	0.359027253973619	0.00544352456856057	0.00331700578885673	0	0	0.000245367551504058	0	0	0.00792446314487672	0	0.00117231163496919	0	0	0	0	0	5.45261225565243e-05	0	0.00166304673797931	0	0.000454384354637702	0.00478012341078522	2.72630612782621e-05	0	0	0.000963294831831529	0	9.99645580201943e-05	0	0	0.000181753741855081	6.36138096492784e-05	0.000717927280326466	0	0	0.029889402848088	0	9.08768709274402e-06	0	0
185	3.00211434624981e-05	4.28873478034683e-06	0	0.0388988244576934	0.0013723951297162	0	0.236069117249847	0.00358109354159647	0.000313077638965349	0.00709785606148108	0.0321354897091481	1.71549391214274e-05	0	0	0	0	0	1.28662043410706e-05	4.28873478034683e-06	0	4.28873478035686e-05	1.71549391214274e-05	0.000518936908422278	0.0089720331604857	0.000248746617260498	0	0.00455892507151062	7.71972260463232e-05	4.71760825839255e-05	0.328319802375424	0.218206536889319	0.00191277571203375	0.00253035352040954	0	0	0.00673331360514724	0.000300211434624981	0	0.0110048934464224	0	0	0	0	0	0	0	0.00163400795130904	0	8.57746956069368e-06	0	0	0	0	0	4.28873478034683e-06	0.000849169486509456	0	0	3.00211434624981e-05	0	0.00239740274222038	0.00010721836950842	0.00013723951297162	0	0	0.0918046567081291	0	0	0	0
186	8.55320500810583e-05	0.000350274109855897	0	0.0731013921358882	0.00187355919224641	0	0.247252792010035	0.00534778960744976	0.00197131010662997	0.00492827526656993	0.0316427855752053	1.22188642972941e-05	0	0	0	0	0	4.07295476576134e-06	0	0	1.22188642972941e-05	4.48025024233447e-05	0.000655745717288248	0.00664298922295932	1.62918190630254e-05	2.03647738288568e-05	0.00162510895154031	3.25836381260506e-05	0.000700548219710791	0.265283762758524	0.239351259765509	0.00134814802746858	0.00218717670921824	0	0	0.00105082232956569	1.62918190630254e-05	0	0.00652487353475462	4.07295476576134e-06	6.92402310179328e-05	0	0	4.07295476576134e-06	0	0	0.00303842425525458	0	0.000301398652666119	4.07295476576134e-05	0.00018328296445941	0.00161696304200584	2.85106833603194e-05	0	0	0.00107526005815907	0	4.48025024233447e-05	1.22188642972941e-05	0	0.00129927257028181	0.000354347064621127	0.000236231376414418	1.62918190630254e-05	0	0.0995918899324209	0	0	0	0
187	0.00103178697567142	0	0	0.0608754315647644	0.000820138365279419	0	0.195907244996453	0.00630977419738489	0.00720928079157824	0.00711668452452553	0.0535074143154346	1.32280381497134e-05	0	3.96841144490398e-05	0	0	0	0	0.000965646784925364	0.000793682288979793	2.64560762994267e-05	0	0.000291016839292892	0.00280434408773442	1.32280381497134e-05	0.000105824305197507	0.000410069182639208	7.93682288980796e-05	0.00011905234334732	0.260804000158509	0.33091260235212	0.00294985250737434	0.00148154027276308	0	0	9.25962670476926e-05	0	0	0.00395518340675216	1.32280381497134e-05	0.00146831223461126	0.000291016839292892	0	0	0	1.32280381497134e-05	0.00193129356985474	0.00182546926465021	0.00547640779396066	0	0	0.00637591438814399	6.61401907483662e-05	0	1.32280381497134e-05	0.00195774964615839	0.00414037594084755	0.000753998174531354	0	0	0.00464304139053645	2.64560762994267e-05	6.61401907484666e-05	0	0	0.0323028691614477	0	0	0	0
189	7.6737725800713e-06	3.83688629003566e-06	0	0.0861112390072235	0.00127384624829661	0	0.167380327515976	0.00755482910508588	0.00869822121951264	0.00577067698021434	0.0489586690609018	0	0	0	0	0	0	0	3.83688629003566e-06	0	0.000157312337891091	3.83688629003566e-06	0.00256687692804054	0.00616203938180386	8.05746120907787e-05	7.6737725800713e-06	0.000993753549119605	6.13901806405504e-05	0.000168822996761489	0.309544638335204	0.267085654650126	0.00655340178338334	0.00207575548291293	0	0	0.000506468990284466	2.30213177401939e-05	0	0.010808508679099	0	0	0	0	0	0	0	0.00153475451600624	0	0.00011510658870097	0	0	0.000241723836272336	0	0	7.6737725800713e-06	0.00535629326088604	0	0	1.1510658870097e-05	0	0.002010528415978	0.000947710913639017	0.000149638565311159	0	0	0.0570621729054172	0	0	0	0
190	0.000280248266993397	4.12129804403058e-06	0	0.0831760371245837	0.00126523849951858	0	0.202578284056482	0.0040182655929213	0.013653860419891	0.00354019501981591	0.0611930333576894	1.23638941321118e-05	0	0	0	0	0	0	0.000671771581176604	0	0.000519283553547091	4.12129804403058e-06	0.0025057492107665	0.0110698065463059	0	4.53342784842762e-05	0.00977571896042979	2.8849086308194e-05	0.000560496533987798	0.29040726667289	0.204762572019669	0.00405947857336902	0.00174743037067073	0	0	0.000816017012717573	2.47277882641233e-05	4.12129804403058e-06	0.00506919659415782	0	0	2.06064902201529e-05	0	4.12129804403058e-06	0	0	0.00257581127752163	0	0.000193701008069217	0	0	0.000783046628365409	4.12129804403058e-06	0	0	0.00208949810832268	0	2.06064902201529e-05	5.7698172616388e-05	0	0.0043685759266668	0.000173094517848361	0.000123638941321118	1.64851921760822e-05	0	0.0877754057416596	0	0	0	0
191	4.84486734753127e-06	4.84486734753127e-06	0	0.141286021588654	0.00185073932675259	0	0.0904197593069963	0.00224801844925683	0.00211236216352833	0.00235945039824704	0.0495969070367145	4.84486734753127e-06	0	0	0	0	0	0	0	9.68973469506254e-06	2.42243367377065e-05	0	0.000285847173505018	0.00296990368403034	1.45346020425837e-05	9.68973469506254e-06	0.00068312629600224	3.39140714327289e-05	0.000116276816340871	0.33943140636843	0.263996821766682	0.00436522548013082	0.00146314993895973	0	0	0.000271312571462032	9.68973469506254e-06	0	0.00705897172535849	0	0	0	0	0	0	0	0.000692816030697563	0	0	0	0	0	0	0	0	0.000731574969477854	0	0	0	0	0.00118214763280136	0	2.42243367377065e-05	0	0	0.0867376601228939	0	0	0	0
192	5.77719292614332e-05	1.28382065025741e-05	0	0.175042526559214	0.00116185768848251	0	0.0302147190037068	5.13528260101962e-05	7.06101357640073e-05	0.000365888885322711	0.00170748146483865	6.41910325127703e-06	0	0	0	0	1.28382065025741e-05	0	6.41910325127703e-06	6.41910325127703e-06	7.06101357640073e-05	6.41910325127703e-06	0.000507109156850123	0.00639984594152151	3.20955162563852e-05	0	0.000250345026799644	0.000128382065025741	0.000243925923548808	0.377501043104354	0.279346535288582	0.000526366466604637	0.00060339570561968	6.41910325127703e-06	0	0.000539204673107311	3.85146195076221e-05	0	0.00368456526622444	6.41910325127703e-06	0	0	0	0	0	0	0.000198992200789949	6.41910325127703e-06	6.41910325127703e-06	0	0	0	0	0	6.41910325127703e-06	5.13528260101962e-05	0	0	6.41910325127703e-06	0	0.00539204673107311	0.00204769393715601	7.70292390153444e-05	0	0	0.11359887023807	0	0	0	0
193	2.29533282326183e-05	0	0	0.157482785003496	0.000765110941087278	0	0.172501912777175	0.000290742157612564	0	0.00306044376434912	0.0310788064269618	0	0	0	0	0	0	0	6.8859984697855e-05	0	1.53022188217455e-05	1.53022188217455e-05	0.000198928844682492	0.0011553175210461	0	0	0.00052027543993975	2.29533282326183e-05	9.18133129304734e-05	0.314269319051597	0.276931905126353	0.0129992348891137	0.00143840856924248	0	0	0.000328997704667429	3.82555470543639e-05	0	0.00840856924253986	0	0	0	0	0	0	0	1.53022188217455e-05	0	0.000328997704667429	0	0	0.000175975516449974	0	0	0	0	0	0	0	0	0.000703902065799895	0.000214231063503836	0.000244835501147528	0	0	0.0166105585309549	0	0	0	0
194	4.22302392644932e-05	1.8098673970497e-05	0	0.164583308196667	0.00100749285102875	0	0.0831151437637623	0.000150822283087475	0	0.00111608489484933	0.0243125520336971	1.2065782646998e-05	0	0	0	0	0.000114624935146281	6.032891323489e-06	5.42960219114912e-05	6.032891323489e-06	5.42960219114912e-05	3.61973479409942e-05	0.000548993110438612	0.00492887221128306	0.000132723609116377	0	0.000953196829111442	3.01644566174952e-05	4.22302392644932e-05	0.361840755800373	0.214101280179531	0.057282303116557	0.001803834505723	0	0	0.0006093220236726	6.032891323489e-06	0	0.00792721919907251	0	0	0	0	0	0.000102559152498882	0	2.41315652939961e-05	0	0.000265447218232754	0	0	0.000452466849261424	0	0	0	6.032891323489e-06	0	0	2.41315652939961e-05	0	0.00586397036644145	0.000271480109557457	0.000295611674851251	0	0	0.0678579616066304	0	0	0	0
195	1.77820981690027e-05	0	0	0.105489333704849	0.000978015399296654	0	0.124782910218228	0.000243022008310005	5.33462945071085e-05	0.00202123182520928	0.0478990451012784	5.92736605634427e-06	0	0	0	0	1.18547321126685e-05	0	5.92736605634427e-06	0	0	5.92736605634427e-06	0.000420842990000032	0.00145813204986404	2.96368302816712e-05	0	0.000978015399297657	1.18547321126685e-05	4.14915623943397e-05	0.367615242814598	0.216550391502515	0.022316533202133	0.00264953262718451	0	0	0.00283328097493719	8.29831247887797e-05	0	0.0075396096236728	0	0.000106692589014417	0.000118547321126685	0	5.92736605634427e-06	0	0	0	0.000136329419295588	0.000895032274507775	1.18547321126685e-05	0	0.000954305935071117	5.92736605634427e-06	0	5.92736605634427e-06	3.55641963380055e-05	0.000237094642253369	0	0	0	0.00350307333929785	0.000237094642253369	0.000154111517464489	0	0	0.0895506463791864	0	0	0	0
196	7.96652382829613e-05	0	0	0.0760761096528339	0.00111531333595665	0	0.164353579484504	0.000993719024897073	0	0.00610068008955855	0.0448221788023604	4.19290727805218e-06	0	0	0	0	0	8.38581455609433e-06	0	0	2.5157443668293e-05	1.25787218341465e-05	0.000272538973073341	0.00657447861197924	4.19290727805218e-06	0	0.00137527358719534	1.25787218341465e-05	9.22439601170075e-05	0.315151489739937	0.30079497522043	0.0156647015908279	0.00160588348748886	0	0	0.00224320539375696	7.54723310048791e-05	0	0.0133292522369274	0	0	0	0	0	0	0.000146751754731877	0.000247381529405048	7.12794237267968e-05	6.70865164487146e-05	0	0	0	0	4.19290727805218e-06	0	2.5157443668293e-05	0.000146751754731877	0	8.38581455610436e-06	0	0.000758916217326672	0.000842774362887315	6.70865164488148e-05	0	4.6121980058604e-05	0.0467802665011513	0	0	0	0
197	2.4286139293153e-05	3.03576741164162e-05	0	0.215320910973222	0.00163324286746592	0	0.00115966315124919	6.07153482328324e-06	6.07153482328324e-06	6.07153482328324e-06	0.000151788370582081	1.82146044698898e-05	0	0	0	0	0	6.07153482328324e-06	6.67868830560956e-05	0	1.82146044698898e-05	6.07153482328324e-06	0.00089858715384616	0.0107526881719869	1.21430696465264e-05	0	0.000206432183991549	6.07153482328324e-06	0.000176074509875736	0.398486973522131	0.268440769141912	0.00195503421309856	0.00155431291475978	0	0	0.00140859607900388	0.000127502231288427	0	0.00540973752754344	0	0	0	0	0	0	0	6.07153482328324e-06	0	3.64292089396793e-05	0	0	0.000510008925155712	0	0	4.25007437629426e-05	0	0	0	2.42861392930527e-05	0	0.00121430696465264	0.00637511156445141	0.000613225017150485	0	0	0.0832893147058233	0	0	0	0
198	2.34437730407653e-05	1.17218865203826e-05	0	0.128659426447861	0.000410266028214897	0	0.132416291078313	5.27484893418723e-05	0.00012307980846467	0.000867419602510521	0.00261984163731309	1.17218865203826e-05	0	0	0	0	0	0	0.000873280545771364	5.86094326021137e-06	5.86094326021137e-06	9.96360354235031e-05	0.000843975829469155	0.00298908106270911	0.000240298673668496	0	0.000293047163010068	2.9304716301107e-05	5.27484893417721e-05	0.390133688115118	0.249810984580296	0.0143593109875113	0.00115460582226276	0	0	0.00158245468025717	7.61922623827378e-05	0	0.0017407001482869	0	0	0.000310629992791594	0	5.86094326021137e-06	0	0.000199272070846605	0.000210993957367289	5.86094326021137e-06	0.000920168091853095	0	0.000158245468025717	0.000826392999689633	5.86094326021137e-06	0	1.17218865203826e-05	1.17218865203826e-05	0	1.75828297806241e-05	4.10266028213894e-05	0	0.000339934709091798	0.00257295409122835	9.96360354236033e-05	0	8.2053205642879e-05	0.064693091706185	0	0	0	0
199	0	2.06355757325284e-05	0	0.235823359471628	0.0026207181180263	0	0.0898472967396395	6.19067271976855e-05	8.25423029302138e-05	0.000350804787453183	0.000474618241848955	0	0	0	0	0	0	0	0	0	4.12711514650568e-05	4.1271151465157e-05	0.0001444490301279	0.00660338423442112	2.06355757325284e-05	0	0.00132067684688824	2.06355757325284e-05	0.000247626908790541	0.434543953775964	0.178931077177485	0.00621130829549867	0.00113495666528705	0	0	0.000371440363186313	6.19067271976855e-05	0	0.00222864217911387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.06355757325284e-05	0	0.000350804787453183	0.00524143623607264	2.06355757325284e-05	0	0	0.0331613702021964	0	0	0	0
200	0	7.9368228898149e-05	0	0.197309417040294	0.00281757212588077	0	0.17766578038811	7.93682288980484e-05	0.00019842057224487	0.00761934997421024	0.00797650700425543	0	0	0	0	0	0	0	0	0	0	0.000436525258940322	7.93682288980484e-05	0.00734156117306621	0	0	0.000555577602287042	3.96841144490745e-05	0	0.352156831620575	0.195206158974201	0.00988134449781301	0.000833366403430061	0	0	0.000158736457796298	3.96841144490745e-05	0	0.00563514425176154	0	0	0	0	0	0.0019842057224487	0	7.93682288980484e-05	0.00158736457796298	0.00535735545061751	0.000476209373387889	0	0.00226199452359273	3.96841144490745e-05	0	0	3.96841144490745e-05	0	0	0	0	0.000119052343346721	3.96841144490745e-05	0	0	0.000674629945632758	0.0212310012303076	0	0	0	0
201	0	0	0	0.149684761701096	0.00347296430861678	0	0.146238512502474	0.000374011540927729	0.000187005770463363	0.00561017311391091	0.0118882239794982	0	0	0	0	0	0	0	0	0	0	0.000160290660397311	0.000213720880529414	0.00737337037828436	5.3430220132504e-05	0	0.00128232528317247	2.6715110066252e-05	2.6715110066252e-05	0.352345586663399	0.239313955974199	0.0108730497969662	0.00141590083350774	0	0	5.3430220132504e-05	0	0	0.0101517418252199	0	0	0.000454156871126886	0	0	0	0	5.3430220132504e-05	0	0.00141590083350774	0.000480871981191934	0.000507587091258989	0.000561017311391091	0	0	0	0.000213720880530417	0	0	0	0	0.000240435990596469	0.00013357555033126	2.6715110066252e-05	0.00053430220132504	0	0.0546324000854814	0	0	0	0
202	0	3.82431114595937e-05	0	0.0449547775208219	0.00191215557297467	0	0.0374973707860794	0.000172094001567821	0	0.000248580224487409	0.00200776335163293	0	0	0	0	0	0	1.91215557297467e-05	0	0	7.64862229190872e-05	0	0.000726619117731578	0.00529667093714616	0.00181654779432644	0	0.00353748781000465	1.91215557297467e-05	0.000133850890108527	0.389142780656664	0.424938332982546	0.00319329980687502	0.00277262558081879	0	0	0.00179742623860481	7.64862229191874e-05	0	0.0343231925350062	0	1.91215557297467e-05	0	0	0	0	0	0	0	0	0.000114729334378881	0	5.73646671893404e-05	0	0	0	3.82431114595937e-05	0	0	3.82431114594935e-05	0	0.00118553645525212	0.000707497562001932	0.000133850890108527	0	7.64862229191874e-05	0.042927892613347	0	0	0	0
203	0	1.69070282516755e-05	0	0.0642298003279427	0.00223172772921476	0	0.192976820464416	0.00407459380864809	5.07210847549264e-05	0.00662755507463837	0.0441273437367759	0	0	0	0	0	0	0	0	0	3.38140565032508e-05	0.00059174598880714	0.00059174598880714	0.0102963802052611	1.69070282516755e-05	0	0.00167379579691357	5.07210847550265e-05	0.000101442169509853	0.352511539046889	0.251255346847539	0.00679662535715813	0.00153853957090177	0	0	0.000490303819297287	3.38140565032508e-05	0	0.0220974859249159	0	0	0	0	0	0	0	0.000152163254264779	0	0	0	0	0	0	0	0	0.00130184117537611	0	0	1.69070282516755e-05	0	0.00155544659914573	0.000321233536781534	3.38140565033511e-05	0	0	0.0342029181530222	0	0	0	0
204	0.000255278253295708	0	0	0.0254977925939198	0.00060065471363749	0	0.520647505781561	0.00668228368921294	0.00210229149773171	0.0170135447638054	0.128870468810947	0	0	0	0	0	0.00117127669158995	0	0.000510556506591416	0	0	0.000165180046249634	0.000165180046250635	0.000660720185001539	0	0	0.00013514731056861	3.00327356818245e-05	1.50163678409122e-05	0.121287203051562	0.130266991019819	0.00336366639636474	6.0065471363749e-05	0	0	0.000300327356818245	3.00327356818245e-05	0	0.0203471784244691	0	0	0.000585638345796978	0	0.000660720185001539	0	0.000255278253295708	0.00647205453944578	0.000435474667386855	0.00190707871580005	0.000630687449319514	0	0	0	0	0	0.00100609664533932	0	0	1.50163678409122e-05	0	0.000240261885455196	0.0011112112202279	0.00180196414091147	0	0	0.00470012313421534	0	0	0	0
205	0	0	0	0.0573769220026979	0.000636142185536844	0	0.501854121735604	0.00232734945927967	0.00220322415477754	0.0120246388729549	0.10435834975432	0	0	0	0	0	0	0	0	0	3.10313261237289e-05	1.55156630618645e-05	0.00013964096755638	0.00471676157081041	0	1.55156630618645e-05	0.000155156630618645	0	0	0.134738018029657	0.127957673270811	0.00198600487191385	0.0004809855549182	0	0	7.75783153093224e-05	0	0	0.0264386898574106	0	0	0	0	0	0	0	0.00597353027882183	0	0.00119470605576036	0.000372375913484346	0	0.000108609641432851	0	0	0	0.00131883136026248	0	0	1.55156630618645e-05	0	0.00013964096755638	0.00409613504832982	0	0	0	0.00924733518486761	0	0	0	0
206	0	0	0	0.0180030953277341	0.000460116283934352	0	0.596954866775616	0.00355544401221181	0.0108252812983838	0.0144643828167589	0.113213703099329	0	0	0	0	0	0.00127159409377671	0	0	0	5.0194503701802e-05	0	5.0194503701902e-05	0.00249299368386344	8.36575061697366e-06	0	7.52917555528031e-05	0	3.34630024679347e-05	0.111172459948896	0.0868197599029868	0.0016145898690784	0.000209143765424342	0	0	1.67315012339674e-05	0	0	0.0205295520140508	2.50972518509009e-05	0	0	0	0	0	0	0.00757100430836197	0	8.36575061697366e-06	0	0	0	0	0	0	0.00250135943447176	0	0	7.52917555527029e-05	0	2.50972518509009e-05	0.00348851800727513	2.50972518509009e-05	1.67315012339674e-05	0	0.00444221357761518	0	0	0	0
207	0	1.83631121802514e-05	0	0.0827809097085979	0.00084470316029116	0	0.217400885102335	0.00104669739427352	9.18155609012567e-05	0.00301155039755962	0.037772921754716	3.67262243605026e-05	0	0	0	0	0	1.83631121802514e-05	0	0	0.00086306627247101	9.18155609012567e-05	0.000807976935930457	0.0109995041959649	0	0	0.00110178673081107	3.67262243605026e-05	0.000110178673081107	0.305727454688879	0.285436215729713	0.0108342361863523	0.00148741208660397	0	0	0	0	0	0.0141028701544138	1.83631121802514e-05	0	0	0	0	0	0	0.000257083570522916	0	3.67262243605026e-05	0	0	0	0	0	0	0.00014690489744181	0	0	3.67262243605026e-05	0	0.000495804028865984	0.000385625355784877	0.000201994233982364	0	0	0.0237985933856234	0	0	0	0
209	4.69968982046871e-05	0	0	0.0516260926779409	0.00187987592818949	0	0.213365917849231	0.000587461227559591	0.000187987592818949	0.00279631544318751	0.0482188175580378	0.00025848294012618	0	0	0	0	2.34984491023435e-05	0	0	0	2.34984491023435e-05	0	0.000187987592818949	0.000939937964094745	9.39937964095747e-05	0	0.00115142400601544	2.34984491023435e-05	0.000117492245511718	0.298735783438156	0.310602500235187	0.00676755334148216	0.00178588213178252	0	0	0.00242034025754961	0.000164489143716204	0	0.00749600526365621	0	0	0.000540464329355105	0	0	0	0	9.39937964095747e-05	9.39937964095747e-05	0.000446470532945129	0.00108092865871021	0	0.000657956574866822	0	0	0	2.34984491023435e-05	0	0	2.34984491023435e-05	0	0.000187987592818949	0.000399473634740642	0.000328978287433412	0	0.000845944167685771	0.0457749788514366	0	0	0	0
210	0	0	0	0.0501447676823236	0.00135116503515498	0	0.288721908175713	0.000909968288984177	0.000648007720943945	0.00545980973390506	0.0933268992141783	0	0	0	0	0	0	0	0	1.37873983179755e-05	9.65117882256279e-05	0	0.000137873983178752	0.00696263615055908	2.75747966358507e-05	0	0.000772094305804422	0	5.51495932718017e-05	0.289425065490333	0.204536054046595	0.00551495932718017	0.000785881704122698	0	0	0.00139252723011382	8.27243899076524e-05	0	0.00883772232180253	0	0	0	0	0	0	0.000372259754584436	0.00130980284020617	0	0.000248173169722958	0	0	0.000496346339445915	0	0	0	6.89369915897772e-05	0	0	0	0	0.000565283331036293	0.000758306907487148	0.000289535364676784	0	0	0.0366882669239988	0	0	0	0
211	3.27134141354717e-05	0	0	0.0913358522662186	0.00173381094917188	0	0.122429952402011	0.000408917676694149	0.00086690547458995	0.00441631090828919	0.0673405629978831	0	0	0	0	0	0	0	0	0	3.27134141353715e-05	0	0.000179923777744744	0.00400739323159703	0	0	0.0013739633936864	0	8.17835353386291e-05	0.402882051785367	0.246299295025803	0.00281335361564836	0.00219179874708071	0	0	0.00132489327248977	0.000163567070676857	0	0.00719695110980979	0	0	0	0	0	0	0	0.00067062498977732	0.00067062498977732	0.000343490848422603	0	0	0	0	0	0	0.00089961888872472	0	0	0	0	0.000278064020152061	0.000359847555490489	0.000621554868573661	0.000278064020151058	0	0.0387653957505596	0	0	0	0
212	0	0	0	0.0482647111247201	0.00157869274055994	0	0.232284266544381	0.00189697756728864	0.00165508109897121	0.00449418175337242	0.0784635754844757	0	0	0	0	0	0.000369210399001889	0	0	0	1.27313930690479e-05	0	0.000229165075242862	0.0042777480712021	2.54627861380958e-05	0	0.0011712881623464	0	1.27313930690479e-05	0.308290683166462	0.267181014946676	0.00868281007308968	0.00189697756728864	0	0	0.00299187737122376	0.000216433682173314	0	0.0115219107274608	0	0	0	0	0	0	0	0.00072568940493523	0	1.27313930690479e-05	0	0	0	0	0	1.27313930690479e-05	0.00281363786825408	0	0	0	0	7.63883584142875e-05	0.000407404578209534	2.54627861380958e-05	0	0	0.0204084230896974	0	0	0	0
213	0	0	0	0.0578933780818735	0.000645411126888465	0	0.199319091260878	0.000403381954304664	0.00112946947205306	0.00514715373693152	0.0607331870402144	0	0	0	0	0	0	0	0.000742222795921583	0	0	0.00256550922938168	0.000161352781721866	0.00396927843035388	1.61352781721866e-05	0	0.000984251968504382	0	0	0.32769136439901	0.292484187427649	0.006744546275982	0.00187169226797965	0	0	0.000338840841615918	1.61352781721866e-05	0	0.00801923325158874	0	0	0	0	0	0	0	0.000242029172582798	0.00193623338066238	0.00438879566283675	0	0	0	0	0	0	0.00158125726087227	0	0	3.22705563443731e-05	0	0.000193623338066238	0.000274299728927172	4.84058345165597e-05	0.00141990447915041	0	0.0190073576868438	0	0	0	0
214	3.25542027475131e-05	0	0	0.0924376587016725	0.000537144345335269	0	0.217689953772704	0.00185558955661566	0.00122078260303424	0.008285044599254	0.0782114721010761	0	0	0	0	0	0	0	0	0	4.88313041212696e-05	0.00354840809948274	0.000113939709615996	0.00447620287779557	1.62771013737565e-05	1.62771013737565e-05	0.000488313041213698	0	4.88313041213698e-05	0.26336350022822	0.298815027019942	0.00501334722312985	0.00133472231265425	0	0	3.25542027476133e-05	1.62771013737565e-05	0	0.00623412982616409	0	0	0	0	0	0	0	0.000292987824728419	0	0	0	0	0	0	0	3.25542027475131e-05	0.000211602317859136	0	0	1.62771013737565e-05	0	1.62771013737565e-05	0.000472035939839842	8.13855068688829e-05	0	0	0.0150400416694396	0	0	0	0
215	0	0	0	0.0654930558781136	0.00103348971155716	0	0.304147893538816	0.00195085698360147	0.000197408147149802	0.0106368154582269	0.0370778949324162	2.3224487899965e-05	0	0	0	0	0.000255469366900216	0	0	0	1.16122439499825e-05	0.000150959171349672	0.000557387709601564	0.000859306052301912	8.1285707650178e-05	0	0.000510938733801434	0	5.80612197500126e-05	0.214536206976269	0.319731524920313	0.00709508105347066	0.00160248966510299	0	0	0.000487714245900868	3.48367318500477e-05	0	0.0122857540991831	0	0.00161410190905127	0	0	0	0	0.000824469320452063	0.000267081610850499	0	0.000882530540201475	0	0	0.000313530586650629	0	0	1.16122439499825e-05	0.000336755074551196	0	0	0	1.16122439499825e-05	0.000534163221700998	0.0008012448325525	0.00045287751405102	0	0	0.0151307538668621	0	0	0	0
216	0	0	0	0	0	0	0.027027027027027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.243243243243243	0.189189189189189	0	0	0	0	0	0	0	0	0.027027027027027	0	0.108108108108108	0	0	0	0	0	0	0.216216216216216	0	0	0.108108108108108	0.027027027027027	0	0	0	0	0	0	0	0	0	0.027027027027027	0	0	0.027027027027027	0	0	0	0
217	3.67167850782998e-05	1.83583925391499e-05	0	0.124855427659011	0.00159718015091135	0	0.0789778047034567	0.000183583925391499	1.83583925391499e-05	0.00339630261974424	0.00708633952011527	1.83583925391499e-05	0	0	0	0	0	0	0	0	3.67167850782998e-05	0	0.000348809458243948	0.00664573809917006	3.67167850782998e-05	0	0.00238659103009651	0	0.000348809458243948	0.426704117787814	0.273760349543095	0.00791246718437251	0.00251509977786384	0	1.83583925391499e-05	0.00589304400506702	0.000385526243322048	1.83583925391499e-05	0.0109966771309589	0	0	0	0	0	0	0	7.34335701565996e-05	0	0.000201942317930549	0	0	0	0	0	0	0	0	0	0	0	0.000715977309026947	0.0214242440932153	9.17919626957495e-05	0	5.50751776174497e-05	0.0232417249545492	0	0	0	0
