Timepoint	Corynebacteriaceae	Micrococcaceae	unknown911	Bifidobacteriaceae	Coriobacteriaceae	unknown7576	Bacteroidaceae	Porphyromonadaceae	Rikenellaceae	unknown2246	unknown2958	Flavobacteriaceae	Sphingobacteriaceae	unknown7558	unknown5503	unknown1455	unknown588	Bacillaceae	Staphylococcaceae	Aerococcaceae	Enterococcaceae	Lactobacillaceae	Leuconostocaceae	Streptococcaceae	Turicibacteraceae	Catabacteriaceae	Clostridiaceae	ClostridialesFamilyXIII.IncertaeSedis	ClostridialesFamilyXI.IncertaeSedis	Lachnospiraceae	Ruminococcaceae	unknown2010	unknown3038	unknown3427	unknown3464	unknown3979	unknown4490	unknown4830	Veillonellaceae	Fusobacteriaceae	Caulobacteraceae	Bradyrhizobiaceae	Phyllobacteriaceae	Rhizobiaceae	Rhodospirillaceae	Sphingomonadaceae	Alcaligenaceae	Burkholderiaceae	Comamonadaceae	Oxalobacteraceae	unknown3491	unknown4277	unknown7161	unknown78	Neisseriaceae	Desulfovibrionaceae	unknown6463	unknown3424	Campylobacteraceae	Aeromonadaceae	Enterobacteriaceae	Pasteurellaceae	Moraxellaceae	Pseudomonadaceae	Xanthomonadaceae	Erysipelotrichaceae	unknown2221	unknown6436	Verrucomicrobiaceae	unknown1257
30	0	0	0	0	3.30076577766594e-05	0.00113876419329094	0.471926987061419	0	0.0193094797993117	0.0041754687087368	0.0139457354106196	0	0	0	0	0	0	0	0	0	0	0	0.000132030631106037	4.9511486664889e-05	0	0.000214549775547685	0.00047861103776076	0.000396091893319112	0	0.252921177712836	0.196148006337471	0.000643649326644058	0.000412595722207242	0.000759176128861965	0	0.000181542117771427	6.60153155532188e-05	0.000577634011090538	0.0112226036440282	0	0	0.00335027726432032	0	0	0	0	0	0	0.00102323739107404	0	0	0.00604040137311546	3.30076577765593e-05	0	0	0	0	0	0	0	0.000214549775547685	1.65038288883298e-05	0.00610641668866797	0	0.00153485608661607	0.00310271983099837	0.00176590969104987	0.000412595722207242	0.0016668867177211	0
31	0.00036979275527796	0.000192935350579456	0	0	3.21558917633096e-05	0.000739585510554914	0.496503046770073	0	0.132787755036652	0.00721899770085466	0.0144219174558344	0	0	0	0	0	0	0	0	0	0	0	3.21558917633096e-05	9.64676752899287e-05	0	0.000691351672910051	0.000176857404698503	0.000610961943502279	0	0.126469122304994	0.128671800891064	0.0030226538257515	0.000225091242342364	0.00139878129170105	0	0.000321558917633096	0	0.000466260430567688	0.0565943695033405	0	0.000353714809396003	0	0	0	0	0	0	0	0.00107722237407198	0	3.21558917633096e-05	0.000498416322330595	1.60779458816547e-05	0	0	1.60779458816547e-05	0	0	0	0	0.000257247134106275	1.60779458816547e-05	0.000691351672910051	0	0.000112545621171683	0.00149524896699079	0.0201456661897183	0.0017042622634552	0.00254031544929282	0
32	0	0	0	0	0.000204471101418337	0.0070201744820061	0.263256543075103	0	0.0477099236640439	0.00313522355506776	0.0191862050163468	0	0	0	0	0	0	0	0	0	0	0	6.81570338058776e-05	0.000477099236640439	3.40785169028885e-05	0.000579334787349608	0.000851962922573722	0.00139721919302195	0	0.303264721919506	0.264926390403567	0.0011586695746972	0.00126090512540637	0.0084514721919244	0	0.000511177753543831	3.40785169028885e-05	0.00381679389312552	0.0265812431842832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003067066521265	0	3.40785169028885e-05	0	0	0.0131543075245663	0.0148923118865416	0.00858778625953997	0.00909896401308583	0
33	0	0	0	0	3.45053655844549e-05	0.00590041751493143	0.330078327179786	0	0.0252234222421477	0.00179427901038804	0.0308132914668429	0	0	0	0	0	3.45053655844549e-05	0	0	0	0	0	6.90107311688093e-05	0.000379559021428702	3.45053655844549e-05	0.000655601946104945	0.000552085849350474	0.00117318242986524	0	0.271350194955455	0.281425761705718	0.00238087022532568	0.0014492253545465	0.00276042924675237	0	0.000103516096753465	3.45053655844549e-05	0.00213933266622957	0.00734964286947794	0	0	3.45053655844549e-05	0	0	0	0	0	0	0.00055208584935148	0	0	0.000448569752597009	3.45053655844549e-05	0	0	0	0	0	0	0	0	0	0.000310548290259391	0	0	0.0101445774818356	0.00151823608571682	0.0161485110935526	0.00507228874090773	0
34	0	0	0	0	7.01655907942863e-05	0.0032626999719321	0.486563289362354	0	0.0403101319113832	0.00354336233510603	0.0428010103845267	0	0	0	0	0	0	0	0	0	0	0	3.50827953971432e-05	0.000140331181588974	7.01655907942863e-05	0.000245579567780203	0.000245579567780203	0.0012980634296945	0	0.192323884367598	0.190429413415622	0.00284170642717121	0.000806904294134092	0.00136822902048798	0	3.50827953971432e-05	0	0.000666573112546121	0.0181027224249194	0	0	0	0	0	0	0.000385910749368173	0	0	0.000175413976985716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00361352792590956	0.00231546449621507	0.00519225371877799	0.00315745158573686	0
35	3.16876861651592e-05	0	0	0	0	0.00247163952088403	0.526839470181774	0	0.0501299195132823	0.00323214398884062	0.0596679130489673	0	0	0	0	0	0	0	0	0	0	0	3.16876861651592e-05	0.000665441409468545	0	0.000316876861651592	0.000253501489320872	0.000380252233981308	0	0.145002851891595	0.179795931301337	0.00180619811140946	0.000285189175486232	0.000475315292477388	0	0.000285189175486232	0	0.000348564547816952	0.0185689840928327	0	0	0	0	0	0	0	0	0	0.000285189175486232	0	0	0	0	0	0	0	0	0	0	0	0	6.33753723303185e-05	3.16876861651592e-05	0	0	0.00272514101020289	0.00405602382914198	0.0011724443881123	0.00107738132962023	0
36	0	0	0	0	6.1205128989786e-05	0.00275423080454137	0.399179851271553	0	0.0446491415980449	0.00220338464363108	0.0474951800960949	0	0	0	0	0	0	0	0	0	0	0	6.1205128989786e-05	0.000765064112371822	0	0.000459038467423898	0.000122410257979169	0.00110169232182058	0	0.234507451724393	0.227713682406714	0.00511062827064643	0.000581448725403068	0.00201976925666435	0	6.1205128989786e-05	0	0.00125470514429454	0.0132815129907319	0	0	0.000336628209443722	0	0	0	0	0	0	3.0602564494893e-05	0	0	0.00018361538696976	0	0	0	0	0	0	0	0	3.0602564494893e-05	0	0	0	0	0.00605930776999304	0.00547785904457991	0.000826269241362413	0.00367230773938514	0
37	0	0	0	0	0	0.00120142081070144	0.561037400751744	0	0.0900020894275619	0.00438779774341433	0.0628656498119342	0	0	0	0	0	0	0	0	0	2.61178437108355e-05	0	2.61178437108355e-05	0.000104471374843342	2.61178437108355e-05	0.000705181780193058	5.22356874216708e-05	0.000548474717928046	0	0.0983075637274662	0.119671959883441	0.00198495612202148	0.000130589218553675	0.00107083159214476	0	2.61178437108355e-05	0	0.000365649811951696	0.0375574592562004	0	0	0	0	0	0	0	0	0	0.000313414124530025	0	0	7.83535311325063e-05	0	0	0	0	0	0	0	0	0.000182824905975346	0	2.61178437108355e-05	0	0	0.00122753865441278	0.0142081069786664	0.00151483493522745	0.0023506059339802	0
38	0	0.0014584957376752	0	0	2.51464782356997e-05	0.000377197173535996	0.619760102597717	0	0.0581889506375011	0.00603515477657595	0.0483818241255853	0.000578368999422196	0	0	0	0	2.51464782356997e-05	0	0	0	0	0	0	0.000201171825886199	2.51464782356997e-05	0.00125732391179	7.54394347071993e-05	0.000477783086478595	0	0.0739809389695041	0.106445042371563	0.00115673799884239	0.000100585912942598	0.000653808434129395	0	0	0	0.000226318304121598	0.0523046747303516	0	0.00326904217064196	0.0014333492594408	0	0	0	2.51464782356997e-05	0	0	0.00774511529660513	0	0.00138305630296198	0.00228832951945037	0	0	0	0	0	0	0	0	0	0	0.000628661955893996	0	0	0.000427490130007797	0.00784570120955275	0.00153393517237838	0.00168481404179479	0
39	0	0	0	0	3.57726291689606e-05	0.000238484194459737	0.587016920453218	0	0.049926666110287	0.00472198705030841	0.0651300335069725	0	0	0	0	0	0	0	0	0	0	0	5.96210486150345e-05	7.15452583379211e-05	0	0.000930088358393777	0.00015501472639913	0.000965860987563038	1.19242097229868e-05	0.121770029691436	0.12773213455298	0.001645540941774	9.53936777839951e-05	0.000548513647257997	0	4.76968388919474e-05	1.19242097229868e-05	0.000250408404182824	0.0294051011769283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.57726291689606e-05	0	0	0.00091816414867069	0.00580709013510533	0.0014428293764795	0.00102548203617145	0
