Timepoint	Corynebacteriaceae	Micrococcaceae	unknown911	Bifidobacteriaceae	Coriobacteriaceae	unknown7576	Bacteroidaceae	Porphyromonadaceae	Rikenellaceae	unknown2246	unknown2958	Flavobacteriaceae	Sphingobacteriaceae	unknown7558	unknown5503	unknown1455	unknown588	Bacillaceae	Staphylococcaceae	Aerococcaceae	Enterococcaceae	Lactobacillaceae	Leuconostocaceae	Streptococcaceae	Turicibacteraceae	Catabacteriaceae	Clostridiaceae	ClostridialesFamilyXIII.IncertaeSedis	ClostridialesFamilyXI.IncertaeSedis	Lachnospiraceae	Ruminococcaceae	unknown2010	unknown3038	unknown3427	unknown3464	unknown3979	unknown4490	unknown4830	Veillonellaceae	Fusobacteriaceae	Caulobacteraceae	Bradyrhizobiaceae	Phyllobacteriaceae	Rhizobiaceae	Rhodospirillaceae	Sphingomonadaceae	Alcaligenaceae	Burkholderiaceae	Comamonadaceae	Oxalobacteraceae	unknown3491	unknown4277	unknown7161	unknown78	Neisseriaceae	Desulfovibrionaceae	unknown6463	unknown3424	Campylobacteraceae	Aeromonadaceae	Enterobacteriaceae	Pasteurellaceae	Moraxellaceae	Pseudomonadaceae	Xanthomonadaceae	Erysipelotrichaceae	unknown2221	unknown6436	Verrucomicrobiaceae	unknown1257
40	0	0	0	0	1.13738469762898e-05	0.00201317091479687	0.563016799171551	0	0.0744532023065851	0.00373062180821342	0.0499084405318376	0	0	0	0	0	0	0	0	0	0	0	9.09907758100173e-05	0.000125112316738987	1.13738469762898e-05	0.00158096472969947	0.000102364622786808	0.00126249701436295	0	0.123258379682053	0.135724115968	0.00225202170130176	9.09907758100173e-05	0.000591440042765664	0	1.13738469762898e-05	0	0.000238850786500882	0.0239760694258929	0	0	1.13738469762898e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.13738469762898e-05	0	0	0	0	0	0	0.00185393705713363	0.00956540530702841	0.00294582636685023	0.00316192945939892	0
41	0	0	0	0	4.14998028760598e-05	0.00393210632249952	0.398657481376861	0	0.0292884858796953	0.00153549270640869	0.0411366796008322	0	0	0	0	0	0	0	0	0	1.03749507190401e-05	0.000549872388106914	7.26246550330797e-05	0.000280123669413278	5.18747535949995e-05	0.000342373373727118	0.000352748324445756	0.000964870416865505	1.03749507190401e-05	0.273649700164045	0.208609134106465	0.00313323511713925	0.000736621501048431	0.00163924221360512	0	1.03749507190401e-05	0	0.000684746747454234	0.0197850310211212	0	0	0	0	0	0	0	0	5.18747535949995e-05	0.00141099329778504	0	0	0	0	0	0	0	0	0	0	0	3.11248521570197e-05	2.07499014380802e-05	1.03749507190401e-05	0	0	0.0074077148133689	0.00297761085635466	0.00156661755856963	0.00104787002261763	0
42	0	0	0	0	0.000104283744482104	0.00775175833980616	0.271566457712998	0	0.0358272597708151	0.0021204361377927	0.0162450899736536	0	0	0	0	0	0	0	0	0	0	1.15870827202002e-05	0.000104283744482104	0.000672050797770202	2.31741654404003e-05	0.000811095790413006	0.000498244556968708	0.00125140493377519	1.15870827202002e-05	0.305053126774539	0.297405652178582	0.00419452394470783	0.0013788628437011	0.00407865311750885	0	0	0	0.0019118686488285	0.0155151037623996	0	0	0	0	0	0	0	0	0.0002549158198438	0.00169171407714741	0	0	0	0	0	0	0	0	0	1.15870827202002e-05	0	0.000196980406243303	0	2.31741654404003e-05	0	0	0.0166506378688954	0.00556179970569205	0.00341818940245553	0.00565449636745728	0
43	0	0	0	1.11563563340028e-05	0.000100407207006125	0.00467451330395975	0.254755396887772	0	0.0346293300608453	0.0019635187147845	0.0274781056507118	0	0	0	0	0	0	0	1.11563563340028e-05	0	0	1.11563563340028e-05	0.000591286885702651	0.000535505104033139	3.34690690021089e-05	0.00105985385173278	0.000714006805378191	0.0015061081050929	1.11563563340028e-05	0.299291571372607	0.283449545378072	0.00210855134713407	0.00123835555307682	0.00282255815251025	0	3.34690690021089e-05	0	0.00186311150778098	0.0188877112735548	0	0	0	0	0	0	0	0	0	0	0	0	8.92508506722235e-05	0	0	0	0	0	0	0	0	6.69381380041174e-05	0	3.34690690020083e-05	0	0	0.0398839738942235	0.00918168126290693	0.00232052211748264	0.0106431639426135	0
44	0	1.14396842647326e-05	0	0	0.000102957158382694	0.00324887033117763	0.374695418406375	0	0.0290339186638312	0.00209346222044677	0.0372132929131388	0	0	0	0	0	0	0	2.28793685294653e-05	0	0	1.14396842647326e-05	0.000629182634558786	0.000263112738088548	2.28793685294653e-05	0.00121260653205904	0.000491906423383201	0.00125836526911958	0.00021735400103002	0.240038894926665	0.25300005719832	0.00290567980323867	0.0011668477949985	0.00109820968941273	0	0	0	0.00321455127838473	0.0137161814333813	0	0	0	0	0	0	0	0	0	0.000571984213235626	0	0	0	0	0	1.14396842647326e-05	0	0	0	0	1.14396842647326e-05	8.00777898530279e-05	0	0.000377509580735875	0	0	0.0222387462106177	0.00502202139221068	0.000892295372647335	0.00512497855058935	0
45	0	0	0	0	0.000164907651714993	0.00380556119342058	0.400065963061129	0	0.0346306068601383	0.00303176375075568	0.0564364724984014	0	0	0	0	0	0	0	0	0	0	0	0.000342500507407752	0.000355185711385519	0	0.00115435356200797	0.000443982139231899	0.00133194641770072	1.26852039780686e-05	0.176045260807671	0.257014917799671	0.00309518977064955	0.0014080576415633	0.000482037751166205	0	0	0	0.00361528313374905	0.0274761518164525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000253704079561372	0	0	0	0	0.018228638116571	0.00315861579054341	0.000875279074487036	0.00657093566064216	0
46	0	0	0	0	0.000234079513114729	0.00264879449050904	0.36799763456492	0	0.0396826374601108	0.00476783008291023	0.0295556185243141	0	0	0	0	0	0	0	0	0	0	1.23199743744701e-05	0.000135519718119371	0.000640638667471837	0	0.00186031613054417	0.000677598590595851	0.000985597949956595	0	0.260419618327597	0.219837622737242	0.00503886951915099	0.00155231677118242	0.000603678744347823	0	0	0	0.0039300718254507	0.0204265175129051	0	0	0	0.000702238539344187	0	0	0	0	0	0.000591358769974158	0	0.000862398206211894	0.000492798974977794	0	0	0	0	0	0	0	0	0.000763838411216537	0	0.000197119589991722	0.000554398846851151	0	0.0197119589991722	0.00241471497738928	0.00155231677118242	0.0111495768088712	0
47	0.00131368773045107	0	0	0	0.000164210966306636	0.00201531640467691	0.459357785838917	0	0.0315434338006347	0.00332900413512799	0.0400077627001694	0	0	0	0	0	0	0	0	0	0	0	7.4641348321207e-05	8.95696179854283e-05	0	0.000253780584292164	0.000328421932614274	0.00134354426978795	0	0.22565572424518	0.17760162419565	0.00192574678668635	0.000582202516906439	0.000253780584292164	0	0.000268708853956586	4.47848089927644e-05	0.00114947676414845	0.0213623538896315	0	0	0.00120918984281217	0	0	0	0.00261244719124375	0	0.000582202516906439	0.00903160314687498	0.00100019406750524	0	0.00647886903428491	0	0	0	0	0	0	0	0	1.49282696642214e-05	0	0	0	0.000388135011270959	0.00729992386581808	0.000313493662949852	0.00141818561810002	0.000985265797840816	0
48	0	1.79076680634672e-05	0	0	0.000214892016762009	0.00155796712152759	0.446062103792543	0	0.121503527810197	0.00544393109129684	0.0143619497869524	0	0	0	0	0	0	0	0	0	0	0	8.95383403174366e-05	0.000143261344507334	0	0.00112818308799753	5.37230041904016e-05	0.00150424411733004	0	0.103595859747031	0.205794921385954	0.00109236775186918	0.000214892016762009	0.000752122058666025	0	1.79076680634672e-05	1.79076680634672e-05	0.000537230041905022	0.0547258336020154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00325919558755848	0	0	0	0	0.00386805630172019	0.0148454568245996	0.0075749435908578	0.0116220765732499	0
49	0	0	0	0	0	0.000605594382702034	0.502037743260922	0	0.0382670180204552	0.00243874494655703	0.0734078596329644	0	0	0	0	0	0	0	0	0	0	0	6.54696629948717e-05	0.000376450562220537	0	0.000360083146471643	0.00031098089922496	0.000883840450431223	3.27348314973854e-05	0.178372096829862	0.161235412540532	0.00222596854182746	3.27348314973854e-05	0.00127665842839762	0	1.63674157486927e-05	0	0.000507389888209675	0.0312290292484911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.91022472460781e-05	1.63674157486927e-05	0	0	0	0.00266788876703348	0.000589226966953139	0.00263515393553973	0.000360083146471643	0
50	0	0.000565233030162476	0	0	5.13848209237242e-05	0.00200400801602876	0.427830019012577	0	0.0434201736806401	0.00234657348885359	0.0768716921020364	0	0	0	0	0	0	0	0	0	0	5.13848209238248e-05	5.13848209238248e-05	0.000274052378260869	0	0.000393950293749055	0.000256924104619124	0.000924926776628042	0	0.185499203535313	0.207029443502458	0.00109620951304147	0.000222667557336641	0.000599489577444959	0	0	0	0.00142164671222957	0.0230032715001837	0	0.000685130945650662	0	0.00318585889727392	3.42565472825835e-05	0	0	0.000942055050269787	0	0.00457324906222001	0	0	0.00212390593151595	1.71282736412414e-05	0	0	0	0	0	1.71282736412414e-05	0	0	0	0.003117345802717	0	0	0.0059606392271661	0.0013531336176626	0.00210677765787924	0.00196975146874528	0
51	0	0	0	2.65625415039245e-05	0.000132812707519623	0.00563125879883926	0.365859165404992	0	0.0363906818604492	0.00180625282226768	0.0616383775600029	0	0	0	0	0	0	0	2.65625415039245e-05	0	0	0.000106250166016102	0.000106250166016102	0.000425000664063397	0	0.000358594310303586	0.000318750498047296	0.000730469891358932	1.32812707519623e-05	0.255305867665751	0.214598772810148	0.00189922171753101	0.000478125747071448	0.00118203309692383	0	2.65625415039245e-05	1.32812707519623e-05	0.00302812973145586	0.0200812813770009	0	0	0	0.000119531436767862	0	0	0	0	0	0.000292187956543775	0	0	0	0	0	0	0	0	0	0	0	0.000544532100831259	0	2.65625415039245e-05	0	0	0.0185273726990438	0.0023109411108487	0.0032539113342368	0.00474141365845012	0
52	0	0	0	0	0.000234754904700975	0.00871946788888035	0.342060253758686	0	0.0538483036162951	0.000905483203845462	0.0204795707339034	0.000257112514672256	0	0	0	0	0	0	0	0	0	0.00012296685484356	0.000178860879772267	0.000637191884188071	0	0.00128556257336633	0.000156503269800987	0.00138617181823558	3.35364149572243e-05	0.227924654854424	0.264892962942386	0.0024593370968611	0.000391258174500951	0.00169917835783553	0	0	0	0.00486278016880158	0.024895198703249	0	0	0	0	0	0	0	0	0	0.000681907104130633	0	0	0	0	0	0	1.11788049857414e-05	0	0	1.11788049857414e-05	0	0.000581297859259364	0	0.000201218489743549	0	0.000704264714102924	0.0185456374714134	0.00715443519088059	0.00548879324800148	0.00918897769829039	0
53	0	0	0	0	0.000125661029373091	0.00157076286717117	0.460956070998935	0	0.0304623278705448	0.00287973192313877	0.0258547567936152	0	0	0	0	0	0	0	0	0	2.09435048955822e-05	7.33022671344872e-05	0.000157076286716113	0.000418870097910638	1.04717524477408e-05	0.00049217236504603	0.000178019791611796	0.000858683700716958	1.04717524477408e-05	0.14740038745449	0.30319912037269	0.00200010471752211	0.000209435048955822	0.000911042462956667	0	0	0	0.00123566678883623	0.0104403371903887	0	0	0	0	0	0	0	0	0	1.04717524477408e-05	0	0	0	0	0	0	0	0	0	0	0	2.09435048955822e-05	1.04717524477408e-05	3.1415257343323e-05	0	0	0.00828315618618671	0.000575946384627755	0.00102623173987941	0.000575946384627755	0
54	0	0	0	0	9.41464447946895e-05	0.00330689387341997	0.34471720761679	0	0.0194765457669527	0.00307152776143375	0.0250782592322108	0	0	0	0	0	0	0	0	0	0	0.000141219667192738	0.000105914750394301	0.000929696142349091	0	0.000188292889589981	0.000694330030361864	0.000517805446371697	0	0.265963706545535	0.277426036198952	0.00524866429731383	0.00118859886553393	0.00177701414550451	0	0	0	0.00170640431190764	0.00892037564431094	0	0	0.000600183585566372	0.000517805446371697	1.17683055993111e-05	0	0	0	0	0.00140042836632455	0	0	0	0	0	1.17683055993111e-05	0	0	0	0	0	0.000247134417586035	0	1.17683055993111e-05	0	0	0.033433756207807	0.000600183585567376	8.23781391954788e-05	0.00253018570386443	0
56	0	0	0	0	4.03042974458091e-05	0.00157186760038133	0.405300015114111	1.00760743614523e-05	0.0465413874754854	0.00222681243387522	0.0565066250189706	0	0	0	0	0	1.00760743614523e-05	0	0	0	1.00760743614523e-05	6.04564461687138e-05	0.000141065041060533	0.000785933800192676	2.01521487229046e-05	0.000715401279663414	0.00013098896669878	0.000725477354024163	2.01521487229046e-05	0.321033805229474	0.140470552672514	0.00324449594439025	9.06846692529701e-05	0.000896770618168953	0	0.000151141115421282	2.01521487229046e-05	0.000282130082120061	0.00844375031489239	0	7.0532520530166e-05	0	0	0	0	0	0	0	0.000403042974458092	0	0	0	0	0	0	0	0	0	0	0	4.03042974458091e-05	0	0.00012091289233803	0	4.03042974458091e-05	0.00572321023729927	0.0017733890876164	0	0.00237795354930153	0
57	0	0	0	0	2.63490725126264e-05	0.000131745362563133	0.610244519392508	0	0.0456102445194095	0.0042948988195571	0.0610508010118267	0	0	0	0	0	0	0	0	0	2.63490725126264e-05	0	0	5.26981450252528e-05	0	0.000342537942664144	5.26981450252528e-05	0.000263490725126264	0	0.178778456998628	0.0766231028668222	0.000790472175379798	0	5.26981450252528e-05	0	2.63490725126264e-05	0	0.000184443507588385	0.0189186340640999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.63490725126264e-05	0	0	0	0	0	0	0	0	0	0.000843170320405051	0.00131745362563133	0	0.000342537942664144	0
58	0	0.000336388865529029	0	0	0	0.000630729122866679	0.45887646118898	0	0.0567656210579608	0.00319569422252477	0.0630729122866678	4.20486081910784e-05	0	0	0	0	0	0	0	0	0	0.000252291649146269	4.20486081910784e-05	0.000210243040955895	0	0.000588680514675298	4.20486081910784e-05	0.000588680514675298	0	0.272937515768529	0.120132873601597	0.000672777731057053	4.20486081910784e-05	4.20486081910784e-05	0	4.20486081910784e-05	4.20486081910784e-05	0.000126145824573135	0.0128248254983206	0	0.00155579850307101	0	0	0	0	0.000126145824573135	0	0	0.000168194432764515	0	0	0	0	0.000126145824573135	4.20486081910784e-05	0	0	0	0	0	0	0	0.00105121520477444	0	0.000168194432764515	0.00210243040955895	0.00142965267849687	0	0.00172399293583652	0
59	0	0	0	0	0.000127071261563788	0.00449832265934459	0.334578631696302	0	0.0355545389854614	0.00310053878215402	0.00831046050625824	0	0	0	0	0	0	0	0	0	2.54142523126567e-05	2.54142523126567e-05	5.08285046254144e-05	0.00137236962488205	0	0.00121988411101076	0.000813256074006833	0.00109281284944798	0	0.250914913083618	0.318618481244251	0.000965741587883178	0.000482870793941589	0.0003557995323778	0	0.000152485513876344	2.54142523126567e-05	0.00180441191419752	0.0120463555961959	0	0	0	0	0	0	0	0	0	0.000508285046254144	0	0	0	0	0	0	0	0	0	0	0	0.000152485513876344	0	0	0	0	0.0127071261563788	0.0032276100437168	0	0.0072684761614374	0
60	0	0	0	0	0	0.000659598377875524	0.501368055895153	0	0.0466360482727872	0.00371329457174295	0.0513753847656911	0	0	0	0	0	2.44295695509193e-05	0	0	0	0	0	0.000219866125959178	9.77182782037776e-05	0	0.000903894073385721	7.32887086528583e-05	0.000366443543264292	0	0.219279816289174	0.155420921483626	0.00180778814677144	7.32887086528583e-05	0.000439732251917351	0	2.44295695509193e-05	0	0.000439732251917351	0.00701128646112559	0	0	0	0	0	0	0	0	0	0.00151463331216122	0	0	0	0	0	0	0	0	0	0	0	7.32887086528583e-05	0	0.000439732251917351	0	0	0.00190550642497151	0.00412859725411329	0	0.00200322470318161	0
61	0	0	0	0	4.62866532434671e-05	0.00150431623041217	0.406373672151766	0	0.0523733481449798	0.00134231294406598	0.0326089472100192	0	0	0	0	0	0	0	0	0	2.31433266217335e-05	0	0.000509153185678742	0.000462866532434671	4.62866532434671e-05	0.00124973963757381	9.25733064869341e-05	0.000786873105139141	0	0.222384225508899	0.251567960378325	0.00159688953690434	0.000185146612974271	0.000856303085005249	0	4.62866532434671e-05	0	0.000717443125274041	0.00703557129301223	0	0	0	0	0	0	0	0	0	0.000277719919461407	0	0	0	0	0	0	2.31433266217335e-05	0	0	0	2.31433266217335e-05	0.00101830637135346	0	0.00106459302459954	0	0	0.00486009859056706	0.00571640167557432	0	0.0052072484898976	0
62	0	0	0	0	0.000218335314524119	0.00572523713641181	0.344557385799163	0	0.0708619393028581	0.00196501783071303	0.0122510370926996	0	0	0	0	0	0	0	0	0	0	0	0.00016981635574143	0.000509449067222271	0	0.000485189587830927	4.85189587830927e-05	0.000655005943572357	0	0.208025035782343	0.306712597947414	0.00359040294995128	0.000460930108439583	0.00276558065063951	0	7.277843817474e-05	0	0.000994638655054207	0.0122025181339088	0	0	0	0	0	0	0	0	0.000121297396957732	0.00366318138812733	0	0	0	0	0	0	0	0	0	0	0	0.00198927731010841	0	0.00157686616044748	0	0.000242594793915464	0.00984934863298073	0.00819970403434711	0	0.00208631522766976	0
63	0	2.15903447977998e-05	0	0	0.000215903447976994	0.00550553792343343	0.360429216055068	0	0.0247857158278472	0.00246129930695179	0.017768853768595	0	0	0	0	0	2.15903447977998e-05	0	0	0	0	0	4.31806895955997e-05	0.000474987585552399	0.000129542068787201	0.000712481378328096	0.000388626206360597	0.000626119999136295	0	0.289720836841196	0.253535418960797	0.00300105792689427	0.000410216551158297	0.00265561241012506	0	0.000194313103180299	2.15903447977998e-05	0.000647710343933994	0.0106440399852738	0	0	0	0	0	0	0	0	0	0.000453397240753695	0	0.000388626206360597	0.000431806895955997	0	0	0	0	0	0	2.15903447977998e-05	0	0.000777252412721194	0	0.000647710343933994	0	0.000496577930349095	0.0117883282596202	0.00388626206360597	0	0.00669300688731694	0
64	0	2.29016374671171e-05	0	0	0.000137409824802502	0.00272529485858262	0.465910912630491	0	0.0496736516660369	0.00364136035725925	0.0116798351081824	0	0	0	0	0	0	0	0	0	0	0	2.29016374671171e-05	0.000251918012137584	9.16065498682674e-05	0.00128249169815534	0.000297721287072422	0.00112218023588341	0	0.197984655902869	0.21463414634131	0.00256498339631068	0.000297721287072422	0.00169472117255882	0	0.000137409824802502	2.29016374671171e-05	0.00073285239894634	0.0209091950075221	0	0	0	0	0	0	0	0	0	4.58032749341337e-05	0	0	0	0	0	0	0	0	0	0	2.29016374671171e-05	0.000526737661742588	0	2.29016374671171e-05	0	0	0.00627504866597219	0.0116569334707251	0	0.0056109011794271	0
65	0	0	0	0	3.02837588201642e-05	0.00763150722268499	0.424638866175557	0	0.0373095908664399	0.00348263226431586	0.0271039641440076	0.000151418794100821	0	0	0	0	0	0	0	0	0	0	0	0.000484540141122426	0	0.0004239726234825	0.000211986311741753	0.000545107658763357	0	0.215802065352658	0.24345113715528	0.00130220162926444	0.0004239726234825	0.00233184942915123	0	0.000302837588201642	3.02837588201642e-05	0.00115078283516462	0.0179885527392069	0	0	0	0	0	0	0	0	0	0.000423972623481493	0	0	0.0004239726234825	0	0	0	0	0	0	0	0	0.000181702552920783	0	0	0	0	0.00563277914055537	0.00351291602313784	0	0.00502710396415611	0
66	0	0.00017480480130476	0	0	0.000116536534203174	0.00559375364176241	0.442372683836697	2.91341335508941e-05	0.0731849434797139	0.00477799790234019	0.0295128772870091	0	0	0	0	0	0	0	0	0	2.91341335508941e-05	0	0.000116536534203174	0.000262207201958148	0	0.000728353338771849	0.00026220720195714	0.000990560540729998	0	0.219438293905201	0.162451928679385	0.00186458454725078	0.000116536534203174	0.00192285281435236	0	2.91341335508941e-05	2.91341335508941e-05	0.00122363360913333	0.0183545041370502	0	0	0.00090315814007661	0	0	0	0	0	0	0.00201025521500978	0	0	0	0	0	0	0	0	0	0	0	0.00142757254399391	0	0	0	0.000116536534203174	0.0032338888241431	0.0234238433748782	0	0.00530241230626454	0
67	0	0	0	0	0.000233596345515374	0.00654069767442443	0.393869393687977	0	0.043968023255838	0.00423068936877273	0.0179350083056303	0	0	0	0	0	0	0	0	0	2.5955149501641e-05	0	0.000129775747508205	0.000233596345514366	0	0.000493147840531784	0.000571013289036909	0.00072674418604615	2.5955149501641e-05	0.285428779069686	0.209665697674247	0.0025955149501641	0.000233596345515374	0.0008824750830564	0	0.000233596345515374	5.1910299003282e-05	0.0010382059800616	0.0146127491694089	0	0	0	0	0	0	0.00119393687708396	0	0	0.00181686046511285	0	0	0.000830564784053319	0	0	0	0	0	0	0	0	7.78654485050239e-05	0	0.000181686046511285	0	0	0.00436046511627286	0.00493147840531784	0	0.00288102159468659	0
68	0	2.29257892202759e-05	0	0	0.000183406313762206	0.0038973841674469	0.318416286480751	0	0.0241867076274011	0.00192576629450116	0.0161168298218801	0	0	0	0	0	0	0	0	0	0	0	0.000206332102982482	0.000229257892202759	0	0.000825328411929929	0.000596070519727172	0.000710699465828551	0	0.335794034709555	0.262133473944863	0.00513537678533978	0.000618996308947447	0.00353057153992047	0	0.000160480524541931	4.58515784405517e-05	0.00162773103464159	0.00582315046194805	0	0	0	0	0	0	0	0	0	0.00176528576996527	0	0	0.000573144730506896	0	0	0	0	0	0	0	0	0	0	2.29257892202759e-05	0	0.000894105779590757	0.00958297989408133	0.00270524312798852	0	0.00226965313281536	0
69	0	0	0	0	8.74661068837274e-05	0.00478876935188005	0.348727368144486	0	0.0308974022566586	0.00135572465669576	0.0151316364908728	0	0	0	0	0	0	0	0	0	0	0	0.000153065687046523	0.000415464007697705	0	0.00209918656520342	0.000437330534418637	0.000546663168023296	2.18665267209319e-05	0.306874836001433	0.255685296947355	0.00441703839762622	0.000502930114580426	0.00411090702352714	0	0.000196798740488386	0	0.0011807924429263	0.00708475465756782	0	0	0	0	0	0	0	0	0.000196798740488386	0.000634129274906017	0	0	0	0	0	0	2.18665267209319e-05	0	0	0	0	0	0	0	0	0.000174932213767455	0.00734715297822706	0.00432957229073646	0	0.0025802501530619	0
70	0	0	0	0	4.22898546638896e-05	0.00190304345987	0.477170526790436	1.40966182212965e-05	0.0508465019241372	0.00280522702603499	0.0309702702321795	0	0	0	0	0	0	0	0	0	0	2.81932364425931e-05	2.81932364425931e-05	9.86763275490759e-05	1.40966182212965e-05	0.000704830911064828	8.45797093277793e-05	0.000704830911064828	0	0.172880925866375	0.218920480976323	0.00193123669631863	0.000155062800434262	0.000577961347073159	0	9.86763275490759e-05	0	0.000704830911064828	0.0286725214621192	0	0	0	0	0	0	0	0	0	0.000620251201737048	0	0	0	0	0	0	0	0	0	0	0	1.40966182212965e-05	0	2.81932364425931e-05	0	0	0.00266426084383208	0.00658312070934649	0	0.000733024147507421	0
71	0	0	0	0	7.68049155145059e-05	0.00494111623143113	0.464605734767417	0	0.0364183307730993	0.00296979006656277	0.0262416794674277	0	0	0	0	0	0	0	0	0	0	0	5.12032770096371e-05	0.000140809011777029	0.000140809011777029	0.000422427035330083	0.000166410650281396	0.000460829493086633	0	0.159728622631991	0.274155145928982	0.00145929339478103	0.000307219662058425	0.000307219662058425	1.28008192523842e-05	0.000153609831029212	1.28008192523842e-05	0.0006528417818734	0.0184587813619757	0	0	0	0	0	0	0	0	0	0.000806451612902612	0	0	0	0	0	0	0	0	0	0	0	3.84024577572529e-05	0	0	0	1.28008192523842e-05	0.00354582693291604	0.00149769585253658	0	0.00221454173066688	0
72	0.000233922181887262	0	0	0	0.000121292983200653	0.00505098637187027	0.414700709564326	0	0.0341699661246084	0.00167211041127203	0.0224911845992373	0	0	0	0	0	0	0	0	0	1.73275690286935e-05	8.66378451434674e-06	9.53016296578141e-05	0.000199267043830075	8.66378451434674e-05	0.000424525441203291	0.000381206518631055	0.000450516794746432	0	0.194302695303064	0.282950538454216	0.00200133422281179	0.000285904888973542	0.00195801530024658	0	0.000103965414172562	2.59913535430402e-05	0.000849050882406583	0.016201277041757	8.66378451434674e-06	0	0	0	0	0	0	0	0	0.00170676554932621	0	0	0	0	0	0	0	0	0	0	0	0.000251249750916357	0	0.000866378451434674	0	0.000285904888973542	0.00423659062752189	0.00441853010232386	0	0.00944352512064096	0
73	0	0	0	0	1.52483188728501e-05	0.00362909989173392	0.413854622527361	0	0.0311218188194059	0.00129610710419427	0.0309083423552898	0	0	0	0	0	0	0	0	0	0	0	0.000121986550982399	0.000411704609567357	0	0.000182979826474604	7.62415943642509e-05	0.000381207971821254	0	0.19787743401324	0.290068769918367	0.00344612006526535	0.000472697885058556	0.00123511382869804	0	0.00019822814534665	1.52483188728501e-05	0.000747167624769457	0.0139522117686056	0	0	0	0	0	0	0	0	0	1.52483188728501e-05	0	0	0	0	0	0	0	0	0	0	0	1.52483188728501e-05	0	3.04966377457003e-05	0	0	0.00492520699592819	0.0018602949024841	0	0.00314115368780432	0
75	0	0	0	0	1.63534971953496e-05	0.000686846882204886	0.508626469770042	0	0.045021177778822	0.000883088848549284	0.0552911740174884	0	0	0	0	0	0	0	0	0	0	0.000474251418666045	0.000179888469148946	8.17674859767482e-05	0	0.000834028356962932	0.000261655955125192	0.00047425141866504	0	0.178792784837343	0.186119151580889	0.00143910775319358	6.54139887814991e-05	0.000408837429884244	0	1.63534971953496e-05	0	0.000261655955126198	0.0113820340480011	0	0	0	0	0	0	0	0	0	0.000228948960735297	0	0.000408837429884244	1.63534971953496e-05	0	0	0	0	0	0	0	0	0	0	0.000343423441102444	0	0	0.00117745179806839	0.00327069943906993	0	0.00323799244468306	0
76	0	0	0	0	1.61371008084551e-05	0.00142006487114807	0.466378350464826	0	0.0551404734624546	0.00154916167760969	0.0260775549065118	0	0	0	0	0	0	0	0	0	0	1.61371008084551e-05	6.45484032338207e-05	6.45484032338207e-05	0	0.00082299214123272	0.000145233907276599	0.000467975923445702	0	0.133663605996923	0.272168342236031	0.00314673465765127	0.000435701721828792	0.00182349239135694	0	0	0	0.000516387225870565	0.0182510610143935	0	0	0	0	0	0	0.000290467814552193	0	0.00030660491536115	0.00024205651212733	0.000145233907275594	0	0	0	0	0	0	0	0	0	0	1.61371008084551e-05	0	1.61371008084551e-05	0	0	0.00245283932288117	0.00876244573899768	0	0.00559957398054248	0
77	0	0	0	0	3.17399860344638e-05	0.000618929727670737	0.469656573351132	0	0.0515298673268244	0.000952199581032908	0.0615279629276795	0	0	0	0	0	0	0	0	0	0	0	0.000111089951120723	7.93499650861594e-05	0	0.000999809560084502	0.000253919888275509	0.0003491398463787	0	0.264981273408176	0.125880784612506	0.000936329588015374	6.3479972068827e-05	0.000428489811464356	0	0	0	0.000142829937154785	0.0114740049514666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.17399860344638e-05	0	1.58699930172319e-05	0	0	0.00120611946930439	0.00761759664826527	0	0.00111089951120723	0
78	0	0	0	0	2.32585184323684e-05	0.000767531108268559	0.621804861030616	0	0.0942551459472227	0.0026631003605113	0.0384695894871627	0	0	0	0	0	0	0	0	0	0	0	2.32585184323684e-05	2.32585184323684e-05	0	0.000337248517269442	6.97755552971052e-05	0.000232585184323684	0	0.0961856029771046	0.113420165135165	0.000372136294918697	0.000162809629027181	0.000244214443539768	0	0	0	0.000151180369810093	0.0239911617629977	0	0	0	0	0	0	0	0	0	0.00109315036631991	0	0	0.000476799627863452	1.16292592161842e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000802418885917813	0.00386091405977396	0	0.000558204442377042	0
89	0	0	0	0	7.91130299160268e-05	0.0018195996880655	0.439450277461651	0	0.129033351792959	0.00322103050372043	0.0241633797086783	0	0	0	0	0	2.26037228331505e-05	0	1.13018614165753e-05	0	0	0	0.000113018614165753	7.91130299160268e-05	0	0.00129971406290967	0.000192131644082081	0.00145794012274233	0	0.12875080525722	0.163131067686323	0.00230557972898296	0.000214735366915031	0.000271244673997404	0	0.000158226059831651	0	0.000825035883409691	0.0317582305806257	0	0	0	0	0	0	0	0	0	0.000565093070828763	0	0	0	0	0	0	0	0	0	0	0	0.00068941354641099	0	1.13018614165753e-05	0	7.91130299160268e-05	0.00246380578881562	0.0346854126874394	0	0.0331483595348109	0
