Timepoint	Acidobacteriales	Actinomycetales	Bifidobacteriales	Coriobacteriales	Bacteroidales	Flavobacteriales	Sphingobacteriales	mle1-12	YS2	Stramenopiles	Streptophyta	Bacillales	Lactobacillales	Turicibacterales	Clostridiales	Fusobacteriales	Caulobacterales	Rhizobiales	Rhodobacterales	Rhodospirillales	Sphingomonadales	Burkholderiales	Neisseriales	Rhodocyclales	Desulfovibrionales	MIZ46	Myxococcales	Campylobacterales	Aeromonadales	Enterobacteriales	Pasteurellales	Pseudomonadales	Xanthomonadales	Erysipelotrichales	RF39	Verrucomicrobiales
33	0	0.000127620972609401	0.0741167421470018	0.000986475626117854	0.191434908130026	0.000172460773796758	0	0	0	0	0	3.44921547594516e-06	0.00128655737253001	2.06952928556109e-05	0.676718830302131	0	0	0	0	0	0	0.00045529644282424	0	3.44921547594516e-06	5.51874476150625e-05	0	0	6.89843095189031e-06	0	4.4839801187157e-05	0.000282835669026483	0.000282835669027483	0	0.0540009174913472	0	0
34	0	0.000206879584898574	0.0901855206656001	0.000701713186616217	0.305494050814324	8.38701019860192e-06	0	0	1.11826802647959e-05	0	0	5.59134013240795e-06	0.00654745929503454	0	0.561675277330223	0	0	0	0	0	0	0.00228406244408799	5.59134013239795e-06	0	0.00132514761137616	0	0	1.95696904633678e-05	2.79567006620397e-06	0.00017612721417111	0.000223653605295918	8.10744319197952e-05	0	0.0310403247450618	5.59134013240795e-06	0
35	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36	0	0.00113664985371889	0.044884752746293	0.0012335234207993	0.274055321265018	6.45823780522777e-06	0	0	0	0	0	1.29164756104555e-05	0.00399764920144319	2.58329512209111e-05	0.643162986547598	1.93747134156833e-05	0	0.000884778579316805	0	0	0	0.00536033737835305	6.45823780522777e-06	0	0.000374577792703611	0	0	9.04153292732888e-05	0	0.000167914182935722	0.00545075270761944	0.00145956174399028	0	0.01766973863508	0	0
37	0	0.000932972081517758	0.0654494051125061	0.000716220991871168	0.271989633643174	0.000494757922016478	0	0	0	0	4.71198020967979e-06	0.00022617505006479	0.00200730356932051	2.82718812580987e-05	0.590029449876638	0	0	0	0	0	0	0.0089386264577653	0	9.42396041935958e-06	0.00188479208386992	0	0	0	0	0.00089998822004906	0.00744964071150577	0.000537165743903376	0.00140888208270184	0.0469925786312092	0	0
38	0	0.000142859041315683	0.0791571981024036	0.000681072173717166	0.201750189371013	0.000265784262914016	0	0	0	0	0	0	0.00137543356058523	7.30906723013544e-05	0.675178407686604	0	0	0	0	0	0	0.00406317691930442	3.3223032864252e-06	0	0.000295684992492043	0	0	9.96690985927559e-06	0	7.30906723013544e-05	0.000342197238502195	0.000229238926763539	0	0.0363592871666366	0	0
39	0	0.000166429735446456	0.0636593738080092	0.000187233452376262	0.343594188828951	3.46728615512782e-06	0	0	0	0	0	4.16074338615139e-05	0.0035019590166825	6.93457231024565e-06	0.565230054436	0	0	0	3.46728615512782e-06	0	0	0.00512464893726744	1.04018584654035e-05	0	0.000766270240282389	0	0	2.08037169308069e-05	3.46728615512782e-06	0.00105058770499775	0.000703859089489968	0.000242710030857748	0.000253111889324151	0.0154294233902818	0	0
40	0	4.57636581637583e-05	0.070759768252878	0.000265429217350438	0.301545896373015	0	0	0	0	0	3.66109265310466e-05	0	0.00797202925213405	0	0.582351702865385	9.15273163276165e-06	0	0	0	0	0	0.00478687864393679	9.15273163276165e-06	0	0.00110748052756031	0	0	9.15273163276165e-06	0	0.000530858434700876	0.000970189553072635	2.7458194898235e-05	0	0.0295724759054755	0	0
41	0	0.000549544908122418	0.155727288339126	0.000429331959470639	0.200875837197216	0	0	0	0	0	8.58663918941278e-05	0.00077279752704715	0.028353082603443	0	0.590451657221744	1.71732783788256e-05	0	0.000206079340545907	0	0	0.000360638845955337	0.00949682294349653	1.71732783788256e-05	0	0.00111626309462366	0	0	3.43465567576511e-05	0	0.000326292289197685	0.000549544908122418	0.000446505237849464	0	0.0101837540786296	0	0
42	0	0.000147426305275941	0.11275900959005	0.000501249437936598	0.129440296032384	0	0	0	7.37131526378703e-06	0	0	6.63418373740733e-05	0.0218264644960453	0	0.705832921767903	7.37131526378703e-06	0	3.68565763188852e-05	0	0	0	0.00171751645645661	0	0	0.000405422339508337	0.000265367349496493	0	0	0	0.00101724150640739	0.00531471830518796	1.47426305275941e-05	8.10844679016673e-05	0.0205512269554345	0	7.37131526378703e-06
43	0	0.000263636237494878	0.0994001119298471	0.00280286947231418	0.24582922847069	9.2503942980587e-06	0	0	0	0	0	6.93779572354152e-05	0.00211371509710962	4.62519714903435e-06	0.593098280814262	0	0	0	0	0	0	0.000763157529590068	0	0	0.00159106781927046	0	0	0	0	0.000504146489244784	0.00261323638920581	0.000397766954816114	0	0.0505395292474724	0	0
44	0	0.000171225159324461	0.0807479926517214	0.000460495705580122	0.035296907012836	0.000112681165618437	2.26975910550417e-06	0	0	0	7.54076204103382e-06	0	0.0079030168721803	3.77791151370094e-05	0.708934878456806	2.23784578816577e-05	0	0	0	0	0	0.00115222718478434	2.01086987761235e-05	4.0217397552147e-05	0	0	0	7.24063765801727e-05	2.51358734700794e-06	0.0001127743839965	0.0231468091624092	0.000345828087137889	2.51358734701794e-05	0.141384814129714	0	0
45	0	0.000263517236422306	0.0452903613913186	0.000252870075354758	0.165211998285748	7.98537080069079e-06	0	0	5.32358053379386e-06	0	0	0	0.00298919046972152	0	0.712116735474034	0.000143736674411894	0	0	0	0	0	0.00196706300723694	2.66179026689693e-06	0	4.25886442702909e-05	0	5.32358053379386e-06	0	2.66179026689693e-06	0.000202296060284407	0.00627383965907499	2.92796929358562e-05	0	0.0651925672167847	0	0
46	0	8.96524744082701e-05	0.0782095585838749	0.000305633435483262	0.078242159483623	0	0	0	0	0	4.07511247310682e-06	8.15022494621365e-06	0.00383468083718683	8.15022494621365e-06	0.780636695572645	8.15022494621365e-06	0	0	0	0	0	0.000211905848600875	4.07511247310682e-06	0	4.07511247310682e-06	0	0	8.15022494621365e-06	0	0.000305633435483262	0.00568885701244949	3.66760122579514e-05	0	0.0523937210667833	0	0
47	0	0.000150091974966156	0.107532173785315	0.00081328907365475	0.0494221458963868	3.49051104572734e-06	3.49051104572734e-06	0	0	0	0	6.98102209145468e-06	0.0216341874614057	3.49051104572734e-06	0.669909351428132	0	0	6.98102209145468e-06	0	0	0	0.000150091974966156	2.44335773201114e-05	0	3.49051104572734e-06	0	0	2.0943066274324e-05	0	0.00199308180710367	0.00560576073943707	7.67912430060215e-05	0	0.142639733883666	0	0
49	0	9.03080454963362e-05	0.0897234197281906	0.00042777495235154	0.207261717468819	0	0	0	0	0	0	0	0.00190597506547272	3.32713851828976e-05	0.675504180311779	0	0	0	0	0	0	0.00202004838610699	0	0	0.000199628311096985	0	0	9.50611005224645e-06	0	0.000361232181985545	0.00137838595757418	5.70366603134387e-05	0	0.0210275154355785	0	0
50	0	0.000144536331355444	0.114046978213728	0.000449234543402974	0.24395779539125	1.17191620017819e-05	0	0	7.81277466786129e-06	0	1.17191620017819e-05	3.90638733393064e-06	0.0103636455969287	1.95319366697032e-05	0.6118769800504	3.90638733393064e-06	3.90638733393064e-06	0	0	0	0	0.0024414920837129	2.73447113375245e-05	0	5.4689422675049e-05	0	0	7.81277466785129e-05	3.90638733393064e-06	0.00012109800735148	0.00646897742498603	0.000187506592028711	0	0.00971127891215436	3.90638733393064e-06	0
51	0	0.000129370290112693	0.104503472205838	0.000725397698133031	0.199817033446925	1.38611025121172e-05	0	0	0	0	4.62036750402905e-06	0.000401971972851297	0.00591407040516598	0	0.67265158270713	0	0	0.000203296170177518	4.62036750402905e-06	0	0	0.000951795705831244	4.62036750402905e-06	4.62036750402905e-06	4.62036750402905e-06	0	0	4.62036750402905e-06	0	8.31666150727029e-05	0.00121515665356137	9.70277175847201e-05	0	0.0132650751040808	0	0
52	0	6.94249405943351e-05	0.105582711927541	0.00095301509361329	0.14071488754749	9.46703735377024e-06	0	0	0	0	3.15567911792341e-06	6.31135823584682e-06	0.00554137253107827	0.000107293090009536	0.709617563247655	0	7.88919779480353e-05	0	0	0	0	0.000306100874439441	6.31135823584682e-06	0	9.46703735377024e-06	3.15567911792341e-06	0	9.46703735377024e-06	0	0.00246142971198406	0.00385939556122266	8.52033361839021e-05	0	0.0305753749734711	0	0
53	0	0.000230842836983419	0.0697517694848322	0.00111698146927332	0.0785498601911668	3.72327156425772e-06	3.72327156425772e-06	0	0	0	3.72327156425772e-06	0	0.00780025392712132	0.000662742338438234	0.701646803013247	3.72327156425772e-06	0	9.68050606707207e-05	0	0	0	0.000592000178717058	3.72327156425772e-06	0	4.84025303353104e-05	0	0	0	0	0.00292276817794651	0.0288404615366898	0.00021222647916253	6.7018888156599e-05	0.107442447529438	0	0
54	0	0.000811774883567891	0.0841283196852621	0.000645864688384986	0.306116160838187	0.000219238472203803	5.92536411363089e-06	0	5.92536411363089e-06	0	5.92536411363089e-06	0	0.00792221181992395	2.37014564545435e-05	0.574138155789504	0	0	0	0	0	0	0.0044084709005409	5.92536411363089e-06	0.000521432041999558	0.000112581918159007	0	0	5.92536411363089e-06	0	0.00280269722574775	0.000207387743976381	0.000450327672636027	0.000432551580294395	0.0170294964625901	0	0
55	0	0.000263495249684378	0.0787821190347487	0.00139149176798874	0.21061560187952	0.000888186234889172	0	0	0	0	2.96062078296391e-06	1.48031039147695e-05	0.0128550154396413	0.00037895946021906	0.657574600242079	0	2.96062078296391e-06	0	0	0	0	0.00169347508785868	2.36849662636913e-05	0	0.000725352091826107	0	0	1.18424831318956e-05	0	0.00386064950099118	0.000133227935233326	0.000201322213241626	0	0.0305802520672032	0	0
56	0	0.000132053514687324	0.10362280564155	0.00133497850003459	0.125681932603089	4.12667233396512e-06	0	0	0	0	2.47600340038107e-05	4.12667233396512e-06	0.00722167658443396	0.000326007114383424	0.703298449197035	4.12667233396512e-06	0	0	0	0	0	0.000247600340038107	4.12667233396512e-06	0	0.000286803727210766	0	0	2.06333616698256e-06	2.06333616698256e-06	0.000200143608197678	0.00339831466701715	6.39634211764693e-05	0	0.0541398776854726	0	0
57	0	0.000295861354817432	0.0693396602144685	0.0020454260972504	0.115255066625521	0.000247499402587698	0	0	0	0	4.55171315104203e-05	9.38790837400543e-05	0.00720308606151886	0.000366981872802276	0.726538763527521	2.84482071939377e-06	0	0	0	0	0	0.000813618725746937	5.68964143878753e-06	0	9.6723904459468e-05	0	0	1.13792828775551e-05	2.84482071939377e-06	0.000537671115966102	0.00215352928458192	0.000179223705322367	5.68964143878753e-06	0.0747590436849923	0	0
58	0	0.000134193963955863	0.108297212791582	0.00154591446476986	0.273251117164575	5.36775855821453e-06	0	0	0	0	0	2.68387927910727e-06	0.0133281445000795	2.41549135120354e-05	0.551419101168767	0	0	0	2.68387927910727e-06	0	2.68387927910727e-06	0.00170157946294923	8.05163783733179e-06	0	0.00130436532965051	0	0	1.34193963955863e-05	0	0.000815899300848928	6.17292234195571e-05	0.000155664998188361	0	0.0479260322870742	0	0
59	0	0.000274582182163967	0.159775691834123	0.00212871959781164	0.108157072331039	8.77530685266058e-05	0	0	0	0	0.000234951764119745	0.000172675392907824	0.015144481181192	4.81226504822838e-05	0.60840900856015	2.83074414601728e-06	0	0	0	0	0	0.000526518411160235	5.66148829203457e-06	0	0.000435934598487442	0	0	8.49223243805185e-06	0	0.0519668010326314	0.000537841387743584	0.000693532315773885	0	0.0513893292268116	0	0
60	0	0.00022694493300625	0.0960215956019952	0.00108396066685755	0.231794387890279	8.95835261866776e-06	0	0	0	0	2.98611753956592e-05	8.95835261866776e-06	0.017262745496164	2.38889403164474e-05	0.601798239982879	5.97223507911184e-06	2.98611753955592e-06	2.98611753955592e-06	0	0	0	0.000624098565766437	1.19444701582237e-05	0	0.000904793614485194	0	0	3.28472929350651e-05	2.98611753955592e-06	0.0183049005174903	0.00149903100486457	0.000235903285625668	0	0.0301120092688469	0	0
61	0	0.000118402606751822	0.0674231803887469	0.000904595915584517	0.319156594551287	4.73610427007287e-06	0	0	0	0	9.47220854014573e-06	0.000146819232371859	0.00329159246770764	5.20971469708015e-05	0.587016443754308	0	0	9.47220854014573e-06	0	0	0	0.00184708066533242	0	0	9.94581896715302e-05	0	0	4.73610427007287e-06	4.73610427007287e-06	0.000213124692153279	0.00347630053423588	0.000653582389269855	0	0.0155675747357177	0	0
63	0	0	0	0	0.384615384616	0	0	0	0	0	0	0	0	0	0.615384615384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
64	0	0.000332619587135632	0.0285013408727	0.00128890090015157	0.238577338508829	1.18792709691869e-05	0	0	0	0	5.93963548456343e-06	0.000305891227455162	0.0140709964629354	0.00209669132604468	0.618782315329367	2.96981774228672e-06	0	0.000213826877444764	0	0	0.000641480632333291	0.00275005122935396	5.93963548457343e-06	0.000187098517764293	0.0035222038423431	0	0	1.18792709691869e-05	2.96981774228672e-06	0.00113744019529724	0.00818184787998345	0.00102161730334687	0.000276193050032194	0.0780705688090896	0	0
65	0	0.000166046554534489	0.0658282340640966	0.00247224870083862	0.226167707020228	0	0	0	0	0	0	0	0.00627901971034306	0.000793333538329004	0.61466744565041	4.30491067310491e-05	0	0	0	0	0	0.00106392792349791	0	0	0.00116232588173442	0	0	1.8449617170421e-05	0	0.000762584176377469	0.00714000184496004	8.60982134619981e-05	0	0.0733495279972869	0	0
66	0	0.000601386288392697	0.0766984512753702	0.00335412352598566	0.116042754225026	1.23997172864205e-05	0	0	0	0	6.19985864322027e-06	1.85995759296308e-05	0.0211601175492944	0.00209555222140527	0.698792267536475	0	0	6.19985864322027e-06	0	0	0	0.000185995759296308	0	6.19985864322027e-06	0.00101057695884597	0	0	3.09992932161514e-05	0	0.00022319491115597	0.00138256847744259	0.000111597455577985	0	0.07826081565337	0	0
67	0	0.000165833079056518	0.0628706369316639	0.00109449832176822	0.280012470647746	0	0	0	0	0	1.32666463244815e-05	0	0.00189049710123511	0.000165833079055518	0.580833676054878	0	0	0	0	0	0	0.000344932804436318	6.63332316223074e-06	0	0.000696498932034777	0	0	0	0	9.9499847433511e-05	0.00378099420247022	4.64332621356852e-05	0	0.0679716624434371	6.63332316223074e-06	0
68	0	0.000134102905205523	0.0194663777196356	0.000638329828777532	0.354487619619792	5.36411620821094e-06	0	0	0	0	0	0	0.00128738788997343	4.29129296656475e-05	0.579855597991708	0	0	7.50976269149331e-05	0	0	0	0.0035188602325847	5.36411620821094e-06	5.36411620821094e-06	0.000670514526026617	0	0	5.36411620821094e-06	0	0.00244603699094851	0.00533193151096385	0.000396944599407389	0	0.0316268291635628	0	0
69	0	0.000558630846578781	0.00990300137116612	0.000710984713827721	0.20496673607192	0	0	0	0	0	0.000253923112081901	5.07846224162801e-05	0.0074145548727771	0.000253923112081901	0.706312528566723	0	0	0	0	0	0	0.000812553958661682	0	0	0.000355492356913861	0	0	5.07846224162801e-05	0	0.00492610837437807	0.0364125742725857	0.000253923112081901	0	0.0267634960133895	0	0
70	0	0.000188744725802664	0.0581090213890002	0.000639296651913023	0.388387937385782	0	0	0	0	0	0	0	0.00230146794688248	0	0.481000712358859	0	0	0	0	0	0	0.00235626480276326	3.04426977101297e-05	0	0.0113673033249504	0	0	0.000127859330382805	0	0.00168043691359372	0.000219187423513094	9.7416632672375e-05	0	0.053493908416175	0	0
72	0	0.000127815945039485	0.0457581083239736	0.000551206262982091	0.133711455503807	7.98849656495031e-06	0	0	0	0	3.99424828247515e-06	7.98849656495031e-06	0.0626338073175126	7.98849656495031e-05	0.672998881610653	3.99424828247515e-06	0	0	0	0	0	0.000147787186451561	0	3.99424828247515e-06	0	0	0	7.98849656495031e-06	0	0.023989455184541	0.00235261223838393	0.000287585876338091	0	0.0573214571018425	3.99424828247515e-06	0
73	0	0.000230747353112689	0.00971821991831763	0.000262944658198111	0.452178952621371	5.36621751425696e-06	0	0	0	0	0	5.36621751425696e-06	0.00914940086181151	0.000354170355940639	0.432887400658287	0.000193183830513531	0.000289775745770796	2.14648700570478e-05	1.07324350284739e-05	3.75635225998587e-05	6.97608276853805e-05	0.00436810105661188	5.36621751425696e-06	0	0.00142741385879403	0	0	7.51270451996174e-05	2.14648700570478e-05	0.0604933700382367	0.00105714485030618	0.00355243599444387	0	0.0235791597576002	5.36621751425696e-06	0
74	0	8.3644384860777e-05	0.00307723289567053	0.0018603004803178	0.482879983247348	3.83970057537512e-06	0	0	0	0	7.67940115076024e-06	2.20116802265203e-05	0.00111273464542444	2.20116802265203e-05	0.418328764192406	4.40233604531405e-06	0	0	0	2.64140162718243e-05	0	0.00137793118218117	8.80467209060811e-06	0	0.000475452292892838	0	0	8.80467209060811e-06	4.40233604531405e-06	0.0533182810037365	0.000677397115507775	0.00557054425604669	0	0.0270126421566158	0.00150900232612226	0.00260771932614728
75	0	0.00914708315085877	0.00939035663892403	0.000340582883277328	0.197586726998746	0.00778475161775747	0.00637376538703111	0	0	0.00321121004232308	0	0.00199484260204691	0.0225271249938866	0	0.611735513063704	0	0	0.0133800418430379	0.000194618790444187	0	0.0043789227849842	0.0244246582007335	0.00131367683549626	0.00145964092833141	0	0	0	0.00549798083004028	0	0.0350800369775888	0.00369775701844357	0.00433026808737916	0.0035517929255984	0.0294847467522583	4.86546976109466e-05	0.00306524594949795
76	0	0.00533124052824616	0.0128545139640313	0.00489824637366932	0.269078804936367	0.00476293570035527	0.00430287941112366	0	0	0	0	0.00216497077289424	0.00549361333621499	0.000216497077289424	0.599696904091634	0	0.000189434942628623	0.000378869885256241	0.00254384065815148	0	0.00083892617449589	0.00963411993937987	0.0071714656852128	0.000243559211950225	0.00121779605975615	0	0	0	0	0.0232734358086307	0.00127192032907574	0.00154254167568376	0.0012177960597461	0.0319603810348423	0.00330158042866598	0.00641372591469831
77	0	0.000419792168466559	0.0065928015965771	0.000371619296676511	0.126488197646703	0	0	0	0	0	3.4409194136677e-05	0.000206455164820062	0.0039088844539273	0.000172045970682885	0.700633129171962	0.000206455164820062	0	0	0	0.00130754937719272	0	0.000289037230748287	6.88183882733539e-06	0.000316564586057028	0.00025462803661111	0	0	2.06455164820062e-05	0	0.0849975913563425	0.0081274516550692	0.00183056912806581	0	0.0638152914458324	0	0
78	0	0	0.00167589624016126	3.64325269600447e-05	0.397406004079829	0	0	0	0	0	0	0.000145730107839979	0.00153016613232028	0.000364325269600447	0.496793937628057	0	0	0	0	0	0	0.00364325269600447	0	0	7.28650539200894e-05	0	0	3.64325269600447e-05	0.000582920431360915	0.0624817837365697	0.0154109589041135	0.00648498979889356	0	0.0133343048674096	0	0
79	0	0.000273250604449859	0.003147405530902	0.000198049620162824	0.230266651479803	1.88002460716586e-05	0	0	0	0	0	0	0.0173221275824505	0.000453150304966315	0.553334040606063	0.0235755085738693	0	0	0	0.000298534374687334	0	0.00219443933903476	0	0	0.000617488231479839	0	0	0.00658008612506551	3.76004921434172e-05	0.107679121116139	0.0134687537843436	0.0132641285195202	0	0.0272708634688487	0	0
80	0	0.000359292194376517	0.00155693284230658	0.00050899727536765	0.218090361986631	0	0	0	0	0	5.98820323960528e-05	0	0.00329351178178891	0	0.374382466540841	0.000119764064792506	0	0.00221563519865435	0	0.000389233210575144	0	0.00994041737775196	0	0	0.00143716877751608	0	0	5.98820323960528e-05	0	0.346597203509404	0.000119764064792506	0.0135033983053595	0	0.0273660888050506	0	0
81	0	0.000998040882712813	0.00439137988393438	0.00120504195468518	0.0284700402913906	5.91431634199889e-05	0	0	0	0	0	1.47857908549972e-05	0.00898976083983111	0.000155250803977771	0.549166451041119	8.13218497024848e-05	0	0	0	3.69644771374931e-05	0	0.000295715817099945	1.47857908549972e-05	0	0.000369644771374931	7.39289542749861e-06	0	6.65360588474875e-05	7.39289542749861e-06	0.284182900232298	0.00011089343141298	0.00513066942667422	0	0.116245887701817	0	0
82	0	0.000215188387651691	0.000573835700405843	0.000176063226260475	0.262640687559784	1.30417204638055e-05	0	0	0	0	0	0	0.00367124431054715	0.000163021505797069	0.363303206958891	0.0028365742008632	0	0	0	0	0	0.000541231399246829	0	0	0.000697732044811696	5.21668818550221e-05	0	6.52086023188276e-06	0	0.298720607222299	0.000169542366028272	0.0011933174224301	0	0.065026018232434	0	0
84	0.000160924989920528	0.000425774121474831	0.0211517772748	0.000364975807625309	0.20643090716077	0.00010919910030318	6.37142169992481e-06	0	0	0	2.64487685274014e-05	0.000333954734459134	0.00812460401115209	0.000417709163711459	0.506579072441706	0.00425306434471174	0.000117820081905904	7.47151738912807e-05	0	0.000290395560450446	0.000442543722282202	0.00175994910056153	1.88291455647532e-05	1.97383657311361e-05	0.00175437730123516	0	0	3.50877039840258e-05	0	0.136932665035149	0.0276102749814041	0.000570206925797029	9.48307976316717e-05	0.0818937827635497	0	0
85	0	5.23484838570278e-05	3.92613628927208e-05	0.000117784088678263	0.371438667207315	1.30871209642069e-05	0	0	0	0	0	0	0.00142649618510196	0	0.356519349308155	0.0234782950098517	0	0	0	0	0	0.00134797345932112	0	0	0.00349426129745746	0	0	1.30871209642069e-05	0	0.220360942796696	7.85227257855417e-05	0.000523484838570278	0	0.021083351873426	1.30871209642069e-05	0
87	0	0.000130728447963068	8.7152298641812e-05	0.000595540707385865	0.388234439683268	0	0	0	0	0	0	0	0.00374754884159661	0	0.316609775582915	0.0352240540344128	0	0	1.45253831070187e-05	0	0	0.000784370687776408	5.81015324279747e-05	0	0.00065364223981334	0	0	7.26269155348933e-05	0	0.229588205389018	0.012244897959151	0.00171399520662	0	0.0102403950903687	0	0
88	0	0.000173417087363016	0.000250491348414913	0.000934525415237866	0.426317006435457	0	0	0	0	0	9.63428263131202e-06	9.63428263131202e-06	0.00409457011830761	5.78056957878721e-05	0.336130486723974	0.0188639253920713	0	0	0	0	0	0.000510616979459937	9.63428263131202e-06	0	0.00210990789626053	0	0	2.89028478939361e-05	1.9268565262624e-05	0.191298315927688	0.00464372422829199	0.00285174765887716	0	0.0116863848317579	0	0
89	0	0	0	0	0.00886524822694734	0	0	0	0	0	0	0	0.000886524822694734	0	0.0150709219857905	0.000886524822694734	0	0	0	0	0	0.473404255319949	0	0	0	0	0	0	0	0.0026595744680842	0	0.341312056736872	0.155141843971578	0.00177304964538947	0	0
90	0	0.000632559861762271	0.0202650580103213	0.00070198716366324	0.136540360404872	0	0	0	0	0	2.31424339669563e-05	0.000115712169834281	0.00776814366822696	0.0003702789434705	0.584940446802734	0.00118026413231347	0	7.71414465564209e-06	0	1.54282893113042e-05	0	0.000439706245371469	1.54282893113042e-05	0	0.000840841767465178	0	0	3.85707232782605e-05	6.94273019007688e-05	0.128232226611157	0.00505276474944662	0.0116406442853901	0	0.101109294001547	0	0
91	0	0.000449229217238449	0.00993033006525782	0.000764477790738062	0.297594653384195	7.88121433751033e-06	0	0	0	0	2.3643643012571e-05	1.57624286749807e-05	0.0137606002333091	0.00100091422086577	0.474315122474591	0.00118218215062855	0	0	0	2.3643643012571e-05	0	0.00126099429400846	0	0	0.00405094416947903	0	0	0	3.15248573500613e-05	0.141278648213533	0.000669903218688178	0.0096229627060992	0	0.044016582074981	0	0
96	0	0.000224016978128716	0.00172728880504915	0.000117903672698956	0.308760242881559	1.17903672698956e-05	0	0	0	1.17903672698956e-05	0	0.000165065141778738	0.00389082119908453	0.000112008489064358	0.482267287626289	0.00176265990686074	0	0	5.89518363496778e-06	0.000418558038082442	0	0.00112598007428218	3.53711018097867e-05	0	0.00010611330542976	0	5.89518363496778e-06	1.17903672698956e-05	4.12662854447845e-05	0.148935919353574	0.00532335082237379	0.0159111006308154	0	0.0290278842185955	0	0
97	0	9.8457792934225e-05	0.00298058591336639	0.000187964877419502	0.492655943718245	0	0	0	0	0	0	0	0.00301638874716058	0	0.403220464899596	9.8457792934225e-05	0	0.000241669128110789	0	8.95070844856772e-06	0	0.00450220634962951	0	0	0.000608648174502245	0	0	8.95070844856772e-06	4.47535422428386e-05	0.0522810880480973	0.0007876623434732	0.00218397286144564	0	0.0370738343939447	0	0
98	0	0.000194697280495489	0.00445717702849512	0.000159929908978616	0.405394505364185	0.000132116011765118	0	0.000368534138081854	0	0	0	0	0.00146022960371867	2.78138972136984e-05	0.479143053827228	6.95347430343461e-05	0	0.000479789726936848	0	5.56277944274969e-05	0.000549324469971594	0.00970009665327758	0	0	0.00249629727492948	0	7.64882173377207e-05	2.78138972136984e-05	6.95347430343461e-06	0.0657937738591346	0.00253801812075173	0.00061885921300534	0.000410254983902102	0.0258391105116121	0	0
99	0	0.000245645925962969	0.00807356276663359	0.000695996790228413	0.341177626569036	8.18819753208898e-06	0	0	0	0	0	8.18819753208898e-06	0.00219443693859452	0.000262022321027167	0.538398552326716	0.000352092493879256	0	8.18819753208898e-06	0	8.18819753208898e-06	0.000204704938302474	0.00303782128440272	8.18819753208898e-06	0	0.00143293456811732	9.82583703849877e-05	0	0	1.6376395064198e-05	0.0604452741817826	0.000294775111155563	0.000294775111155563	8.18819753208898e-06	0.0427260147223644	0	0
100	0	0.000140070358417845	0.00823721453929717	0.000242429466493962	0.472484255553002	0	0	0	0	0	0	6.46478577315898e-05	0.0027690832395017	4.84858932986924e-05	0.428728430511703	0.00105591500961637	0	0.000140070358418845	0	0.000167006965806507	0	0.00508563147488067	5.38732147763249e-06	0	0.00353947021080884	0.000474084290031859	3.23239288657949e-05	3.23239288657949e-05	5.38732147763249e-06	0.0429531141411365	0.00933084079925626	0.000231654823537897	0.000167006965806507	0.0240651650405676	0	0
101	0	0.000190131678375001	0.0207584791415782	0.000297385445664591	0.369255220089396	0	0	0	4.87517124038592e-06	0	0	3.41261986827515e-05	0.00657173083204962	9.75034248077184e-06	0.459060749508565	0.000351012329308386	0	4.87517124038592e-06	0	0.000770277055980875	0	0.000180381335894129	9.75034248077184e-06	0	0.00279834829198622	0	0	4.87517124038592e-06	0.00010725376728859	0.109564598456963	0.00151617825576457	0.00469966507573623	0	0.023810336338085	0	0
102	0	0.000726376733155744	0.0459326463612779	0.00188715523810189	0.198158421341481	2.84853620845096e-05	1.42426810423048e-05	0	0	0	0	2.13640215634572e-05	0.0279227761833827	0.000284853620845096	0.509346759434145	0.000185154853549562	0	0	0	0.00035606702605662	0	0.000213640215634572	0	0	0.00120350654806965	0	0	2.13640215634572e-05	2.84853620845096e-05	0.130356138239185	0.000413037750225639	0.00348945685535367	0	0.0794100681511975	0	0
103	0	0.000204279272462969	0.0161985897163978	0.000189147474503156	0.446395605725877	7.56589898011625e-06	0	9.83566867414812e-05	0	0	0	0.000158883878582531	0.0194746239748377	1.51317979602125e-05	0.374254758950224	3.0263595920425e-05	0	7.56589898011625e-05	0	9.0790787761375e-05	9.83566867414812e-05	0.00182338165420591	7.56589898011625e-06	0	0.006779045486182	0	7.56589898011625e-06	0.00135429591744472	3.0263595920425e-05	0.102835698938058	0.00138455951335834	0.00215628120932578	0	0.0263293284507537	0	0
105	0	0.000851005106030621	0.000230001380008222	0.000276001656010066	0.130295781774872	5.75003450020555e-05	0	0	0	0	0	0.000644003864022821	0.00892405354431981	0.210140760844245	0.196064676387643	0.00173651041905787	0.00117300703804353	0.000460002760016444	0	0.00063250379502261	0.000149500897005745	0.00864805188831074	0.000184001104006377	0	0.00052900317401871	0	0.0001035006210039	0.0822139932839531	0	0.188946133676548	0.161817470905647	0.00274851649110446	0.000230001380008222	0.00294401766410004	0	0
