Timepoint	Corynebacterium	unknown5523	Renibacterium	unknown912	Bifidobacterium	Collinsella	Eggerthella	unknown7577	Bacteroides	Parabacteroides	Alistipes	unknown2247	unknown2959	Flavobacterium	Pedobacter	unknown7559	unknown5504	unknown1456	unknown589	Bacillus	Staphylococcus	Abiotrophia	Aerococcus	Enterococcus	Lactobacillus	Leuconostoc	Weissella	Lactococcus	Streptococcus	Turicibacter	unknown1563	Clostridium1	unknown3540	Anaerococcus	Finegoldia	unknown6507	Blautia	Clostridium	Coprococcus	Epulopiscium	Eubacterium	Lachnobacterium	Lachnospira	Roseburia	Ruminococcus	unknown1949	unknown2115	unknown2169	unknown2191	unknown2207	unknown2233	unknown2260	unknown2270	unknown2280	unknown2329	unknown2337	unknown2387	unknown2442	unknown2616	unknown2650	unknown2666	unknown2708	unknown2710	unknown2941	unknown3100	unknown3303	unknown3311	unknown3325	unknown3386	unknown3579	unknown4267	unknown6150	unknown6340	unknown639	unknown6621	unknown6632	unknown6638	unknown6960	Clostridium3	Eubacterium1	Faecalibacterium	Oscillospira	Ruminococcus1	unknown1106	unknown1856	unknown2016	unknown2020	unknown2181	unknown2356	unknown2481	unknown2524	unknown2589	unknown2623	unknown3103	unknown3225	unknown3379	unknown3809	unknown4729	unknown6040	unknown870	unknown2011	unknown3039	unknown3428	unknown3465	unknown3980	unknown4491	unknown4831	Dialister	Phascolarctobacterium	Veillonella	Fusobacterium	Leptotrichia	Brevundimonas	unknown1449	Afipia	Bradyrhizobium	Rhodopseudomonas	unknown7323	unknown318	Rhizobium	unknown7056	Novosphingobium	Sphingomonas	Sutterella	unknown3138	Burkholderia	Cupriavidus	Ralstonia	Acidovorax	Hylemonella	Simplicispira	unknown1260	unknown5527	unknown6951	Mitsuaria	unknown7162	Ideonella	unknown6169	Bilophila	unknown6464	unknown3425	Campylobacter	Helicobacter	Aeromonas	Enterobacter	Erwinia	Escherichia	Ewingella	Plesiomonas	Raoultella	Serratia	Trabulsiella	unknown134	Actinobacillus	Haemophilus	unknown109	Acinetobacter	unknown1280	Pseudomonas	Lysobacter	Clostridium2	unknown2564	unknown2222	unknown6437	Akkermansia	unknown1258	unknown2173
53	7.63204389951905e-06	0	0	0	0.0711459132313344	0.000747940302152376	3.81602194975953e-05	0	0.0743971639325728	0.000488450809568564	0.000290017668181847	0.000957821509389764	0.00428157662762469	0	0	0	0	0	3.81602194975953e-06	0	0	0	0	0	1.90801097487977e-05	0.000179353031638329	0.00027093755843346	0.000175537009689472	0.00721991352894199	0.000675435885107683	0	0.00125547122147035	0	3.81602194975953e-05	4.19762414473753e-05	0	0.0982930933819581	0.0232204935642664	0.0347677759842214	0	0.02598710947788	0.00414801585938906	0.00858986540889857	0.0318866794122139	0.0162638855498253	0.00174010600909519	4.19762414473753e-05	0.0282576425380089	0	0.00241554189419364	0	0	0.0078075809092034	0.00272845569407376	4.96082853468329e-05	0.00191945904072942	0.00077846847775041	9.92165706937683e-05	3.81602194975953e-06	0.00199577947972706	0.00231632532350694	5.72403292463929e-05	0.00876921844054305	0	0.000125928724342023	0.00256436675023906	0.00104559001423706	7.63204389951905e-05	0	0.0163592860986237	0.000244225404784282	0	0	0.0321690650364847	6.86883950956306e-05	0	0	0	0.00125928724342023	0.000152640877990176	0.200783810908582	6.48723731458505e-05	0.000335809931578388	0	0.007032928453408	0.00345349986453094	0	0.0165882474156166	3.81602194975953e-05	0	0	0	0.000267121536483576	0	3.81602194975953e-06	0	0	0.00755190743857152	1.14480658492376e-05	0	0.00421288823253707	0.00191182699682965	0	0	0.0705086375657143	0.00264831923313647	0	3.05281755980352e-05	0.00112572647517435	0.0216292124111757	3.81602194975953e-06	0	0	0	3.81602194975953e-06	8.01364609449706e-05	0	1.52640877990176e-05	0	0	0	0	0	4.57922633971553e-05	0	0	0	0	1.14480658492376e-05	0	0	0	9.54005487439882e-05	0	0.000423578436423636	7.63204389951905e-06	0	0	4.96082853468329e-05	0	0	0	0	0	3.81602194975953e-05	0.00256055072828917	2.67121536483577e-05	3.81602194975953e-06	0	0	0	0.000156456899940058	0	0.0258115724681649	0.00175537009689472	0.00190801097487977	0.000194617119437859	1.90801097487977e-05	0	6.86883950956306e-05	0.110050257008696	3.43441975478153e-05	0	0	0	0	0
54	6.04317242379948e-06	0.000616403587227711	0	0	0.0854867171069622	0.00027798593149445	0.000157122483018869	0	0.242881142884867	0.00382532814426828	0.0017706495201691	0.0086115207039107	0.0549928690565529	0	0	0	0	0	0	0	0	0	0	1.20863448475582e-05	7.2518069085655e-05	0.000785612415094341	0.00415770262757919	7.85612415093321e-05	0.00276777297009164	2.41726896952183e-05	0	0.000483453793903347	0	1.81295172713373e-05	0.000265899586646687	0	0.0685295752858425	0.0165220334066206	0.039600908893114	0	0.0115424593294854	0.00265295269404045	0.00192777200318492	0.0217735502429962	0.00633324470013557	0.00126302303657329	4.23022069665556e-05	0.0224926877613845	1.20863448475582e-05	0.00395223476516213	5.43885518142158e-05	0	0.00715511614977321	0.00184921076168212	2.41726896952183e-05	0.00130532524353792	0.000253813241799946	0.000537842345717766	6.04317242379948e-06	0.00164978607170169	0.00238100993497344	1.81295172714392e-05	0.0102129613961805	0	0.00228431917619135	0.000900432691146552	0.000966907587807714	1.20863448475582e-05	0	0.00910101767023742	0.000157122483018869	0	0	0.00935483091204552	3.62590345427765e-05	0	0	0	0.00174043365805735	9.06475863569923e-05	0.256665619183181	0.00100316662234998	0.000640576276922215	6.04317242379948e-06	0.00329352897096674	0.00176460634775288	0.000181295172714392	0.00616403587227711	0.001003166622351	0	0	0	0.0134400154705688	9.06475863569923e-05	6.04317242379948e-05	0	3.02158621189975e-05	0.0090405859460037	7.25180690855531e-05	0	0.0158875003022024	0.00178877903744841	0	0	0.000453237931784452	3.62590345427765e-05	0	3.02158621189975e-05	0.00828518939302622	0.00126302303657329	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000187338345137763	0	0	0	0	2.41726896951163e-05	0.00234475090043526	3.62590345427765e-05	0	0.000453237931784452	0	0.000852087311755503	6.04317242379948e-06	0	6.04317242379948e-06	0.00011482027605221	0	0	0	0	0	2.41726896952183e-05	0.00250187338346127	2.41726896952183e-05	0	0	0	0	0.000126906620898953	0	0.000175252000290002	1.81295172713373e-05	1.20863448475582e-05	0.000453237931784452	6.04317242379948e-06	0	0.000441151586936689	0.0168302352003176	0.000132949793323344	0	0	0	0	0
55	6.07564789190424e-06	3.03782394595212e-06	0	0	0.0805782801664802	0.000716926451244864	0.000285555450919643	0	0.17407642557462	0.00533745667304369	0.0100794998526718	0.00296491617124984	0.0230358189821136	0	0	0	0	0	0	3.03782394595212e-06	9.11347183785636e-06	0	0	3.6453887351446e-05	2.43025915675964e-05	0.00140955031091751	0.00452939550341995	0.000124550781783739	0.00686851994180176	0.000388841465081543	0	0.00239684309334759	0	3.34160634054836e-05	6.98699507569295e-05	0	0.151781835635204	0.0293150010784805	0.0860980062761257	0	0.0205113872830575	0.00248493998779661	0.00153713891665676	0.0198157255994981	0.0123457165163821	0.000996406254272993	4.86051831352955e-05	0.0287408523526899	1.21512957838495e-05	0.00692320077282846	5.16430070811552e-05	9.11347183785636e-06	0.00613944219476873	0.00604526965244154	6.07564789190424e-06	0.00340540064341285	0.00023695026778445	0.00160397104346034	3.03782394595212e-06	0.00188648867043166	0.00546200745482332	1.21512957838495e-05	0.015745041511886	6.07564789190424e-06	0.00336590893211236	0.000732115570974163	0.00220546018476438	2.43025915675964e-05	0	0.00969673403548483	5.771865497308e-05	3.03782394595212e-06	0	0.00676523392763678	3.34160634054836e-05	0	0	0	0.0020474933395727	0.000428333176378951	0.144524474228645	0.00169814358578753	0.000328084986163322	3.03782394595212e-06	0.00650701889222946	0.0031411099601171	0.000124550781783739	0.0178654426261301	0.00034023628194635	0	0	3.03782394595212e-06	0.00410106232703382	0.00130322647281345	0.000136702077567794	2.12647676216341e-05	0.000379727993243758	0.00537391056039483	0.000665283444163401	0	0.011798908206115	0.00360893484779346	0	0	0.0155141668920228	0.00106627620503105	0	6.68321268108645e-05	0.00509139293342351	0.000671359092056968	0	0	3.03782394595212e-06	0	0	0	0	0	0	0	0	0	0	0.000249101563568505	0	0	1.82269436757743e-05	0	3.03782394595212e-06	0.000267328507244074	0	0	0	0	0.000139739901514064	0	0	0	0.000744266866758218	0	0	0	0	0	4.25295352433707e-05	0.00286163015708486	0.000668321268109672	0	0	0	0	0.000182269436757743	0	0.000124550781783739	9.11347183785636e-06	3.03782394595212e-06	0.000118475133892225	8.80968944326012e-05	0	0	0.0303265964524439	0.000255177211460019	0	0	0	0	0
56	2.11603488918183e-06	0	0	0	0.105450482667186	0.000378770245163127	0.000207371419140414	0	0.104807208061474	0.00238265528522331	0.00147276028287481	0.00251808151812627	0.0176604271850609	0	0	0	0	0	2.32763837810103e-05	0	2.11603488918183e-06	2.11603488918183e-06	0	1.69282791134341e-05	1.90443140026262e-05	0.000114265884016167	0.000294128849596469	6.13650117862628e-05	0.00669301835447517	0.000334333512490913	0	0.00089085068834597	0	1.69282791134341e-05	2.11603488918183e-05	0	0.104506731107133	0.0308877612774142	0.0750726857983564	0	0.0430570779250689	0.00479916712866468	0.00295186867040655	0.0470246433422527	0.0122222175199152	0.00193193985382376	5.50169071186865e-05	0.027813162583439	0	0.00655547608669	6.34810466754548e-06	8.46413955672731e-06	0.00785683754353083	0.0035464744742687	5.29008722294944e-05	0.00286722727484092	0.000543820966519699	0.00291166400751108	0	0.00135214629418841	0.00387657591698185	2.53924186702024e-05	0.0158617975293297	0	0.00388715609142371	0.00167801566711661	0.00183883431869849	2.32763837810103e-05	0	0.0239133102826297	0.000196791244693428	0	0	0.0204260847852887	6.13650117862628e-05	4.23206977836366e-06	0	2.11603488918183e-06	0.00185576259780751	0.000116381918904539	0.127876220423555	0.000402046628944445	0.000344913686936874	0	0.00766216233373089	0.00837103402160204	0.000143890372464651	0.0425174890283597	0.000135426232908088	0	0	0	0.00601800322483234	0.000323753338044953	5.07848373404049e-05	1.26962093350499e-05	4.65527675620207e-05	0.00436961204615909	0.00024969211692323	0	0.0286659246437009	0.00223664887786824	0	0	0.00454101087218282	0.000268736430925754	0	1.05801744458579e-05	0.0106330753181185	0.00255828618102174	2.11603488918183e-06	2.11603488918183e-06	0	0	0	0	0	0	0	0	0	0	0	0.000251808151812627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000294128849596469	0	0	2.11603488918183e-06	0	2.11603488918183e-06	2.11603488918183e-06	0.000160818651577778	2.11603488918183e-05	0	0	0	0	1.05801744458579e-05	0	0.00305343834509146	0.000198907279582825	0.000220067628474746	5.92489768970707e-05	2.11603488918183e-06	0	0	0.054849740362499	0.000268736430925754	0	0	0	0	0
57	2.33489382069641e-05	0	0	0	0.0707735503227082	0.000764677726280895	0.000458222912312311	0	0.0991395916270012	0.00134548256418413	0.000335640986726519	0.00260924384463003	0.0147740406505107	0	0	0	0	0	2.33489382070666e-05	8.75585182762691e-06	8.46399010003729e-05	2.91861727587564e-06	0	3.21047900346525e-05	1.45930863793782e-05	0.000186791505656739	0.000318129283070527	0.000110907456483848	0.00649392343883047	0.00037650162858845	0	0.00696382082024576	0	2.33489382070666e-05	4.66978764140307e-05	0	0.10694981145702	0.0292591381907076	0.040819781220436	0	0.0324958847496774	0.00411233174171809	0.0020371948585548	0.0267724762716388	0.00963727424494775	0.00132213362597613	2.62675554828602e-05	0.0439339458537933	1.1674469103482e-05	0.00363659712574055	0	1.1674469103482e-05	0.0122406808550668	0.00420280887726379	2.91861727587564e-05	0.0040802269516821	0.000131337777414814	0.000516595257830234	0	0.00167528631635147	0.00519222013378632	2.91861727587564e-05	0.00927244708546843	0	0.00507547544275664	0.000303536196691559	0.00217145125325074	2.91861727587564e-05	0	0.0122406808550668	0.000105070221931852	0	0	0.025672157558618	4.0860641862341e-05	0	0	0	0.00127251713228416	0.00010215160465575	0.251123667651656	0.000213059061138675	7.88026664486832e-05	0	0.0121239361640269	0.0029945013250516	8.17212837245793e-05	0.0136357799128711	0.00018387288838074	0	0	0	0.01084558179716	2.91861727587564e-05	8.75585182763717e-06	0	1.75117036552743e-05	0.011432223869646	0.000143012246517783	0	0.0116394456962521	0.00261799969645803	0	0	0.0015030878970778	9.63143701039575e-05	0	5.83723455175127e-06	0.00628670161224482	0.00435165835833973	2.91861727587564e-06	0	0	0	0	0	0	0	0	0	0	0	0	0.000528269726934229	0	0	0	0	0	0.000286024493035566	2.91861727587564e-06	0	0	0	0	0	0	0	9.92329873798538e-05	0	0	0	0	2.91861727587564e-06	1.1674469103482e-05	0.000472815998692304	0	0	0	0	0	4.37792591381345e-05	0	0.0018212171801514	0.000207221826586677	0.000166361184724747	0.000178035653828743	0	5.83723455175127e-06	0	0.0760883523821069	0.000350234073105487	0	0	0	0	0
58	2.73685420503943e-06	2.73685420503943e-06	0	0	0.10991206487407	0.000708845239105692	0.000188842940147486	0	0.231283338305166	0.00659034492575192	0.000946951554944846	0.00411622872438167	0.0356119469159751	0	0	0	0	0	0	0	0	0	0	6.29476467158967e-05	4.10528130756424e-05	0.000164211252303182	0.000175158669122646	7.66319177412468e-05	0.0129863732029333	2.46316878454263e-05	0	0.000432422964397393	0	8.4842480356355e-05	9.85267513815011e-05	0	0.0782603459932467	0.0146750122474494	0.0398923868926487	0	0.0201979840331455	0.0026574854331029	0.000260001149479103	0.0270729617962423	0.00577202551842507	0.000684213551260368	2.18948336403563e-05	0.0265803280393562	1.36842710252481e-05	0.00289011804052416	0	5.47370841008906e-06	0.00542991874280916	0.00198695615286228	1.09474168201781e-05	0.00148884868754708	0.000347580484040936	0.000106737313996405	0	0.000777266594231933	0.00425854514304898	3.55791046656044e-05	0.00807098305067573	2.73685420503943e-06	0.000525476007367938	0.00105916257735099	0.00116042618294276	1.36842710252481e-05	0	0.0137855346308297	0.000101263605586571	0	0	0.00530128659516363	7.38950635361768e-05	2.73685420503943e-06	0	0	0.00330885673390284	7.11582093311068e-05	0.197162976931176	0.000651371300800955	0.000235369461633778	0	0.00608676375201781	0.00167769162768845	0.00014505327286759	0.00614150083611513	0.000695160968080851	0	0	0	0.0416768158344192	0.000123158439226622	8.75793345613229e-05	5.47370841008906e-06	6.02107925109287e-05	0.00618529050339502	0.000202527211173346	0	0.00304064502180454	0.00182274490056011	0	0	0.000156000689687054	5.47370841008906e-06	0	4.10528130755405e-05	0.0103507826034449	0.00055831825782837	0	0	0	0	0	0	0	0	0	0	0	0	2.73685420503943e-06	0.00107284684837276	0	0	0	0	1.09474168201781e-05	0.000257264295273727	2.73685420503943e-06	0	0	0	0.000374949026090616	0	0	0	0.00133011114365363	0	0	1.36842710252481e-05	0	0	1.36842710252481e-05	0.000621265904544878	0.000131369001841729	0	0	0	0	3.28422504605344e-05	0	4.92633756907505e-05	8.21056261512849e-06	5.47370841008906e-06	0.000150526981277322	5.47370841008906e-06	0	0	0.0479496856722517	0.000440633527011481	0	0	0	0	0
59	1.74232216698694e-05	0	0	0	0.163453050225035	0.00105700878130774	0.000368791525345534	0	0.090208730195583	0.00142289643637027	0.000604005017888667	0.00292710124053107	0.0157215536867521	0	0	0	0	0	3.19425730613588e-05	2.90387027830814e-06	0.000168424476141934	5.80774055661628e-06	0	0.00229986526042973	9.87315894625588e-05	0.000203270919481467	0.000174232216698694	0.000432676671467841	0.0121672164661094	4.93657947312281e-05	0	0.000798564326535508	0	0.000101635459740734	0.000159712865307307	0	0.108163360126035	0.0188664451981334	0.0406599916369107	0	0.0385866282581854	0.00328427728477027	0.00048494633647868	0.0278800585419868	0.00686184546764614	0.0012777029224564	5.80774055661628e-06	0.0326627328904134	5.80774055661628e-06	0.00286031222412987	8.71161083492442e-06	2.90387027830814e-06	0.00717255958741895	0.00250313617990094	1.45193513915919e-05	0.00192526599452333	0.0002671560656048	1.74232216698694e-05	2.90387027830814e-06	0.000903103656554108	0.00343527853923987	2.90387027830814e-05	0.00910363332249801	2.90387027830814e-06	0.00124576034938961	0.000737583050690042	0.00193107373507906	4.06541838962934e-05	0	0.0145919481485387	0.00012196255168888	0	0	0.00583968312968308	4.35580541746734e-05	0	0	0	0.000923430748501229	6.96928866793748e-05	0.18094306091185	7.84044975143095e-05	0.000479138595920894	0	0.00732356084189881	0.00258444454769147	2.3230962226424e-05	0.0104974910561307	0.000136481903080267	0	0	0	0.0376777168610694	1.45193513915919e-05	2.90387027830814e-05	2.90387027830814e-06	1.74232216698694e-05	0.00728290665799841	1.74232216698694e-05	0	0.0109301677275534	0.0025960600288132	0	0	0.000862449472657815	1.74232216698694e-05	0	7.55006272360322e-05	0.00794498908145468	0.000302002508944334	0	2.90387027830814e-06	0	0	0	0	0	0	0	0	0	0	0	0.000174232216698694	0	0	0	0	0	0.000354272173954147	8.71161083492442e-06	0	0	0	0	0	0	0	0.000447196022860254	0	0	0	0	0	0.000624332109836814	0.0468568508108228	0.000252636714212387	0	0	0	0	0.00274125354272707	5.80774055661628e-06	0.000397830228128308	2.6134832504804e-05	1.74232216698694e-05	0.000609812758444401	9.58277191841788e-05	0	0	0.0523161269340334	0.000223598011429614	0	0	0	0	0
60	2.13546147322729e-05	3.05065924746026e-06	0	0	0.0979597190952515	0.000408788339160186	0.000201343510332888	0	0.191630211288832	0.0032703067132774	0.00235815959828806	0.00557355444510862	0.0338989255577478	0	0	0	0	0	2.13546147322729e-05	6.10131849492052e-06	0	3.05065924746026e-06	0	0.000970109640691853	3.66079109695231e-05	0.00034167383571555	0.00034167383571555	0.000253204717538946	0.0155278555695855	2.44052739796821e-05	0	0.000390484383674914	0	0.000100671755166138	0.000207444828827298	0	0.0695794361161044	0.0191276334816653	0.0227182594157996	0	0.0262417708466353	0.00259916167883104	0.00147346841652203	0.0217176431827041	0.00768155998511261	0.000954856344455318	6.71145034441258e-05	0.0401649796521103	0.000183039554847616	0.00149787369050171	3.05065924746026e-06	0	0.00694024978797083	0.00241002080549106	4.88105479593642e-05	0.00140635391308046	0.000451497568624119	0.000277609991518629	3.05065924746026e-06	0.000661993056699133	0.00418550448752059	6.10131849492052e-06	0.00482919358873343	3.05065924746026e-06	0.00227274113935406	0.00140635391308046	0.00181209159299395	2.13546147322729e-05	0	0.0104302039670756	8.23677996814782e-05	0	0	0.00908181257968538	3.05065924746026e-05	0	0	3.05065924746026e-06	0.00269373211550613	0.00010067175516624	0.240715318580429	0.000744360856381326	0.000399636361417039	0	0.00933806795647714	0.00156193753469966	6.71145034441258e-05	0.00676941287011304	0.000494206798089073	0	0	0	0.030872671584349	1.83039554847616e-05	7.32158219390463e-05	0	3.05065924746026e-05	0.0109884746093851	6.10131849492052e-05	0	0.0106895100031416	0.00175717972653711	0	0	0.00107078139586238	3.66079109695231e-05	0	5.18612072068756e-05	0.0107901817582938	0.00530814709057575	6.10131849492052e-06	0	0	0	0	0	0	0	0	0	0	0	0	0.000616233167986463	0	6.10131849492052e-06	0	0	9.1519777423808e-06	0	0	0	0	0	0	0	0	0	0.000924349751980205	0	0	2.13546147321707e-05	0	3.05065924746026e-06	0.000344724494962244	0.0158695294053215	0.000503358775831199	0	0	0	0	0.000942653707465477	0	0.00132093545415668	9.15197774239101e-05	0.000109823732908569	7.62664811865576e-05	0.000161684940115649	0	0	0.0302320331422673	0.000204394169579582	0	0	0	0	0
61	4.839849383891e-06	0	0	0	0.0687500604982361	0.000188754125972158	0.00031943005933742	0	0.231673910307629	0.00838261913289431	0.00740496955736141	0.0048930877271185	0.0737012264179338	0	0	0	0	0	4.839849383891e-06	0	0.000150035330900213	0	0	4.839849383891e-06	0	7.74375901422561e-05	0.000140355632132225	5.8078192606692e-05	0.00305394496124197	5.3238343222801e-05	0	0.00019359397535564	0	0	2.4199246919455e-05	0	0.044444336892326	0.0157633894433639	0.0156859518531219	0	0.00841165822920951	0.00380412161573792	0.00529963507536781	0.0398077611825393	0.00598205383848887	0.000309750360569433	0.000174234577819668	0.0434763670155274	9.1957138293929e-05	0.00145679466454976	4.839849383891e-06	0	0.00504312305801565	0.00157779089915215	0.00014519548151673	0.000755016503887609	0.000101636837061711	0.000740496955735119	4.839849383891e-06	0.000924411232323795	0.00236668634872822	2.4199246919455e-05	0.00393479754910522	0	0.015366521793859	0.000590461624834906	0.000822774395261471	5.8078192606692e-05	0	0.0214405327706351	0.00033878945687237	0	0	0.0165280856459561	9.679698767782e-05	4.839849383891e-06	0	0	0.0038089614651306	9.679698767782e-05	0.257678421047161	0.00197465854862631	0.0022118111684384	0	0.00240540514379812	0.00237152619811068	0.000208113523507109	0.00838745898228699	0.000416227047014217	0	0	0	0.00935542885906519	0.000251672167962537	7.2597740758365e-05	4.839849383891e-06	0.000905051834787822	0.013493500082244	0.000232312770426564	0	0.00594817489280143	0.00114220445459787	0	0	0.000304910511184928	4.839849383891e-06	0	8.22774395261471e-05	0.00914731533555808	0.00316526149705899	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000406547348247253	0	0	0.000290390963033461	0	0	0.00114220445459787	4.839849383891e-06	0	0	0	0	0	0	0	0.000101636837061711	0	0	4.839849383891e-06	0	4.839849383891e-06	0	0.000125836083980758	5.3238343222801e-05	0	0	0	0	1.9359397535564e-05	0	0.00291358932910974	0.000362988703791825	0.00024199246919455	0.000658219516208768	4.839849383891e-06	0	0	0.015018052638281	0.000319430059336397	0	0	0	0	0
63	0	0	0	0	0	0	0	0	0.384615384615885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0769230769230768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0769230769230768	0	0	0	0	0	0	0.153846153845954	0	0	0	0	0	0	0.230769230768931	0	0	0	0	0.0769230769230768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
64	2.42917438435637e-05	0	0	0	0.0290134515531721	0.000589074788206649	0.000288464458142511	0	0.191661858925772	0.00542009534508933	0.00402635654206432	0.0050921568032023	0.0375125254303856	0	0	0	0	0	6.07293596088581e-06	9.10940394133382e-06	0.000303646798044802	3.03646798044802e-06	0.00031579266996643	2.73282118240219e-05	3.03646798044802e-06	0.000142713995080924	0.000300610330064139	0.000148786931041227	0.0130568123159296	0.00214374639418634	0	0.00285731636959607	0	3.03646798044802e-06	4.55470197066692e-05	0	0.0833206813834347	0.0193635563113765	0.0267725381835596	3.03646798044802e-06	0.0200589074788082	0.00403546594600732	0.00265994595086833	0.017517383779158	0.00985030212856236	0.00110831081286521	3.64376157652943e-05	0.0165183858136602	6.68022955697745e-05	0.00228342392129888	0	6.07293596088581e-06	0.00556584580815705	0.00279355054200522	4.55470197066692e-05	0.0019311936355604	0.000224698630552683	0.00142410348283164	6.07293596088581e-06	0.0015030516503207	0.00388364254698441	4.55470197066692e-05	0.00649500501017032	0	0.00504964625147506	0.000613366532049906	0.00147572343849166	3.34011477849384e-05	0	0.00652233322199936	9.71669753742548e-05	0	0	0.0702092126438062	3.34011477849384e-05	6.07293596088581e-06	0	0	0.00183706312817315	0.000154859867002552	0.210132693650815	0.000604257128107917	6.37658275893163e-05	0	0.00222573102966322	0.00239273676859455	0.000163969270943518	0.00851425621716278	0.00022166216257202	0	0	0	0.0305256126074461	0.000267209182278894	3.94740837457526e-05	3.03646798044802e-06	0.000349193817750653	0.00529560015789545	0.000938268605957302	0	0.00891810645856127	0.00204961588679909	0	0	0.00450915495096208	0.00022166216257202	0	2.12552758631054e-05	0.00452130082288269	0.0151762669662338	3.03646798044802e-06	0	0	0	0	2.42917438435637e-05	0	0.00019129748276846	0	0	0	0	0.000655877083776117	0.00133908237937718	0	0	0	0	0.000449397261106388	0.000449397261105365	1.51823399021889e-05	0	0	0	0.000501017216773565	1.21458719217307e-05	0	0	0.0036012510248022	0	0	3.03646798044802e-06	0	3.03646798044802e-06	3.03646798044802e-05	0.000692314699541003	0.000239880970454974	0	0	0	0	6.37658275893163e-05	4.25105517262109e-05	0.0074363100841042	0.00041295964534048	0.000479761940909948	0.000428141985242772	1.82188078826472e-05	0	3.03646798044802e-05	0.0789269122156109	0.00024899037439594	0	0	0	0	0
65	1.26338397397717e-05	0	0	0	0.0675152395691671	0.00138340545150217	0.000265310634534692	0	0.194535864312458	0.00248886642872834	0.00805407283408517	0.00425760399229637	0.0227282776918333	0	0	0	0	0	0	0	0	6.31691986987556e-06	0	1.89507596096061e-05	1.26338397397717e-05	0.000113704557657431	0.000176873756355776	5.68522788288183e-05	0.00565364328354397	0.000814882663213988	0	0.000644325826726813	0	6.31691986987556e-06	1.89507596096061e-05	0	0.0933577587569268	0.0213069707211154	0.0254319193960592	0	0.0199993683079933	0.00420075171345738	0.00157922996746889	0.0377814977416872	0.00661381510375428	0.000991756419570791	1.89507596096061e-05	0.0372129749534001	0	0.0018571744417449	1.26338397397717e-05	1.26338397397717e-05	0.00761820536306844	0.00233726035185519	1.89507596096061e-05	0.0016992514449939	0.000979122579830505	0.000454818230630752	6.31691986987556e-06	0.000776981143994159	0.00274786014339135	3.15845993493778e-05	0.00611477843404126	6.31691986987556e-06	0.0040744133160648	0.0025773033069052	0.000865418022173074	2.52676794795433e-05	0	0.017750544834356	0.00019582451596569	0	0	0.0375856732257307	8.84368781781961e-05	0	0	0	0.00127601781371232	4.42184390891495e-05	0.205192508132878	0.000593790467767727	0.000132655317267345	0	0.00411863175515837	0.00376488424244065	4.42184390891495e-05	0.0124380152238152	0.00027162755440432	0	0	0	0.00330374909194336	0.000120021477528088	0.000101070717917968	6.31691986987556e-06	6.948611856859e-05	0.00896370929535489	0.000113704557657431	0	0.00311424149584421	0.00219197119484961	0	0	0.00132655317267345	9.47537980481333e-05	0	1.26338397397717e-05	0.0138466883547774	0.00815514355201772	4.42184390891495e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.00109282713749102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00119389785540302	0	0	6.31691986987556e-06	0	0	2.52676794794406e-05	0.000240042955055148	0.000429550551151209	0	6.31691986987556e-06	0	0	5.68522788289211e-05	0	0.006689618142196	0.000461135150500382	0.000176873756356803	5.05353589589839e-05	3.15845993493778e-05	0	0	0.0748428666183272	0.000258993714665062	0	0	0	0	0
