Timepoint	Corynebacterium	unknown5523	Renibacterium	unknown912	Bifidobacterium	Collinsella	Eggerthella	unknown7577	Bacteroides	Parabacteroides	Alistipes	unknown2247	unknown2959	Flavobacterium	Pedobacter	unknown7559	unknown5504	unknown1456	unknown589	Bacillus	Staphylococcus	Abiotrophia	Aerococcus	Enterococcus	Lactobacillus	Leuconostoc	Weissella	Lactococcus	Streptococcus	Turicibacter	unknown1563	Clostridium1	unknown3540	Anaerococcus	Finegoldia	unknown6507	Blautia	Clostridium	Coprococcus	Epulopiscium	Eubacterium	Lachnobacterium	Lachnospira	Roseburia	Ruminococcus	unknown1949	unknown2115	unknown2169	unknown2191	unknown2207	unknown2233	unknown2260	unknown2270	unknown2280	unknown2329	unknown2337	unknown2387	unknown2442	unknown2616	unknown2650	unknown2666	unknown2708	unknown2710	unknown2941	unknown3100	unknown3303	unknown3311	unknown3325	unknown3386	unknown3579	unknown4267	unknown6150	unknown6340	unknown639	unknown6621	unknown6632	unknown6638	unknown6960	Clostridium3	Eubacterium1	Faecalibacterium	Oscillospira	Ruminococcus1	unknown1106	unknown1856	unknown2016	unknown2020	unknown2181	unknown2356	unknown2481	unknown2524	unknown2589	unknown2623	unknown3103	unknown3225	unknown3379	unknown3809	unknown4729	unknown6040	unknown870	unknown2011	unknown3039	unknown3428	unknown3465	unknown3980	unknown4491	unknown4831	Dialister	Phascolarctobacterium	Veillonella	Fusobacterium	Leptotrichia	Brevundimonas	unknown1449	Afipia	Bradyrhizobium	Rhodopseudomonas	unknown7323	unknown318	Rhizobium	unknown7056	Novosphingobium	Sphingomonas	Sutterella	unknown3138	Burkholderia	Cupriavidus	Ralstonia	Acidovorax	Hylemonella	Simplicispira	unknown1260	unknown5527	unknown6951	Mitsuaria	unknown7162	Ideonella	unknown6169	Bilophila	unknown6464	unknown3425	Campylobacter	Helicobacter	Aeromonas	Enterobacter	Erwinia	Escherichia	Ewingella	Plesiomonas	Raoultella	Serratia	Trabulsiella	unknown134	Actinobacillus	Haemophilus	unknown109	Acinetobacter	unknown1280	Pseudomonas	Lysobacter	Clostridium2	unknown2564	unknown2222	unknown6437	Akkermansia	unknown1258	unknown2173
31	0.000377154288900774	0	0	0	0	0	0	0.000754308577800523	0.506387025892055	0	0.135431185740602	0.00736270763983904	0.014709017267124	0	0	0	0	0	0	0	0	0	0	0	0	0	3.27960251218153e-05	3.27960251218153e-05	6.55920502436306e-05	0	0.000180378138169267	0.000180378138170291	8.19900628044358e-05	0	0	0	0.0104947280389932	0.0290408802453001	0.0192184707214325	0	0.00247609989668507	0.000639522489874067	0.00452585146679086	0.00518177196923944	0.00305003033632248	9.83880753653434e-05	0.00729711558959213	0	0.00118065690438289	1.63980125609076e-05	3.27960251218153e-05	0	0.0021809356705996	0.000163980125609076	0.00109866684158194	0.000426348326583394	0.000180378138169267	0	0	0.000508338389387421	0.000344358263778343	0.00424708525326965	0.000163980125609076	0.000819900628044358	0	0.000163980125609076	8.19900628044358e-05	0.00168899529377338	0.00736270763983904	0.00319761244937033	8.19900628044358e-05	0.00252529393437793	0.000114786087926456	0.000278766213534508	1.63980125609076e-05	0.0121181312824582	0.000278766213534508	0.000672318514996497	0.00145942311792457	0.0115278028303077	0.0628535821457736	0.0107734942525144	0.016316022498035	9.83880753653434e-05	0.00588688650936041	0.000426348326583394	0.000245970188413102	0.000557532427070041	0.00119705491694718	0.00278766213534508	1.63980125609076e-05	0.0021645376580353	0.000229572175851888	0.000245970188413102	0.000147582113047861	0.000869094665726979	0.000196776150730482	1.63980125609076e-05	0	0.00224652772083626	0.00308282636145105	0.000229572175851888	0.001426627092796	0	0.000327960251218153	0	0.000475542364266015	0	0.0577210042143088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.63980125609076e-05	0.00103307479133503	0	0	0	0	0.000508338389387421	1.63980125609076e-05	0	0	0	0	0	0	0	0	0	3.27960251218153e-05	0.000213174163291697	0	0	0	0	0	0	1.63980125609076e-05	0	0	0.000705114540117903	0	0	0.000114786087926456	0.00137743305511338	0	0.0205467097388222	0.00173818933145601	0.0025908859846146	0	0
32	0	0	0	0	0	0	7.05019740553179e-05	0.00726170332769848	0.272313874788563	0	0.0493513818386497	0.00324309080654191	0.019846305696564	0	0	0	0	0	0	0	0	0	0	0	0	0	7.05019740553179e-05	0.000211505922165642	0.000282007896220855	3.52509870276069e-05	0	0.000881274675691735	0.000352509870276069	0	0	0	0.0556260575295877	0.0266144952058354	0.0832980823462565	0	0.00905950366609445	0.00243231810490644	0.00363085166384403	0.0210800902425017	0.00951776649746949	0.000352509870276069	0.00997602932882369	0	0.00303158488437524	0.000176254935138556	0	0	0.00278482797518771	0.000317258883248983	0.00204455724760432	0.00130428652002094	0	0	0	0.00193880428652099	0.00133953750705218	0.0157219402143762	0.000740270727580266	0.00331359278059401	0	0.000176254935138556	0.000423011844331283	0.00250282007895853	0.00475888324872954	0.0123025944726051	0.000141003948110427	0.00479413423576079	0.000387760857304196	0.00102227862380112	0.000211505922165642	0.0129723632261469	0.00105752961083341	0.000634517766497966	0.00232656514382309	0.02041032148896	0.174210377890638	0.011844331641251	0.025239706711877	0.000141003948110427	0.00979977439368826	0.00109278059785425	0.000211505922165642	0.00137478849407302	0.00081077270163548	0.00232656514382309	0.000564015792442752	0.00197405527355223	0.00260857304004187	0.00246756909193769	0.000458262831359411	0.00116328257191676	0.000423011844331283	0	0	0.000458262831359411	0.00119853355893759	0.00130428652002094	0.00874224478285485	0	0.000528764805414625	3.52509870276069e-05	0.00394811054709406	0	0.0274957698815647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.52509870276069e-05	0.000282007896220855	0	0	0	0	0	0	0	0	0	3.52509870276069e-05	0	0	0	0.0131486181613552	3.52509870276069e-05	0.0154046813310429	0.00888324873096944	0.00941201353638614	0	0
33	0	0	0	0	0	0	0	0.00607222754874325	0.339689641702834	0	0.025957885018266	0.00184652533645945	0.0317105216434151	0	0	0	0	0	3.55101026242918e-05	0	0	0	0	0	0	7.10202052484802e-05	0	0.000177550513120942	0.000213060615744923	3.55101026242918e-05	0	0.000568161641987842	0.000177550513120942	0	0	0	0.0623557402081832	0.019530556443345	0.079187528852027	0	0.00461631334114863	0.0017399950285844	0.00678242960122287	0.019672596853845	0.00845140442456759	0.00131387379709456	0.00450978303328393	0	0.00102979297610271	0.000319590923617902	3.55101026242918e-05	3.55101026242918e-05	0.0028052981073142	0.000497141436739879	0.00120734348921951	0.000816732360357781	0.000319590923617902	0	0	0.00138489400234459	0.00213060615745958	0.0102269095557873	0.000816732360357781	0.0028052981073142	0	0.000639181847236839	0.000568161641987842	0.00333794964667908	0.00117183338660484	0.0155179148468216	0.000142040410496961	0.00252121728632441	0.00067469194986082	0.000887752565605745	0	0.000639181847236839	0.00166897482334472	0.00113632328397982	0.00191754554170949	0.0175775007989691	0.209687155995546	0.00912609637443255	0.00894854586130747	0.000213060615745958	0.0072795710379731	0.00376407087816893	0.000497141436739879	0.00397713149391903	0.0017399950285844	0.000461631334114863	0.00209509605483456	0.00245019708107437	0.00820283370620283	0.00127836369446954	7.10202052484802e-05	0.000745712155108784	0.000142040410496961	3.55101026242918e-05	0	7.10202052484802e-05	0.00245019708107437	0.00149142431021963	0.00284080820993921	0	0.000106530307872979	3.55101026242918e-05	0.00220162636269927	0	0.00756365185896288	0	0	0	0	0	0	3.55101026242918e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000319590923618937	0.000142040410496961	0	0	0.000106530307872979	0	0.000461631334114863	3.55101026242918e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000319590923617902	0	0	0	0.0100138489400373	0.000106530307872979	0.00156244451546966	0.0166187280281971	0.00521998508576356	0	3.55101026242918e-05
34	0	0	0	0	0	0	0	0.00333728065453852	0.497685434384587	0	0.0412315642158452	0.00362435856030218	0.043779380629472	0	0	0	0	0	0	0	0	0	0	0	0	3.58847382208686e-05	0	7.17694764417372e-05	7.17694764417372e-05	7.17694764417372e-05	0	0.000251193167546286	0.000251193167546286	0	0	0	0.0256575878279097	0.0109089604191219	0.0587792012057774	0	0.00200954534036618	0.00168658269638719	0.00846879822013074	0.0127390820684423	0.00319374170165669	0.000394732120429143	0.00961710984319565	0	0.00247604693723726	0	0	0	0.00100477267018412	0.000143538952883885	0.00186600638748435	0.000287077905766743	0.000897118455521714	0	3.58847382208686e-05	0.00179423691104342	0.00118419636129051	0.0127390820684423	0.000143538952883885	0.000968887931963657	0	0.000322962643988229	0.000322962643988229	0.00258370115190377	0.00455736175405462	0.0087558761258944	0.000143538952883885	0.00204543007859177	0.000358847382208686	0.00175835217281784	0.0001076542146624	0.000502386335092571	0.001076542146624	0.00337316539276412	0.00104065740840868	0.0142103563355067	0.144328417123862	0.00796641188503406	0.00785875767036755	7.17694764417372e-05	0.00154304374349509	0.00125596583773142	0.000215308429324801	0.00175835217281784	0.00136362005239794	0.000538271073313028	0.000251193167546286	0.0016506979581616	0.00157892848172068	0.000645925287975429	0.000358847382208686	0.000502386335092571	0.000179423691104342	0	0	0.000251193167546286	0.00290666379589303	0.000825348979079772	0.00139950479061325	0	3.58847382208686e-05	0	0.000681810026196913	0	0.0185165249219616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000179423691104342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00362435856031246	0	0.00236839272258102	0.00531094125668937	0.00322962643987201	0	3.58847382208686e-05
35	3.21884958316137e-05	0	0	0	0	0	0	0.0025107026748675	0.535165931696244	0	0.0509222004056134	0.00328322657481889	0.0606109376509007	0	0	0	0	0	0	0	0	0	0	0	0	0	3.21884958316137e-05	0.000643769916632275	3.21884958316137e-05	0	0	0.000257507966652502	3.21884958316137e-05	0	0	0	0.0105578266327709	0.01113721955776	0.0297743586442274	0	0.00180255576656343	0.00138410532075388	0.0136157337367325	0.0135513567451463	0.0018347442623973	0.000515015933306024	0.0121672514243618	0	0.00170599027907206	3.21884958316137e-05	0	0	0.000901277883284777	3.21884958316137e-05	0.00173817877490592	9.65654874948412e-05	0.00057939292496864	0	0	0.000965654874948412	0.000289696462484319	0.00547204429136821	0.000193130974989886	0.00041845044581057	0	0.000321884958316137	0.000128753983326251	0.0018347442623973	0.00360511153313706	0.00978530273280935	0.000193130974989886	0.000869089387452959	0.000160942479158068	0.0014484823124216	0	0.0107831461035774	0.000643769916632275	0.00106222036244591	0.000901277883284777	0.00782180448707663	0.125374191263645	0.00656645314963778	0.0196671709530692	3.21884958316137e-05	0.00511797083722638	0.00122316284160499	0.000289696462484319	0.00215662922071547	0.0014484823124216	0.000675958412463072	0	0.000836900891621142	0.00109440885826956	0.000257507966652502	0.000289696462484319	0.000321884958316137	0.000225319470820685	3.21884958316137e-05	0	0.00119097434577114	0.0018347442623973	0.000289696462484319	0.000482827437474206	0	0.000289696462484319	0	0.000354073454147955	0	0.0188624585573759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000289696462484319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.43769916632275e-05	0	0	3.21884958316137e-05	0	0	0	0.00244632568319979	0	0.00412012746644819	0.00119097434577114	0.00109440885827976	0	0
36	0	0	0	0	0	0	0	0.00281813627254761	0.408441883767923	0	0.045685120240501	0.00225450901803603	0.0485971943888246	0	0	0	0	0	0	0	0	0	0	0	0	3.13126252505175e-05	3.13126252505175e-05	0.000688877755511179	9.39378757515525e-05	0	0	0.000125250501001658	0.000250501002004346	0	0	0	0.0252379759519659	0.0159068136272147	0.0605586172344994	0	0.00563627254509521	0.00115856713427152	0.0133078657314777	0.0212925851703231	0.00519789579158734	0.00106462925851615	0.0129634268537046	0	0.00732715430861965	3.13126252505175e-05	0	3.13126252505175e-05	0.00479083166332784	0.000125250501001658	0.00165956913827609	0.000313126252505175	0.00128381763527524	0	0	0.000814128256512837	0.00106462925851615	0.00738977955911636	0.000407064128256419	0.00153431863727237	0	0.000501002004008691	0.000375751503006004	0.00203532064128724	0.00823522044088373	0.0175663827655011	0.000250501002004346	0.00131513026052359	0.000281813627254761	0.00150300601202401	0.000125250501001658	0.0048847695390832	0.00109594188376451	0.000876753507014695	0.00118987975951987	0.012650300601221	0.140374498997561	0.00807865731463166	0.0366983967935229	3.13126252505175e-05	0.00820390781563538	0.00147169338677566	0.000375751503006004	0.00278682364729925	0.0013777555110203	0.00150300601202401	3.13126252505175e-05	0.00335045090180053	0.000876753507014695	0.00090806613226511	0.000219188376753932	0.000688877755511179	9.39378757515525e-05	3.13126252505175e-05	3.13126252505175e-05	0.00228582164328438	0.0052292084168357	0.000594939879759935	0.0020666332665356	0	6.2625250501035e-05	0	0.00128381763527524	0	0.0135896793586717	0	0	0	0	0	0	0	0	0.000344438877755589	0	0	0	0	0	0	0	0	0	0	0	3.13126252505175e-05	0	0	0	0	0.000187875751503517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.13126252505175e-05	0	0	0	0	0	0	0	0	0.00588677354710264	6.2625250501035e-05	0.00560495991983656	0.000845440881764282	0.00375751503006004	0	0
37	0	0	0	0	0	0	0	0.00122135783129735	0.570347555956507	0	0.0914956323182867	0.00446061120993823	0.0639088760852862	0	0	0	0	0	0	0	0	0	0	2.65512572020497e-05	0	0	2.65512572020497e-05	0.000106205028808199	0	2.65512572020497e-05	0.000106205028808199	5.31025144040994e-05	7.96537716061491e-05	0	0	0	0.00655816052889964	0.00862915859065851	0.0132490773438223	0	0.00138066537450251	0.000424820115231775	0.00974431139314561	0.0090274274486867	0.00159307543212298	5.31025144040994e-05	0.0107001566523766	0	0.00300029206382804	0	5.31025144040994e-05	0	0.000982396516475329	0.000159307543212298	0.0015134216605153	0.000106205028808199	0.000345166343626136	0	0	0.000292063829222036	0.000238961314817937	0.00230995937658189	7.96537716061491e-05	0.000716883944454832	0	0.000265512572020497	0	0.000743435201657392	0.0114701431113018	0.00260202320579986	0.000106205028808199	0.00092929400207123	0.000159307543212298	0.000292063829222036	2.65512572020497e-05	0.000477922629636895	0.000265512572020497	0.00515094389719458	0.00135411411729994	0.00958500384994045	0.055784191381507	0.0109922204816557	0.0158511005496732	0.000238961314817937	0.00557576401242534	0.000531025144040994	0.000185858800413839	0.000769986458858931	0.00092929400207123	0.00302684332103061	2.65512572020497e-05	0.00454026498154591	0.000265512572020497	0.000371717600828696	0.000132756286009739	0.000531025144040994	0.000238961314817937	5.31025144040994e-05	0	0.0016461779465281	0.00201789554735373	0.000132756286009739	0.00108860154528455	0	2.65512572020497e-05	0	0.000371717600828696	0	0.0381807078565669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000292063829222036	0	0	0	0	7.96537716061491e-05	0	0	0	0	0	0	0	0	0	0	0	0.000159307543212298	0	0	0	0	0	0	0	0	0	2.65512572020497e-05	0	0	0	0.00108860154528455	2.65512572020497e-05	0.0144438839178865	0.00153997291771787	0.00238961314818957	0	0
38	0	0	0.00148546548854163	0	0	0	0	0.000384172109104892	0.631220386733112	0	0.0592649506979296	0.00614675374567826	0.0492764758612228	0	0	0	0	0	2.56114739402921e-05	0	0	0	0	0	0	0	0	0	0.000204891791522949	2.56114739402921e-05	0.000819567166090776	7.68344218209783e-05	2.56114739402921e-05	0	0	0	0.00353438340377113	0.00957869125368332	0.00709437828147101	0	0.000512229478805841	0.000307337687283913	0.00957869125369354	0.00473812267895352	0.00046100653092587	0.000102445895760964	0.00924574209245636	0	0.000691509796388805	0.000128057369701971	0	0	0.000486618004866876	0	0.00169035728006357	0	0.000332949161223899	0	0	0.000179280317581942	5.12229478806863e-05	0.00133179664489764	5.12229478806863e-05	0.000153668843641956	0	0.000256114739402921	2.56114739402921e-05	0.00140863106671453	0.00891279293123961	0.00235625560250728	0.000128057369701971	0.0031758227686052	5.12229478806863e-05	0.000256114739402921	0	0.000204891791522949	0.000128057369701971	0.00238186707644624	0.0010500704315486	0.0148034319375385	0.0431553335894529	0.0092969650403445	0.0174670252272929	0.000281726213343927	0.00307337687283913	0.000384172109104892	0.000204891791522949	0.000614675374567826	0.00143424254066371	0.0017415802279415	0	0.00366244077346595	0.000179280317581942	0.000179280317581942	0.000128057369701971	0.000153668843641956	7.68344218209783e-05	0	0	0.00107568190549779	0.00117812780125364	0.000102445895760964	0.000665898322448819	0	0	0	0.000230503265462935	0	0.0532718657959055	0	0	0	0	0.00332949161223899	0	0	0	0.00145985401460268	0	0	0	0	0	0	0	0	0	0	5.12229478806863e-05	0.00589063900627841	5.12229478806863e-05	0	0.00176719170188046	0	0.00233064412856831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000640286848508834	0	0	0	0.000307337687283913	0	0.00799077986938583	0.00156229991035853	0.00171596875400253	0	0
39	0	0	0	0	0	0	1.21698916879558e-05	0.000243397833759117	0.599111597906682	0	0.0509553364976151	0.00481927710843625	0.0664719483996335	0	0	0	0	0	0	0	0	0	0	0	0	0	6.08494584398816e-05	1.21698916879558e-05	6.08494584397792e-05	0	0.000328587075575524	0.000158208591943733	3.65096750638675e-05	0	0	0	0.00397955458196637	0.0196422051844072	0.0111476207861549	0	0.00104661068516891	0.000596324692709734	0.0137641474990771	0.00680296945357745	0.000730193501277351	0.000231227942071059	0.0120968723377907	0	0.000900571984909142	2.43397833759117e-05	1.21698916879558e-05	0	0.00111963003529316	3.65096750638675e-05	0.00166727516125578	6.08494584398816e-05	0.00249482779603146	0	0	0.000462455884143141	0.0001095290251915	0.00282341487161108	6.08494584398816e-05	0.00018254837531985	0	0.00120481927711162	3.65096750638675e-05	0.00228793963734265	0.00906656930753171	0.00326153097237707	0.0001095290251915	0.00333455032250134	0.000121698916879558	0.000389436534014792	3.65096750638675e-05	0.0134599002069268	0.000133868808567617	0.00150906656931308	0.00158208591943733	0.0151758549348878	0.0506510892052601	0.0114275282950191	0.0287209443835717	0.000486795667518234	0.00475842764999595	0.000523305342582408	0.000352926858950617	0.00103444079347471	0.00166727516125578	0.000888402093222107	4.86795667518234e-05	0.00170378483631791	0.000206888158694942	0.000121698916879558	0.000425946209078966	0.000219058050383001	9.73591335037491e-05	0	3.65096750638675e-05	0.000827552634781816	0.00167944505293975	9.73591335037491e-05	0.000559815017646583	0	4.86795667518234e-05	1.21698916879558e-05	0.000255567725447175	0	0.0300109529025428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.43397833759117e-05	0	0	0	0.0006936838262142	0	0.00592673725204545	0.00147255689424071	0.00104661068515867	0	0
40	0	0	0	0	0	0	0	0.00204704739435184	0.572490921287091	0	0.0757060578724996	0.00379339856128706	0.0507482709967375	0	0	0	0	0	0	0	0	0	0	0	0	4.62609580643919e-05	4.62609580644938e-05	4.62609580644938e-05	8.09566766128386e-05	1.15652395161489e-05	0.00101774107741744	0.000104087155645544	0.000138782874193379	0	0	0	0.00518122730322085	0.0100386278999891	0.0156246385862324	0	0.000751740568547641	0.000555131496773517	0.00638401221289748	0.00542409733305265	0.00146878541854439	9.25219161288855e-05	0.0110679342168705	0	0.000763305808063586	1.15652395161489e-05	0	1.15652395161489e-05	0.00089052344274102	6.93914370966897e-05	0.0013762635024209	0.000127217634677435	0.000705479610482841	0	0	0.000451044341127973	0.000300696227418649	0.00314574514838191	3.46957185483448e-05	0.000543566257257572	0	0.000439479101612028	6.93914370966897e-05	0.0014572201790315	0.00358522424999393	0.00424444290241198	4.62609580644938e-05	0.00182730784354582	0.000335391945967503	0.00089052344274102	3.46957185483448e-05	0.0387435523789766	0.000358522424999393	0.000740175329030677	0.00121435014918952	0.0121435014918952	0.0830615502046732	0.0108597599056182	0.0132075035273662	0.000242870029837905	0.00363148520805567	0.000416348622580138	0.000416348622580138	0.000601392454838316	0.0010755672749941	0.00129530682580012	1.15652395161489e-05	0.000601392454838316	0.000277565748386759	0.000208174311290068	0.000196609071774124	0.000173478592741214	5.78261975805408e-05	1.15652395161489e-05	1.15652395161489e-05	0.000913653921772911	0.00228991742419382	9.25219161288855e-05	0.000601392454838316	0	1.15652395161489e-05	0	0.000242870029837905	0	0.0243795248999139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00174635116693522	0	0.00972636643304944	0.0029953970346736	0.00321513658547961	0	0
41	0	0	0	0	0	0	0	0.00403363133248526	0.408950617283711	0	0.0300446998722796	0.00157513835674607	0.0421988080034538	0	0	0	0	0	0	0	0	0	0	1.06428267348347e-05	0	4.25713069392358e-05	3.19284802044011e-05	1.06428267348347e-05	0.00027671349510426	5.32141336739675e-05	9.57854406131005e-05	0.000361856108982732	0.000223499361430087	0	1.06428267348347e-05	0	0.0299914857385817	0.0226266496381552	0.0431140911026657	0	0.00432098765433012	0.00233077905492613	0.0101638995317187	0.0257024265645321	0.00532141336738646	0.000798212005109514	0.0141230310770682	0	0.00104299702000433	4.25713069391328e-05	6.38569604086993e-05	0	0.00539591315454287	0.000148999574287068	0.001990208599404	0.000319284802044011	0.00118135376755697	0	0	0.000915283099192284	0.00106428267348347	0.00751383567475994	0.000223499361430087	0.00125585355470308	0	0.000840783312048235	0.000297999148574136	0.00448063005535162	0.00164963814389217	0.0259791400595756	0.000223499361430087	0.00171349510429871	0.00058535547041385	0.00225627926778002	8.51426138783688e-05	0.0433163048105939	0.00166028097063174	0.00171349510429871	0.00129842486164077	0.0152937420179062	0.150862068965464	0.00869518944231691	0.00788633461048018	0.000127713920817193	0.00898254576416177	0.00136228182205761	0.000319284802044011	0.0038633461047242	0.00230949340144698	0.000468284376331079	4.25713069391328e-05	0.00159642401021491	0.000500212856535378	0.000659855257556868	0.00035121328224831	0.000478927203065502	0.00011707109408277	0	0	0.00116006811408813	0.00321413367390896	0.000755640698169763	0.00168156662410059	0	1.06428267348347e-05	0	0.000702426564496619	0	0.0202958705832393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.32141336739675e-05	0	0	0.00141549595572457	1.06428267348347e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.19284802044011e-05	0	0	0	0	0	0	1.06428267348347e-05	1.06428267348347e-05	0	1.06428267348347e-05	0	0	0	0.00730097914007148	1.06428267348347e-05	0.00305449127288747	0.00160706683695448	0.00107492550021275	0	0
42	0	0	0	0	0	0	1.19522864724201e-05	0.0079960796500411	0.280125738053767	0	0.036956469772678	0.00218726842444885	0.016757105634264	0	0	0	0	0	0	0	0	0	0	0	1.19522864724201e-05	4.78091458896807e-05	5.97614323619971e-05	1.19522864724201e-05	0.000681280328926808	2.39045729448403e-05	0.00032271173475524	0.000513948318314171	0.000310759448282095	1.19522864724201e-05	0	0	0.0550283269189465	0.0227093442975257	0.0647455358210314	0	0.0089164057084132	0.0028326918939614	0.00493629431310652	0.0301317141968786	0.00923911744317985	0.000681280328926808	0.00693232615399955	0	0.00169722467908511	0.000478091458895769	4.78091458895769e-05	1.19522864724201e-05	0.00904788085961366	0.000478091458895769	0.0014103698037462	0.000776898620706792	0.000227093442975257	0	1.19522864724201e-05	0.00114741950135565	0.0015179403819983	0.0106853441063123	0.00200798412736202	0.00311954676930032	0	0.000394425453588932	0.000490043745368915	0.00452991657303614	0.000908373771903103	0.0264384576769523	0.000215141156503148	0.00344225850405659	0.00108765806898993	0.000669328042454699	0.000131475151196311	0.0202113164248103	0.00174503382497148	0.000645423469509444	0.00239045729448403	0.0263069825257623	0.180288289149511	0.0136136542920983	0.0346018693376527	0.000406377740062078	0.0145698372098255	0.00185260440322357	0.00019123658355893	0.00303588076398622	0.00180479525733721	0.00210360241914512	0.000107570578252092	0.00327492649343877	0.00115937178782466	0.00179284297085784	0.000334664021227349	0.00188846126264093	0.000131475151196311	2.39045729448403e-05	7.17137188344172e-05	0.00229483900270094	0.00432672770301132	0.00142232209021519	0.00420720483829023	0	0	0	0.00197212726794465	0	0.0160041115866238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000262950302392621	0	0	0	0.00170917696555412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.19522864724201e-05	0.00019123658355893	0	0	0	0	0	0	0	0	0	2.39045729448403e-05	0	0	0	0.0167451533478676	2.39045729448403e-05	0.00573709750675752	0.00352592450936032	0.00583271579854063	0	0
43	0	0	0	0	0	0	2.30115172643415e-05	0.00482091286689252	0.262733998366462	0	0.0357138747943618	0.00202501351926206	0.0283386835111014	0	0	0	0	0	0	0	1.15057586321708e-05	0	0	0	1.15057586321708e-05	0.000517759138448203	9.20460690575736e-05	2.30115172643415e-05	0.000529264897080893	3.4517275896616e-05	0.000471736103919521	0.000736368552461005	0.000448724586655178	0	0	0	0.0553542047794903	0.0260605433019057	0.0822891857374928	0	0.00837619228423069	0.00155327741535602	0.00732916824870056	0.0164762463612685	0.00861781321551406	0.000885943414678705	0.0085948016982549	0	0.00276138207173136	0.000483241862552209	2.30115172643415e-05	4.60230345287868e-05	0.00763982373178214	0.000736368552461005	0.00140370255313002	0.000897449173311395	0.000264632448540447	0	1.15057586321708e-05	0.00131165648407266	0.00135767951860134	0.0127713920817355	0.00133466800133181	0.00269234751993315	0	0.000310655483069129	0.000448724586655178	0.0055802929366106	0.00131165648407266	0.0127598863230644	0.000184092138114733	0.0030260145202635	0.000632816724770948	0.000701851276563973	0.000126563344954398	0.0184092138114733	0.00112756434595793	0.000483241862552209	0.00208254231243069	0.0222406314359731	0.174691933312314	0.0108154131142924	0.0367263815539928	0.000126563344954398	0.00983742363052934	0.00149574862218739	0.000287643965804788	0.00212856534695937	0.0017258637948308	0.00241620931276105	0.00016108062085039	0.00315257786521998	0.00135767951860134	0.00250825538181842	0.000621310966138259	0.00248524386455926	0.000184092138114733	1.15057586321708e-05	1.15057586321708e-05	0.00230115172643415	0.00217458838148805	0.00127713920817355	0.00291095693394699	0	3.4517275896616e-05	0	0.00192146169157511	0	0.0194792493643559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.20460690575736e-05	0	0	0	0	0	0	0	0	0	0	2.30115172643415e-05	4.60230345287868e-05	0	0	0	0	0	0	0	0	0	3.45172758965123e-05	0	0	0	0.040856948903007	2.30115172643415e-05	0.00946923935429988	0.00239319779550189	0.010976493735065	0	1.15057586321708e-05
